individual_id,tattoo,year,quarter,q_index,n_capture_rows,p_min,p_max,p_mean,p_range
2377,P028,1984,1,7936,1,9.11e-18,9.11e-18,9.11e-18,0
2377,P028,1984,2,7937,1,3.34e-17,3.34e-17,3.34e-17,0
2377,P028,1985,2,7941,1,3.13e-16,3.13e-16,3.13e-16,0
2377,P028,1985,4,7943,1,7.22e-16,7.22e-16,7.22e-16,0
2377,P028,1986,2,7945,1,3.55e-15,3.55e-15,3.55e-15,0
2377,P028,1986,3,7946,1,5.48e-15,5.48e-15,5.48e-15,0
2377,P028,1986,4,7947,1,1.03e-14,1.03e-14,1.03e-14,0
2377,P028,1988,1,7952,1,1.81e-13,1.81e-13,1.81e-13,0
2377,P028,1988,2,7953,1,3.58e-13,3.58e-13,3.58e-13,0
2377,P028,1988,3,7954,1,8.03e-13,8.03e-13,8.03e-13,0
2377,P028,1988,4,7955,1,1.9e-12,1.9e-12,1.9e-12,0
2377,P028,1989,1,7956,1,8.91e-12,8.91e-12,8.91e-12,0
2377,P028,1989,3,7958,1,6.38e-11,6.38e-11,6.38e-11,0
2377,P028,1989,4,7959,1,1.17e-10,1.17e-10,1.17e-10,0
2377,P028,1990,2,7961,1,7.74e-10,7.74e-10,7.74e-10,0
2377,P028,1990,3,7962,1,1.79e-9,1.79e-9,1.79e-9,0
2377,P028,1990,4,7963,1,4.61e-9,4.61e-9,4.61e-9,0
2377,P028,1991,1,7964,1,2.23e-8,2.23e-8,2.23e-8,0
2377,P028,1991,2,7965,1,1.17e-7,1.17e-7,1.17e-7,0
2377,P028,1991,3,7966,1,3.82e-7,3.82e-7,3.82e-7,0
2377,P028,1991,4,7967,1,7.06e-7,7.06e-7,7.06e-7,0
2377,P028,1992,1,7968,1,1.72e-6,1.72e-6,1.72e-6,0
2377,P028,1992,2,7969,1,7.13e-6,7.13e-6,7.13e-6,0
2377,P028,1993,3,7974,1,8.28e-5,8.28e-5,8.28e-5,0
2377,P028,1994,1,7976,1,2.07e-4,2.07e-4,2.07e-4,0
2377,P028,1994,3,7978,1,9.7e-4,9.7e-4,9.7e-4,0
2377,P028,1995,3,7982,1,0.008519411,0.008519411,0.008519411,0
2378,P029,1983,2,7933,1,0.002636767,0.002636767,0.002636767,0
2379,P030,1983,2,7933,1,0.002636767,0.002636767,0.002636767,0
2380,P031,1983,2,7933,1,0.002636767,0.002636767,0.002636767,0
2381,P032,1983,2,7933,1,0.002636767,0.002636767,0.002636767,0
2382,P033,1983,3,7934,1,0.001393813,0.001393813,0.001393813,0
2382,P033,1983,4,7935,1,0.003865977,0.003865977,0.003865977,0
2383,P034,1983,2,7933,1,6.94e-4,6.94e-4,6.94e-4,0
2383,P034,1983,4,7935,1,0.003817343,0.003817343,0.003817343,0
2384,P035,1983,2,7933,1,2.81e-5,2.81e-5,2.81e-5,0
2384,P035,1986,2,7945,1,5.74e-4,5.74e-4,5.74e-4,0
2384,P035,1986,3,7946,1,7.46e-4,7.46e-4,7.46e-4,0
2384,P035,1986,4,7947,1,0.00116963,0.00116963,0.00116963,0
2384,P035,1987,1,7948,1,0.004491708,0.004491708,0.004491708,0
2385,P036,1983,3,7934,1,0.002636767,0.002636767,0.002636767,0
2386,P037,1983,3,7934,1,1.97e-4,1.97e-4,1.97e-4,0
2386,P037,1985,3,7942,1,0.005299165,0.005299165,0.005299165,0
2386,P037,1986,3,7946,1,0.016044634,0.016044634,0.016044634,0
2387,P038,1983,3,7934,1,6.18e-6,6.18e-6,6.18e-6,0
2387,P038,1984,3,7938,1,8.39e-5,8.39e-5,8.39e-5,0
2387,P038,1986,3,7946,1,4.06e-4,4.06e-4,4.06e-4,0
2387,P038,1988,1,7952,1,0.001486525,0.001486525,0.001486525,0
2387,P038,1990,3,7962,1,0.007543241,0.007543241,0.007543241,0
2387,P038,1991,4,7967,1,0.01411015,0.01411015,0.01411015,0
2388,P039,1983,3,7934,1,0.002636767,0.002636767,0.002636767,0
2389,P040,1983,3,7934,1,0.002636767,0.002636767,0.002636767,0
2390,P041,1983,3,7934,1,7.05e-4,7.05e-4,7.05e-4,0
2390,P041,1984,3,7938,1,0.00956936,0.00956936,0.00956936,0
2391,P042,1983,3,7934,1,2.35e-14,2.35e-14,2.35e-14,0
2391,P042,1984,3,7938,1,3.19e-13,3.19e-13,3.19e-13,0
2391,P042,1986,2,7945,1,2.51e-12,2.51e-12,2.51e-12,0
2391,P042,1986,3,7946,1,3.77e-12,3.77e-12,3.77e-12,0
2391,P042,1988,1,7952,1,3.94e-11,3.94e-11,3.94e-11,0
2391,P042,1988,2,7953,1,7.3e-11,7.3e-11,7.3e-11,0
2391,P042,1989,3,7958,2,4.84e-10,4.84e-10,4.84e-10,0
2391,P042,1989,4,7959,1,1.34e-9,1.34e-9,1.34e-9,0
2391,P042,1990,3,7962,2,1.56e-8,1.56e-8,1.56e-8,0
2391,P042,1990,4,7963,1,1.79e-8,1.79e-8,1.79e-8,0
2391,P042,1991,3,7966,1,6.21e-8,6.21e-8,6.21e-8,0
2391,P042,1991,4,7967,2,9.46e-8,9.46e-8,9.46e-8,0
2391,P042,1992,2,7969,1,2.3e-6,2.3e-6,2.3e-6,0
2391,P042,1992,3,7970,1,5.75e-6,5.75e-6,5.75e-6,0
2391,P042,1992,4,7971,1,1.53e-5,1.53e-5,1.53e-5,0
2391,P042,1993,3,7974,2,2.26e-4,2.26e-4,2.26e-4,0
2391,P042,1994,3,7978,1,0.005615102,0.005615102,0.005615102,0
2392,P043,1983,3,7934,1,1.76e-6,1.76e-6,1.76e-6,0
2392,P043,1985,3,7942,1,2.43e-5,2.43e-5,2.43e-5,0
2392,P043,1986,1,7944,1,4.43e-5,4.43e-5,4.43e-5,0
2392,P043,1986,2,7945,1,1.08e-4,1.08e-4,1.08e-4,0
2392,P043,1988,2,7953,1,0.001585543,0.001585543,0.001585543,0
2392,P043,1990,3,7962,2,0.006523696,0.006523696,0.006523696,0
2393,P044,1983,3,7934,1,0.002636767,0.002636767,0.002636767,0
2394,P045,1983,3,7934,1,0.002636767,0.002636767,0.002636767,0
2395,P046,1983,3,7934,1,3.96e-4,3.96e-4,3.96e-4,0
2395,P046,1987,3,7950,1,0.011158209,0.011158209,0.011158209,0
2395,P046,1989,1,7956,1,0.026946998,0.026946998,0.026946998,0
2396,P047,1983,3,7934,1,0.002636767,0.002636767,0.002636767,0
2397,P048,1983,3,7934,1,0.001393813,0.001393813,0.001393813,0
2397,P048,1983,4,7935,1,0.003865977,0.003865977,0.003865977,0
2398,P049,1983,3,7934,1,2.03e-4,2.03e-4,2.03e-4,0
2398,P049,1988,3,7954,1,0.014468823,0.014468823,0.014468823,0
2398,P049,1990,1,7960,1,0.028259503,0.028259503,0.028259503,0
2399,P050,1983,3,7934,1,0.002680172,0.002680172,0.002680172,0
2399,P050,1983,4,7935,1,0.005030602,0.005030602,0.005030602,0
2399,P050,1984,1,7936,2,0.013941712,0.013941712,0.013941712,0
2399,P050,1986,3,7946,1,0.328659487,0.328659487,0.328659487,0
2400,P051,1983,3,7934,1,1.83e-6,1.83e-6,1.83e-6,0
2400,P051,1983,4,7935,1,5.06e-6,5.06e-6,5.06e-6,0
2400,P051,1984,1,7936,1,2.99e-5,2.99e-5,2.99e-5,0
2400,P051,1984,2,7937,1,8.82e-5,8.82e-5,8.82e-5,0
2400,P051,1984,3,7938,1,2.35e-4,2.35e-4,2.35e-4,0
2400,P051,1985,2,7941,1,0.002244633,0.002244633,0.002244633,0
2400,P051,1986,2,7945,1,0.012768934,0.012768934,0.012768934,0
2401,P052,1983,3,7934,1,2.77e-10,2.77e-10,2.77e-10,0
2401,P052,1983,4,7935,1,5.2e-10,5.2e-10,5.2e-10,0
2401,P052,1984,2,7937,1,2.58e-9,2.58e-9,2.58e-9,0
2401,P052,1984,3,7938,1,4e-9,4e-9,4e-9,0
2401,P052,1984,4,7939,1,7.49e-9,7.49e-9,7.49e-9,0
2401,P052,1985,2,7941,1,3.77e-8,3.77e-8,3.77e-8,0
2401,P052,1985,3,7942,1,5.85e-8,5.85e-8,5.85e-8,0
2401,P052,1987,3,7950,1,4.37e-7,4.37e-7,4.37e-7,0
2401,P052,1987,4,7951,1,5.46e-7,5.46e-7,5.46e-7,0
2401,P052,1988,4,7955,1,3.44e-6,3.44e-6,3.44e-6,0
2401,P052,1989,2,7957,1,9.45e-6,9.45e-6,9.45e-6,0
2401,P052,1989,3,7958,1,1.78e-5,1.78e-5,1.78e-5,0
2401,P052,1990,2,7961,1,9.71e-5,9.71e-5,9.71e-5,0
2401,P052,1990,3,7962,1,1.89e-4,1.89e-4,1.89e-4,0
2401,P052,1992,2,7969,1,0.002481713,0.002481713,0.002481713,0
2401,P052,1992,3,7970,1,0.003600307,0.003600307,0.003600307,0
2402,P053,1983,3,7934,1,1.28e-5,1.28e-5,1.28e-5,0
2402,P053,1983,4,7935,2,3.54e-5,3.54e-5,3.54e-5,0
2402,P053,1984,1,7936,1,7.02e-4,7.02e-4,7.02e-4,0
2402,P053,1985,2,7941,1,0.013352875,0.013352875,0.013352875,0
2403,P054,1983,3,7934,1,5.22e-14,5.22e-14,5.22e-14,0
2403,P054,1983,4,7935,2,1.45e-13,1.45e-13,1.45e-13,0
2403,P054,1984,1,7936,1,2.87e-12,2.87e-12,2.87e-12,0
2403,P054,1984,3,7938,1,2.43e-11,2.43e-11,2.43e-11,0
2403,P054,1985,2,7941,1,1.41e-10,1.41e-10,1.41e-10,0
2403,P054,1985,3,7942,1,2.73e-10,2.73e-10,2.73e-10,0
2403,P054,1985,4,7943,1,5.99e-10,5.99e-10,5.99e-10,0
2403,P054,1987,2,7949,1,1.59e-8,1.59e-8,1.59e-8,0
2403,P054,1987,3,7950,1,2.43e-8,2.43e-8,2.43e-8,0
2403,P054,1988,3,7954,1,1.68e-7,1.68e-7,1.68e-7,0
2403,P054,1989,2,7957,1,5.45e-7,5.45e-7,5.45e-7,0
2403,P054,1989,4,7959,1,1.22e-6,1.22e-6,1.22e-6,0
2403,P054,1990,3,7962,1,5.65e-6,5.65e-6,5.65e-6,0
2403,P054,1990,4,7963,1,8.9e-6,8.9e-6,8.9e-6,0
2403,P054,1991,2,7965,1,5.47e-5,5.47e-5,5.47e-5,0
2403,P054,1991,4,7967,1,1.72e-4,1.72e-4,1.72e-4,0
2403,P054,1992,2,7969,1,9.01e-4,9.01e-4,9.01e-4,0
2403,P054,1993,3,7974,1,0.006557953,0.006557953,0.006557953,0
2404,P055,1983,3,7934,2,0.001390724,0.001390724,0.001390724,0
2405,P056,1983,3,7934,1,0.002636767,0.002636767,0.002636767,0
2406,P057,1983,3,7934,1,0.002636767,0.002636767,0.002636767,0
2407,P058,1983,3,7934,1,3.39e-6,3.39e-6,3.39e-6,0
2407,P058,1984,2,7937,1,3.62e-5,3.62e-5,3.62e-5,0
2407,P058,1984,3,7938,1,7.35e-5,7.35e-5,7.35e-5,0
2407,P058,1984,4,7939,1,1.66e-4,1.66e-4,1.66e-4,0
2407,P058,1985,2,7941,1,0.001776973,0.001776973,0.001776973,0
2407,P058,1985,3,7942,1,0.004012953,0.004012953,0.004012953,0
2408,P059,1983,3,7934,1,9e-7,9e-7,9e-7,0
2408,P059,1983,4,7935,1,2.5e-6,2.5e-6,2.5e-6,0
2408,P059,1984,1,7936,1,1.47e-5,1.47e-5,1.47e-5,0
2408,P059,1984,2,7937,1,7.29e-5,7.29e-5,7.29e-5,0
2408,P059,1984,3,7938,1,2.19e-4,2.19e-4,2.19e-4,0
2408,P059,1985,1,7940,1,0.001315116,0.001315116,0.001315116,0
2408,P059,1986,2,7945,1,0.015301216,0.015301216,0.015301216,0
2409,Q001,1999,1,7996,1,3.04e-6,3.04e-6,3.04e-6,0
2409,Q001,1999,2,7997,1,8.46e-6,8.46e-6,8.46e-6,0
2409,Q001,1999,3,7998,2,2.35e-5,2.35e-5,2.35e-5,0
2409,Q001,1999,4,7999,1,2e-4,2e-4,2e-4,0
2409,Q001,2000,4,8003,1,0.0045899,0.0045899,0.0045899,0
2409,Q001,2001,3,8006,1,0.018258498,0.018258498,0.018258498,0
2410,Q002,1999,1,7996,1,0.003999547,0.003999547,0.003999547,0
2410,Q002,2000,2,8001,1,0.02944764,0.02944764,0.02944764,0
2411,Q003,1999,1,7996,1,2.25e-4,2.25e-4,2.25e-4,0
2411,Q003,1999,3,7998,1,8.85e-4,8.85e-4,8.85e-4,0
2411,Q003,2000,1,8000,1,0.002766635,0.002766635,0.002766635,0
2411,Q003,2000,3,8002,1,0.01286701,0.01286701,0.01286701,0
2412,Q004,1999,1,7996,1,0.015634602,0.015634602,0.015634602,0
2413,Q005,1999,1,7996,1,0.015634602,0.015634602,0.015634602,0
2414,Q006,1999,1,7996,1,0.015634602,0.015634602,0.015634602,0
2415,Q007,1999,1,7996,1,1.14e-10,1.14e-10,1.14e-10,0
2415,Q007,1999,3,7998,3,4.48e-10,4.48e-10,4.48e-10,0
2415,Q007,2000,1,8000,1,1.8e-8,1.8e-8,1.8e-8,0
2415,Q007,2001,3,8006,2,2.55e-7,2.55e-7,2.55e-7,0
2415,Q007,2002,3,8010,2,2.86e-6,2.86e-6,2.86e-6,0
2415,Q007,2004,3,8018,1,9.23e-5,9.23e-5,9.23e-5,0
2415,Q007,2006,3,8026,1,4.54e-4,4.54e-4,4.54e-4,0
2415,Q007,2009,4,8039,1,0.014931874,0.014931874,0.014931874,0
2416,Q008,1999,2,7997,1,1.16e-8,1.16e-8,1.16e-8,0
2416,Q008,1999,3,7998,3,2.54e-8,2.54e-8,2.54e-8,0
2416,Q008,1999,4,7999,1,7.17e-7,7.17e-7,7.17e-7,0
2416,Q008,2000,1,8000,1,5.61e-6,5.61e-6,5.61e-6,0
2416,Q008,2000,2,8001,1,3.12e-5,3.12e-5,3.12e-5,0
2416,Q008,2001,3,8006,1,3.78e-4,3.78e-4,3.78e-4,0
2416,Q008,2002,2,8009,1,0.001285927,0.001285927,0.001285927,0
2416,Q008,2003,3,8014,1,0.007244587,0.007244587,0.007244587,0
2416,Q008,2005,3,8022,1,0.046026695,0.046026695,0.046026695,0
2417,Q009,1999,2,7997,1,1.13e-5,1.13e-5,1.13e-5,0
2417,Q009,1999,3,7998,3,2.47e-5,2.47e-5,2.47e-5,0
2417,Q009,1999,4,7999,2,6.99e-4,6.99e-4,6.99e-4,0
2418,Q010,1999,2,7997,1,0.015634602,0.015634602,0.015634602,0
2419,Q011,1999,2,7997,1,0.003744648,0.003744648,0.003744648,0
2419,Q011,1999,3,7998,1,0.00818487,0.00818487,0.00818487,0
2420,Q012,1999,2,7997,1,3.26e-6,3.26e-6,3.26e-6,0
2420,Q012,1999,3,7998,2,7.13e-6,7.13e-6,7.13e-6,0
2420,Q012,2000,1,8000,1,1.27e-4,1.27e-4,1.27e-4,0
2420,Q012,2000,2,8001,1,5.19e-4,5.19e-4,5.19e-4,0
2420,Q012,2000,3,8002,1,0.001609034,0.001609034,0.001609034,0
2420,Q012,2003,2,8013,1,0.050997452,0.050997452,0.050997452,0
2421,Q013,1999,2,7997,1,0.015634602,0.015634602,0.015634602,0
2422,Q014,1999,2,7997,1,0.00381078,0.00381078,0.00381078,0
2422,Q014,1999,3,7998,2,0.008329417,0.008329417,0.008329417,0
2422,Q014,2000,1,8000,1,0.148860402,0.148860402,0.148860402,0
2422,Q014,2000,2,8001,1,0.172233545,0.172233545,0.172233545,0
2422,Q014,2000,3,8002,1,0.175551723,0.175551723,0.175551723,0
2423,Q015,1999,2,7997,1,6.13e-10,6.13e-10,6.13e-10,0
2423,Q015,1999,3,7998,1,1.34e-9,1.34e-9,1.34e-9,0
2423,Q015,2000,2,8001,1,1.06e-8,1.06e-8,1.06e-8,0
2423,Q015,2000,3,8002,1,2.18e-8,2.18e-8,2.18e-8,0
2423,Q015,2001,3,8006,2,2.06e-7,2.06e-7,2.06e-7,0
2423,Q015,2001,4,8007,1,6.83e-7,6.83e-7,6.83e-7,0
2423,Q015,2002,1,8008,1,4.8e-6,4.8e-6,4.8e-6,0
2423,Q015,2002,2,8009,1,2.64e-5,2.64e-5,2.64e-5,0
2423,Q015,2003,4,8015,1,3.78e-4,3.78e-4,3.78e-4,0
2423,Q015,2004,2,8017,1,0.001022994,0.001022994,0.001022994,0
2423,Q015,2004,3,8018,1,0.002007822,0.002007822,0.002007822,0
2423,Q015,2004,4,8019,1,0.004704815,0.004704815,0.004704815,0
2424,Q016,1999,2,7997,1,2.11e-4,2.11e-4,2.11e-4,0
2424,Q016,1999,3,7998,2,4.6e-4,4.6e-4,4.6e-4,0
2424,Q016,2000,1,8000,1,0.008223972,0.008223972,0.008223972,0
2425,Q017,1999,2,7997,1,0.015634602,0.015634602,0.015634602,0
2426,Q018,1999,2,7997,1,0.003744648,0.003744648,0.003744648,0
2426,Q018,1999,3,7998,1,0.00818487,0.00818487,0.00818487,0
2427,Q019,1999,2,7997,1,0.015634602,0.015634602,0.015634602,0
2428,Q020,1999,2,7997,1,0.015634602,0.015634602,0.015634602,0
2429,Q021,1999,2,7997,1,0.015634602,0.015634602,0.015634602,0
2430,Q022,1999,2,7997,1,0.003744648,0.003744648,0.003744648,0
2430,Q022,1999,3,7998,1,0.00818487,0.00818487,0.00818487,0
2431,Q023,1999,2,7997,1,0.003744648,0.003744648,0.003744648,0
2431,Q023,1999,3,7998,1,0.00818487,0.00818487,0.00818487,0
2432,Q024,1999,2,7997,1,0.003744648,0.003744648,0.003744648,0
2432,Q024,1999,3,7998,1,0.00818487,0.00818487,0.00818487,0
2433,Q025,1999,2,7997,1,0.068557415,0.068557415,0.068557415,0
2433,Q025,1999,3,7998,1,0.072708772,0.072708772,0.072708772,0
2434,Q026,1999,2,7997,1,1.36e-5,1.36e-5,1.36e-5,0
2434,Q026,1999,3,7998,2,2.97e-5,2.97e-5,2.97e-5,0
2434,Q026,2000,4,8003,1,0.00131663,0.00131663,0.00131663,0
2434,Q026,2001,3,8006,1,0.004734652,0.004734652,0.004734652,0
2434,Q026,2002,3,8010,1,0.022168883,0.022168883,0.022168883,0
2435,Q027,1999,2,7997,1,0.003659856,0.003659856,0.003659856,0
2435,Q027,1999,3,7998,1,0.007999536,0.007999536,0.007999536,0
2435,Q027,2000,1,8000,1,0.039478095,0.039478095,0.039478095,0
2435,Q027,2000,2,8001,1,0.142000294,0.142000294,0.142000294,0
2436,Q028,1999,2,7997,1,1.58e-17,1.58e-17,1.58e-17,0
2436,Q028,1999,3,7998,3,1.68e-17,1.68e-17,1.68e-17,0
2436,Q028,1999,4,7999,1,1.69e-17,1.69e-17,1.69e-17,0
2436,Q028,2000,1,8000,1,1.69e-17,1.69e-17,1.69e-17,0
2436,Q028,2000,2,8001,1,1.72e-17,1.72e-17,1.72e-17,0
2436,Q028,2000,4,8003,1,1.76e-17,1.76e-17,1.76e-17,0
2436,Q028,2001,3,8006,2,2.17e-17,2.17e-17,2.17e-17,0
2436,Q028,2001,4,8007,1,3.42e-17,3.42e-17,3.42e-17,0
2436,Q028,2002,2,8009,1,2.74e-16,2.74e-16,2.74e-16,0
2436,Q028,2002,3,8010,1,6.41e-16,6.41e-16,6.41e-16,0
2436,Q028,2002,4,8011,1,1.65e-15,1.65e-15,1.65e-15,0
2436,Q028,2003,3,8014,1,2.6e-14,2.6e-14,2.6e-14,0
2436,Q028,2003,4,8015,1,4.35e-14,4.35e-14,4.35e-14,0
2436,Q028,2004,4,8019,1,5.36e-13,5.36e-13,5.36e-13,0
2436,Q028,2005,2,8021,1,1.87e-12,1.87e-12,1.87e-12,0
2436,Q028,2005,3,8022,1,3.89e-12,3.89e-12,3.89e-12,0
2436,Q028,2006,3,8026,1,4.12e-11,4.12e-11,4.12e-11,0
2436,Q028,2008,2,8033,1,1.84e-9,1.84e-9,1.84e-9,0
2436,Q028,2008,3,8034,1,7.65e-9,7.65e-9,7.65e-9,0
2436,Q028,2008,4,8035,1,1.06e-7,1.06e-7,1.06e-7,0
2436,Q028,2010,2,8041,1,2.69e-5,2.69e-5,2.69e-5,0
2436,Q028,2010,3,8042,1,1.22e-4,1.22e-4,1.22e-4,0
2436,Q028,2011,2,8045,1,0.008700433,0.008700433,0.008700433,0
2437,Q029,1999,2,7997,1,6.99e-7,6.99e-7,6.99e-7,0
2437,Q029,1999,3,7998,1,1.53e-6,1.53e-6,1.53e-6,0
2437,Q029,2000,1,8000,1,7.54e-6,7.54e-6,7.54e-6,0
2437,Q029,2000,2,8001,1,2.71e-5,2.71e-5,2.71e-5,0
2437,Q029,2000,3,8002,1,8.15e-5,8.15e-5,8.15e-5,0
2437,Q029,2001,1,8004,1,4.8e-4,4.8e-4,4.8e-4,0
2437,Q029,2001,2,8005,1,0.001789305,0.001789305,0.001789305,0
2437,Q029,2001,3,8006,1,0.005433721,0.005433721,0.005433721,0
2438,Q030,1999,2,7997,1,0.003744648,0.003744648,0.003744648,0
2438,Q030,1999,3,7998,1,0.00818487,0.00818487,0.00818487,0
2439,Q031,1999,2,7997,1,1.01e-7,1.01e-7,1.01e-7,0
2439,Q031,1999,3,7998,1,2.21e-7,2.21e-7,2.21e-7,0
2439,Q031,1999,4,7999,1,5.49e-7,5.49e-7,5.49e-7,0
2439,Q031,2000,1,8000,1,2.87e-6,2.87e-6,2.87e-6,0
2439,Q031,2000,2,8001,1,8.25e-6,8.25e-6,8.25e-6,0
2439,Q031,2000,3,8002,1,2.32e-5,2.32e-5,2.32e-5,0
2439,Q031,2001,2,8005,1,2.17e-4,2.17e-4,2.17e-4,0
2439,Q031,2001,3,8006,1,4.5e-4,4.5e-4,4.5e-4,0
2439,Q031,2001,4,8007,1,0.001090637,0.001090637,0.001090637,0
2439,Q031,2004,2,8017,1,0.050024851,0.050024851,0.050024851,0
2440,Q032,1999,2,7997,1,4e-8,4e-8,4e-8,0
2440,Q032,1999,3,7998,1,8.74e-8,8.74e-8,8.74e-8,0
2440,Q032,1999,4,7999,1,2.17e-7,2.17e-7,2.17e-7,0
2440,Q032,2000,1,8000,1,1.13e-6,1.13e-6,1.13e-6,0
2440,Q032,2000,2,8001,1,5.93e-6,5.93e-6,5.93e-6,0
2440,Q032,2000,4,8003,1,2.78e-5,2.78e-5,2.78e-5,0
2440,Q032,2001,2,8005,1,1.64e-4,1.64e-4,1.64e-4,0
2440,Q032,2001,3,8006,1,3.72e-4,3.72e-4,3.72e-4,0
2440,Q032,2001,4,8007,1,9.44e-4,9.44e-4,9.44e-4,0
2440,Q032,2002,2,8009,1,0.011906002,0.011906002,0.011906002,0
2441,Q033,1999,2,7997,1,4.28e-10,4.28e-10,4.28e-10,0
2441,Q033,1999,3,7998,1,9.35e-10,9.35e-10,9.35e-10,0
2441,Q033,1999,4,7999,1,2.32e-9,2.32e-9,2.32e-9,0
2441,Q033,2000,1,8000,1,1.21e-8,1.21e-8,1.21e-8,0
2441,Q033,2000,2,8001,1,6.35e-8,6.35e-8,6.35e-8,0
2441,Q033,2000,3,8002,1,2.06e-7,2.06e-7,2.06e-7,0
2441,Q033,2000,4,8003,1,5.98e-7,5.98e-7,5.98e-7,0
2441,Q033,2001,2,8005,1,6.84e-6,6.84e-6,6.84e-6,0
2441,Q033,2001,3,8006,1,1.64e-5,1.64e-5,1.64e-5,0
2441,Q033,2001,4,8007,1,4.27e-5,4.27e-5,4.27e-5,0
2441,Q033,2002,2,8009,1,5.46e-4,5.46e-4,5.46e-4,0
2441,Q033,2002,3,8010,1,0.00131454,0.00131454,0.00131454,0
2441,Q033,2003,3,8014,1,0.015339922,0.015339922,0.015339922,0
2441,Q033,2004,2,8017,1,0.059422236,0.059422236,0.059422236,0
2441,Q033,2004,3,8018,1,0.113603008,0.113603008,0.113603008,0
2441,Q033,2005,2,8021,1,0.912426186,0.912426186,0.912426186,0
2441,Q033,2005,3,8022,1,0.962987217,0.962987217,0.962987217,0
2441,Q033,2006,2,8025,1,1,1,1,0
2441,Q033,2006,3,8026,1,1,1,1,0
2442,Q034,1999,2,7997,1,0.015634602,0.015634602,0.015634602,0
2443,Q035,1999,2,7997,1,0.015634602,0.015634602,0.015634602,0
2444,Q036,1999,2,7997,1,3.57e-15,3.57e-15,3.57e-15,0
2444,Q036,1999,3,7998,1,7.81e-15,7.81e-15,7.81e-15,0
2444,Q036,1999,4,7999,1,1.94e-14,1.94e-14,1.94e-14,0
2444,Q036,2000,1,8000,1,1.02e-13,1.02e-13,1.02e-13,0
2444,Q036,2000,3,8002,2,8.09e-13,8.09e-13,8.09e-13,0
2444,Q036,2000,4,8003,1,9.76e-13,9.76e-13,9.76e-13,0
2444,Q036,2001,2,8005,1,3.64e-12,3.64e-12,3.64e-12,0
2444,Q036,2001,3,8006,2,7.72e-12,7.72e-12,7.72e-12,0
2444,Q036,2002,1,8008,1,1.52e-10,1.52e-10,1.52e-10,0
2444,Q036,2002,3,8010,1,9.86e-10,9.86e-10,9.86e-10,0
2444,Q036,2003,3,8014,1,6.97e-9,6.97e-9,6.97e-9,0
2444,Q036,2005,2,8021,1,4.97e-8,4.97e-8,4.97e-8,0
2444,Q036,2005,3,8022,1,7.27e-8,7.27e-8,7.27e-8,0
2444,Q036,2006,2,8025,1,4.02e-7,4.02e-7,4.02e-7,0
2444,Q036,2006,3,8026,1,1.58e-6,1.58e-6,1.58e-6,0
2444,Q036,2007,1,8028,1,6.34e-5,6.34e-5,6.34e-5,0
2444,Q036,2007,2,8029,1,0.001409639,0.001409639,0.001409639,0
2445,Q037,1999,2,7997,1,0.015634602,0.015634602,0.015634602,0
2446,Q038,1999,2,7997,1,9.6e-4,9.6e-4,9.6e-4,0
2446,Q038,1999,3,7998,1,0.002097841,0.002097841,0.002097841,0
2446,Q038,1999,4,7999,2,0.005212054,0.005212054,0.005212054,0
2446,Q038,2000,1,8000,1,0.010038142,0.010038142,0.010038142,0
2447,Q039,1999,2,7997,1,3.35e-6,3.35e-6,3.35e-6,0
2447,Q039,1999,3,7998,1,7.32e-6,7.32e-6,7.32e-6,0
2447,Q039,1999,4,7999,1,1.82e-5,1.82e-5,1.82e-5,0
2447,Q039,2000,1,8000,1,9.51e-5,9.51e-5,9.51e-5,0
2447,Q039,2000,2,8001,1,4.97e-4,4.97e-4,4.97e-4,0
2447,Q039,2000,3,8002,1,0.001615393,0.001615393,0.001615393,0
2447,Q039,2001,2,8005,1,0.016082334,0.016082334,0.016082334,0
2447,Q039,2001,3,8006,1,0.033546931,0.033546931,0.033546931,0
2447,Q039,2001,4,8007,1,0.08144391,0.08144391,0.08144391,0
2447,Q039,2002,2,8009,1,1,1,1,0
2447,Q039,2002,3,8010,1,1,1,1,0
2447,Q039,2002,4,8011,1,1,1,1,0
2448,Q040,1999,2,7997,1,0.015634602,0.015634602,0.015634602,0
2449,Q041,1999,2,7997,1,9.01e-4,9.01e-4,9.01e-4,0
2449,Q041,1999,3,7998,1,0.001970008,0.001970008,0.001970008,0
2449,Q041,2000,1,8000,1,0.009722083,0.009722083,0.009722083,0
2450,Q042,1999,2,7997,1,0.015634602,0.015634602,0.015634602,0
2451,Q043,1999,2,7997,1,0.003744648,0.003744648,0.003744648,0
2451,Q043,1999,3,7998,1,0.00818487,0.00818487,0.00818487,0
2452,Q044,1999,2,7997,1,0.015634602,0.015634602,0.015634602,0
2453,Q045,1999,2,7997,1,0.015634602,0.015634602,0.015634602,0
2454,Q046,1999,2,7997,1,0.449259794,0.449259794,0.449259794,0
2454,Q046,1999,3,7998,2,0.981970301,0.981970301,0.981970301,0
2454,Q046,1999,4,7999,2,0.99826947,0.99826947,0.99826947,0
2454,Q046,2000,1,8000,1,0.999559365,0.999559365,0.999559365,0
2454,Q046,2000,2,8001,1,0.99990386,0.99990386,0.99990386,0
2454,Q046,2000,3,8002,1,0.999952767,0.999952767,0.999952767,0
2454,Q046,2001,4,8007,1,1,1,1,0
