tattoo,primary,primary_year,SG_id,zone,Sett_Clean,x,y,n_loc_obs,entry_group
Q052,25,2000,10,1,SEPTICTANK,381357,201285,2,1
Q052,26,2001,11,1,YEW,381619,201268,1,1
Q053,24,1999,10,1,SEPTICTANK,381357,201285,3,1
Q053,25,2000,9,1,LAURELS,381180,201357,1,1
Q054,24,1999,16,1,PEGLARS,382355,200596,2,1
Q054,25,2000,16,1,PEGLARS,382355,200596,1,1
Q055,24,1999,16,1,PEGLARS,382355,200596,1,1
Q056,24,1999,12,1,TOP,381795,200962,1,1
Q057,24,1999,21,1,COLLIERSWOOD,382931,200706,1,1
Q058,24,1999,15,1,BOG,382099,200773,2,1
Q058,25,2000,15,1,BOG,382099,200773,1,1
Q059,24,1999,3,1,CHESNUT,380834,201150,2,1
Q059,25,2000,3,1,BEECH,380931,201164,2,1
Q059,26,2001,3,1,CHESNUT,380834,201150,1,1
Q060,24,1999,999,2,INCHBROOK,384013,200739,2,1
Q060,26,2001,999,2,INCHBROOK,384013,200739,1,1
Q060,27,2002,999,2,INCHBROOK,384013,200739,1,1
Q060,29,2004,999,2,INCHBROOK,384013,200739,1,1
Q061,24,1999,999,2,INCHBROOK,384013,200739,1,1
Q061,25,2000,999,2,INCHBROOK,384013,200739,1,1
Q062,24,1999,999,2,INCHBROOK,384013,200739,1,1
Q063,24,1999,999,2,INCHBROOK,384013,200739,1,1
Q064,24,1999,20,1,PARKMILL,383730,200924,2,1
Q064,25,2000,20,1,PARKMILL,383730,200924,3,1
Q065,24,1999,20,1,PARKMILL,383730,200924,1,1
Q065,25,2000,20,1,PARKMILL,383730,200924,2,1
Q065,26,2001,20,1,PARKMILL,383730,200924,1,1
Q065,27,2002,20,1,PARKMILL,383730,200924,1,1
Q065,32,2007,20,1,PARKMILL,383730,200924,1,1
Q066,24,1999,20,1,PARKMILL,383730,200924,1,1
Q066,25,2000,20,1,PARKMILL,383730,200924,1,1
Q066,26,2001,4,1,BRAMBLE,380625,200466,1,1
Q066,28,2003,20,1,PARKMILL,383730,200924,1,1
Q066,30,2005,20,1,PARKMILL,383730,200924,1,1
Q066,32,2007,19,1,DAM,383126,200958,1,1
Q066,33,2008,20,1,PARKMILL,383730,200924,1,1
Q067,24,1999,22,1,WOODFARM,383337,200429,2,1
Q067,25,2000,22,1,WOODFARM,383337,200429,3,1
Q067,26,2001,999,2,WINDSOREDGE,383635,200531,2,1
Q069,24,1999,22,1,WOODFARM,383337,200429,2,1
Q069,25,2000,22,1,WOODFARM,383337,200429,3,1
Q070,24,1999,22,1,WOODFARM,383337,200429,2,1
Q070,25,2000,22,1,WOODFARM,383337,200429,2,1
Q070,26,2001,999,2,WINDSOREDGE,383635,200531,2,1
Q071,24,1999,7,1,BREAKHEART,381370,201620,1,1
Q072,24,1999,18,1,NETTLE,383024,201142,1,2
Q072,25,2000,18,1,NETTLE,383024,201142,2,2
Q072,26,2001,18,1,NETTLE,383024,201142,1,2
Q072,27,2002,18,1,NETTLE,383024,201142,1,2
Q072,28,2003,17,1,OLDOAK,382624,201274,1,2
Q072,30,2005,17,1,OLDOAK,382624,201274,1,2
Q072,31,2006,17,1,OLDOAK,382624,201274,1,2
Q073,24,1999,7,1,BULLPEN,381230,201693,1,1
Q073,25,2000,7,1,BREAKHEART,381370,201620,1,1
Q074,24,1999,6,1,CEDAR,381022,201589,1,1
Q074,25,2000,6,1,RABBIT,380856,201662,2,1
Q074,26,2001,6,1,CEDAR,381022,201589,2,1
Q074,27,2002,6,1,CEDAR,381022,201589,1,1
Q074,28,2003,6,1,CEDAR,381022,201589,1,1
Q074,29,2004,6,1,RABBIT,380856,201662,1,1
Q074,30,2005,6,1,RABBIT,380856,201662,2,1
Q074,31,2006,6,1,CEDAR,381022,201589,1,1
Q074,32,2007,6,1,FOX,381016,201635,1,1
Q074,33,2008,6,1,RABBIT,380856,201662,1,1
Q075,24,1999,4,1,TIP,380475,200580,1,1
Q075,25,2000,4,1,BRAMBLE,380625,200466,1,1
Q076,24,1999,999,2,HEDGE,381350,200278,1,1
Q077,24,1999,4,1,TIP,380475,200580,1,1
Q077,25,2000,4,1,ARTHURS,380534,200550,1,1
Q077,26,2001,4,1,ARTHURS,380534,200550,1,1
Q077,27,2002,5,1,JACKSMIREY,380678,200030,1,1
Q077,28,2003,5,1,JACKSMIREY,380678,200030,1,1
Q077,29,2004,5,1,JACKSMIREY,380678,200030,1,1
Q078,24,1999,1,1,CORRAL,380279,201409,1,1
Q078,25,2000,1,1,WEST,380190,201400,3,1
Q078,26,2001,1,1,WEST,380190,201400,2,1
Q078,27,2002,1,1,WEST,380190,201400,2,1
Q079,24,1999,2,1,JACOBS,380387,201401,1,1
Q079,25,2000,1,1,WEST,380190,201400,2,1
Q080,24,1999,1,1,CORRAL,380279,201409,1,1
Q080,25,2000,1,1,WEST,380190,201400,1,1
Q081,24,1999,4,1,OPEN,380812,200417,2,1
Q081,25,2000,4,1,JUNCTION,380841,200432,2,1
Q081,26,2001,4,1,JUNCTION,380841,200432,1,1
Q081,27,2002,4,1,JUNCTION,380841,200432,2,1
Q081,28,2003,4,1,JUNCTION,380841,200432,1,1
Q081,29,2004,4,1,EARTH,380906,200398,1,1
Q081,30,2005,4,1,JUNCTION,380841,200432,1,1
Q081,31,2006,4,1,JUNCTION,380841,200432,1,1
Q081,32,2007,4,1,THISTLEWOODBANK,381109,200408,1,1
Q081,33,2008,4,1,THISTLEWOODBANK,381109,200408,1,1
Q081,34,2009,4,1,JUNCTION,380841,200432,3,1
Q081,35,2010,4,1,JUNCTION,380841,200432,1,1
Q082,24,1999,5,1,JACKSMIREY,380678,200030,1,1
Q082,25,2000,5,1,JACKSMIREY,380678,200030,1,1
Q083,24,1999,5,1,JACKSMIREY,380678,200030,2,1
Q083,25,2000,5,1,JACKSMIREY,380678,200030,3,1
Q083,26,2001,5,1,JACKSMIREY,380678,200030,1,1
Q084,24,1999,1,1,WEST,380190,201400,1,1
Q084,25,2000,1,1,WEST,380190,201400,2,1
Q084,26,2001,1,1,WEST,380190,201400,1,1
Q084,27,2002,1,1,WEST,380190,201400,1,1
Q085,24,1999,3,1,BEECH,380931,201164,1,1
Q085,25,2000,3,1,CHESNUT,380834,201150,3,1
Q086,24,1999,21,1,COLLIERSWOOD,382931,200706,2,1
Q086,25,2000,21,1,COLLIERSWOOD,382931,200706,3,1
Q086,26,2001,21,1,COLLIERSWOOD,382931,200706,1,1
Q087,24,1999,999,2,HEDGE,381350,200278,2,1
Q087,25,2000,999,2,HEDGE,381350,200278,2,1
Q087,30,2005,999,2,HEDGE,381350,200278,1,1
Q088,24,1999,8,1,FOREST,381920,201658,1,2
Q088,25,2000,14,1,COLEPARK,382049,201493,2,2
Q089,24,1999,999,2,INCHBROOK,384013,200739,1,1
Q090,24,1999,999,2,INCHBROOK,384013,200739,1,1
Q090,25,2000,999,2,INCHBROOK,384013,200739,1,1
Q090,27,2002,999,2,INCHBROOK,384013,200739,1,1
Q090,28,2003,999,2,INCHBROOK,384013,200739,1,1
Q091,24,1999,999,2,INCHBROOK,384013,200739,1,1
Q092,24,1999,999,2,INCHBROOK,384013,200739,1,1
Q093,24,1999,22,1,WOODFARM,383337,200429,2,1
Q093,25,2000,22,1,WOODFARM,383337,200429,3,1
Q093,26,2001,22,1,WOODFARM,383337,200429,1,1
Q094,24,1999,20,1,PARKMILL,383730,200924,2,1
Q094,25,2000,20,1,PARKMILL,383730,200924,1,1
Q094,26,2001,20,1,PARKMILL,383730,200924,3,1
Q094,27,2002,20,1,PARKMILL,383730,200924,2,1
Q094,28,2003,20,1,PARKMILL,383730,200924,2,1
Q094,30,2005,20,1,PARKMILL,383730,200924,2,1
Q094,32,2007,20,1,PARKMILL,383730,200924,1,1
Q094,33,2008,20,1,PARKMILL,383730,200924,1,1
Q095,24,1999,6,1,CEDAR,381022,201589,2,2
Q095,25,2000,6,1,CEDAR,381022,201589,1,2
Q096,24,1999,4,1,ARTHURS,380534,200550,1,1
Q096,25,2000,4,1,OPEN,380812,200417,1,1
Q096,27,2002,4,1,ARTHURS,380534,200550,1,1
Q097,24,1999,15,1,BOG,382099,200773,1,2
Q097,25,2000,15,1,BOG,382099,200773,1,2
Q098,24,1999,16,1,PEGLARS,382355,200596,1,1
Q098,25,2000,16,1,PEGLARS,382355,200596,3,1
Q098,26,2001,15,1,WINDFALL,382124,200793,1,1
R002,4,1979,4,1,ARTHURS,380534,200550,1,2
R003,3,1978,11,1,TAXUS,381737,201220,1,2
R003,4,1979,11,1,YEW,381619,201268,1,2
R004,3,1978,1,1,WEST,380190,201400,1,1
R005,3,1978,2,1,LARCH,380541,201242,1,1
R006,3,1978,2,1,LARCH,380541,201242,1,1
R007,3,1978,1,1,WEST,380190,201400,1,1
R008,3,1978,8,1,HONEYWELL,381931,201706,1,2
R008,4,1979,8,1,HONEYWELL,381931,201706,1,2
R009,3,1978,17,1,OLDOAK,382624,201274,1,2
R010,3,1978,17,1,OLDOAK,382624,201274,1,2
R010,4,1979,17,1,TOPOAK,382616,201525,1,2
R010,5,1980,17,1,OLDOAK,382624,201274,1,2
R010,7,1982,17,1,OLDOAK,382624,201274,1,2
R011,3,1978,8,1,HONEYWELL,381931,201706,1,1
R011,4,1979,8,1,HONEYWELL,381931,201706,1,1
R012,3,1978,8,1,HONEYWELL,381931,201706,1,1
R013,3,1978,2,1,LARCH,380541,201242,1,1
R013,4,1979,2,1,LARCH,380541,201242,1,1
R013,5,1980,2,1,LARCH,380541,201242,1,1
R013,6,1981,2,1,LARCH,380541,201242,1,1
R013,7,1982,2,1,LARCH,380541,201242,2,1
R013,8,1983,2,1,BOX,380621,201409,1,1
R013,10,1985,2,1,BOX,380621,201409,2,1
R013,12,1987,2,1,BOX,380621,201409,1,1
R013,13,1988,2,1,BOX,380621,201409,1,1
R013,14,1989,2,1,BOX,380621,201409,1,1
R014,3,1978,2,1,LARCH,380541,201242,1,1
R014,4,1979,2,1,LARCH,380541,201242,1,1
R014,5,1980,2,1,LARCH,380541,201242,1,1
R015,3,1978,999,2,HEDGE,381350,200278,1,2
R015,5,1980,999,2,HEDGE,381350,200278,1,2
R016,3,1978,3,1,BEECH,380931,201164,1,1
R016,5,1980,3,1,BEECH,380931,201164,1,1
R016,6,1981,3,1,BEECH,380931,201164,1,1
R016,7,1982,3,1,BEECH,380931,201164,1,1
R016,8,1983,3,1,BEECH,380931,201164,1,1
R016,9,1984,3,1,BEECH,380931,201164,3,1
R017,3,1978,3,1,BEECH,380931,201164,1,1
R018,3,1978,11,1,TAXUS,381737,201220,1,2
R019,3,1978,14,1,COLEPARK,382049,201493,1,2
R019,8,1983,14,1,COLEPARK,382049,201493,1,2
R020,3,1978,11,1,YEW,381619,201268,1,1
R021,3,1978,11,1,YEW,381619,201268,1,1
R022,3,1978,17,1,TOPOAK,382616,201525,1,2
R022,7,1982,17,1,OLDOAK,382624,201274,1,2
R022,9,1984,17,1,OLDOAK,382624,201274,1,2
R025,3,1978,15,1,WYCHELM,382074,201085,1,2
R025,4,1979,15,1,KENNEL,382464,200922,1,2
R025,5,1980,15,1,KENNEL,382464,200922,1,2
R025,6,1981,15,1,KENNEL,382464,200922,1,2
R026,3,1978,15,1,WYCHELM,382074,201085,1,1
R027,3,1978,21,1,COLLIERSWOOD,382931,200706,1,2
R028,3,1978,18,1,NETTLE,383024,201142,1,2
R028,4,1979,18,1,NETTLE,383024,201142,1,2
R028,5,1980,18,1,NETTLE,383024,201142,1,2
R028,6,1981,18,1,NETTLE,383024,201142,1,2
R029,3,1978,15,1,KENNEL,382464,200922,1,2
R029,4,1979,15,1,KENNEL,382464,200922,1,2
R029,6,1981,15,1,KENNEL,382464,200922,1,2
R030,3,1978,15,1,KENNEL,382464,200922,1,1
R031,3,1978,16,1,PEGLARS,382355,200596,1,2
R032,3,1978,12,1,TOP,381795,200962,1,2
R032,4,1979,12,1,TOP,381795,200962,1,2
R032,6,1981,12,1,TOP,381795,200962,1,2
R033,3,1978,18,1,NETTLE,383024,201142,1,2
R033,4,1979,18,1,NETTLE,383024,201142,1,2
R034,3,1978,18,1,NETTLE,383024,201142,1,2
R034,4,1979,18,1,NETTLE,383024,201142,1,2
R035,3,1978,21,1,COLLIERSWOOD,382931,200706,1,1
R036,3,1978,21,1,COLLIERSWOOD,382931,200706,1,1
R037,3,1978,15,1,WYCHELM,382074,201085,1,1
R038,3,1978,12,1,TOP,381795,200962,1,2
R039,3,1978,16,1,PEGLARS,382355,200596,1,2
R039,5,1980,16,1,FORK,382786,200771,1,2
R039,8,1983,21,1,COLLIERSWOOD,382931,200706,1,2
R040,3,1978,15,1,WYCHELM,382074,201085,1,2
R041,3,1978,15,1,KENNEL,382464,200922,1,1
R042,3,1978,12,1,TOP,381795,200962,1,2
R042,4,1979,16,1,FORK,382786,200771,1,2
R043,3,1978,12,1,TOP,381795,200962,1,2
R044,3,1978,15,1,KENNEL,382464,200922,1,2
R044,4,1979,21,1,COLLIERSWOOD,382931,200706,1,2
R046,3,1978,15,1,KENNEL,382464,200922,1,2
R047,3,1978,999,2,WINDSOREDGE,383635,200531,1,2
R048,3,1978,999,2,WINDSOREDGE,383635,200531,1,1
R048,4,1979,20,1,PARKMILL,383730,200924,1,1
R048,8,1983,999,2,ATCOMBEWEST,383375,201417,1,1
R048,11,1986,999,2,ATCOMBEWEST,383375,201417,1,1
R048,15,1990,999,2,ATCOMBEWEST,383375,201417,1,1
R049,3,1978,22,1,WOODFARM,383337,200429,1,2
R050,3,1978,999,2,INCHBROOK,384013,200739,1,2
R050,4,1979,999,2,INCHBROOK,384013,200739,1,2
R051,3,1978,999,2,INCHBROOK,384013,200739,1,1
R052,3,1978,999,2,INCHBROOK,384013,200739,1,1
R052,4,1979,999,2,INCHBROOK,384013,200739,1,1
R053,3,1978,22,1,WOODFARM,383337,200429,1,2
R053,4,1979,22,1,WOODFARM,383337,200429,1,2
R054,3,1978,22,1,WOODFARM,383337,200429,1,2
R054,5,1980,22,1,WOODFARM,383337,200429,1,2
R055,3,1978,999,2,INCHBROOK,384013,200739,1,2
R056,3,1978,999,2,INCHBROOK,384013,200739,1,2
R057,3,1978,4,1,BUSH,380707,200454,1,2
R057,4,1979,4,1,JUNCTION,380841,200432,1,2
R058,3,1978,4,1,JUNCTION,380841,200432,1,2
R058,4,1979,4,1,JUNCTION,380841,200432,1,2
R059,3,1978,4,1,JUNCTION,380841,200432,1,2
R060,3,1978,4,1,JUNCTION,380841,200432,1,1
R061,3,1978,4,1,OPEN,380812,200417,1,1
R062,3,1978,4,1,JUNCTION,380841,200432,1,1
R063,3,1978,4,1,BUSH,380707,200454,1,2
R063,4,1979,4,1,JUNCTION,380841,200432,1,2
R064,3,1978,4,1,JUNCTION,380841,200432,1,1
R064,4,1979,4,1,JUNCTION,380841,200432,1,1
R064,6,1981,3,1,BEECH,380931,201164,1,1
R065,7,1982,12,1,TOP,381795,200962,1,2
R065,8,1983,12,1,TOP,381795,200962,1,2
R065,10,1985,12,1,TOP,381795,200962,1,2
R066,3,1978,999,2,BOUNDARYCOURT,382916,202222,1,2
R067,3,1978,999,2,BOUNDARYCOURT,382916,202222,1,2
R067,4,1979,999,2,DINGLE,383237,202222,1,2
R068,3,1978,999,2,BOUNDARYCOURT,382916,202222,1,2
R068,4,1979,999,2,GULLY,382734,202283,1,2
R069,3,1978,999,2,BOUNDARYCOURT,382916,202222,1,2
R070,3,1978,999,2,BOUNDARYCOURT,382916,202222,1,1
R070,4,1979,999,2,BOUNDARYCOURT,382916,202222,1,1
R071,3,1978,999,2,BOUNDARYCOURT,382916,202222,1,1
R073,3,1978,999,2,DARKWOOD,383135,202599,1,2
R074,3,1978,999,2,DARKWOOD,383135,202599,1,2
R074,4,1979,999,2,DARKWOOD,383135,202599,1,2
R075,4,1979,999,2,DARKWOOD,383135,202599,1,2
R076,3,1978,999,2,GULLY,382734,202283,1,2
R076,4,1979,999,2,BOUNDARYCOURT,382916,202222,1,2
R077,3,1978,999,2,STREAM,383608,202451,1,2
R078,3,1978,999,2,STREAM,383608,202451,1,1
R078,4,1979,999,2,BUNGALOW,383675,202710,1,1
R079,3,1978,999,2,STREAM,383608,202451,1,1
R080,3,1978,999,2,DINGLE,383237,202222,1,2
R080,4,1979,999,2,DINGLE,383237,202222,1,2
R081,3,1978,999,2,DINGLE,383237,202222,1,2
R082,3,1978,999,2,GULLY,382734,202283,1,1
R083,3,1978,999,2,DINGLE,383237,202222,1,2
R083,4,1979,999,2,DINGLE,383237,202222,1,2
R084,3,1978,999,2,DINGLE,383237,202222,1,1
R085,3,1978,999,2,STREAM,383608,202451,1,1
R086,3,1978,999,2,DINGLE,383237,202222,1,1
R087,3,1978,999,2,BUNGALOW,383675,202710,1,1
R088,3,1978,999,2,BUNGALOW,383675,202710,1,1
R089,3,1978,999,2,BUNGALOW,383675,202710,1,2
R090,3,1978,999,2,BUNGALOW,383675,202710,1,1
R091,5,1980,3,1,CHESNUT,380834,201150,1,1
R091,8,1983,3,1,BEECH,380931,201164,1,1
R091,10,1985,3,1,BEECH,380931,201164,1,1
R093,3,1978,4,1,MEAD,380390,200637,1,1
R094,3,1978,999,2,BAMBOO,383699,201850,1,1
R094,4,1979,999,2,BAMBOO,383699,201850,1,1
S001,21,1996,21,1,COLLIERSWOOD,382931,200706,1,2
S002,21,1996,11,1,YEW,381619,201268,1,1
S003,21,1996,9,1,LAURELS,381180,201357,1,1
S004,21,1996,21,1,COLLIERSWOOD,382931,200706,1,2
S005,21,1996,22,1,WOODFARM,383337,200429,1,1
S006,21,1996,14,1,COLEPARK,382049,201493,2,2
S006,22,1997,14,1,GIANTBEECH,382420,201405,1,2
S006,23,1998,14,1,COLEPARK,382049,201493,1,2
S006,24,1999,14,1,COLEPARK,382049,201493,1,2
S007,21,1996,2,1,LARCH,380541,201242,1,1
S008,21,1996,2,1,LARCH,380541,201242,1,1
S009,21,1996,2,1,BOX,380621,201409,1,1
S010,21,1996,2,1,BOX,380621,201409,1,1
S011,21,1996,4,1,ARTHURS,380534,200550,3,1
S011,22,1997,4,1,ARTHURS,380534,200550,2,1
S011,23,1998,4,1,ARTHURS,380534,200550,1,1
S011,24,1999,4,1,ARTHURS,380534,200550,2,1
S011,25,2000,4,1,ARTHURS,380534,200550,1,1
S012,21,1996,999,2,HEDGE,381350,200278,1,1
S013,21,1996,999,2,HEDGE,381350,200278,1,1
S014,21,1996,999,2,FIELDFARM,380936,199687,3,1
S014,22,1997,999,2,FIELDFARM,380936,199687,2,1
S014,23,1998,999,2,FIELDFARM,380936,199687,2,1
S014,25,2000,999,2,FIELDFARM,380936,199687,2,1
S015,21,1996,1,1,WEST,380190,201400,3,1
S015,22,1997,1,1,WEST,380190,201400,1,1
S016,21,1996,5,1,JACKSMIREY,380678,200030,3,1
S016,22,1997,5,1,JACKSMIREY,380678,200030,3,1
S016,23,1998,5,1,JACKSMIREY,380678,200030,2,1
S016,24,1999,5,1,JACKSMIREY,380678,200030,2,1
S017,21,1996,999,2,FIELDFARM,380936,199687,1,1
S018,21,1996,999,2,HEDGE,381350,200278,3,1
S018,22,1997,999,2,HEDGE,381350,200278,3,1
S019,21,1996,2,1,BOX,380621,201409,1,1
S020,21,1996,4,1,THISTLEWOODBANK,381109,200408,1,1
S021,21,1996,1,1,WEST,380190,201400,1,1
S022,21,1996,15,1,MAID,382606,200941,1,1
S023,21,1996,10,1,SEPTICTANK,381357,201285,1,1
S023,22,1997,10,1,SEPTICTANK,381357,201285,1,1
S023,23,1998,11,1,TAXUS,381737,201220,1,1
S023,24,1999,12,1,TOP,381795,200962,1,1
S024,21,1996,12,1,TOP,381795,200962,2,1
S024,22,1997,12,1,TOP,381795,200962,4,1
S024,23,1998,11,1,TAXUS,381737,201220,2,1
S024,24,1999,11,1,TAXUS,381737,201220,1,1
S024,25,2000,11,1,YEW,381619,201268,2,1
S024,26,2001,11,1,YEW,381619,201268,1,1
S024,27,2002,11,1,TAXUS,381737,201220,2,1
S025,21,1996,16,1,PEGLARS,382355,200596,1,1
S026,21,1996,12,1,TOP,381795,200962,2,1
S026,22,1997,12,1,TOP,381795,200962,2,1
S026,23,1998,11,1,YEW,381619,201268,4,1
S026,24,1999,11,1,YEW,381619,201268,1,1
S026,25,2000,11,1,YEW,381619,201268,1,1
S027,21,1996,12,1,TOP,381795,200962,2,1
S027,22,1997,12,1,TOP,381795,200962,4,1
S027,23,1998,12,1,TOP,381795,200962,1,1
S027,24,1999,12,1,TOP,381795,200962,2,1
S028,21,1996,7,1,BULLPEN,381230,201693,1,1
S029,21,1996,7,1,BULLPEN,381230,201693,1,1
S029,22,1997,7,1,BOXWOOD,381241,201774,1,1
S030,21,1996,999,2,INCHBROOK,384013,200739,2,1
S030,22,1997,999,2,INCHBROOK,384013,200739,1,1
S031,21,1996,999,2,INCHBROOK,384013,200739,2,1
S031,22,1997,999,2,INCHBROOK,384013,200739,1,1
S031,24,1999,999,2,INCHBROOK,384013,200739,1,1
S032,21,1996,999,2,INCHBROOK,384013,200739,2,1
S033,21,1996,999,2,INCHBROOK,384013,200739,2,1
S033,22,1997,999,2,INCHBROOK,384013,200739,2,1
S034,21,1996,14,1,COLEPARK,382049,201493,1,1
S035,21,1996,999,2,INCHBROOK,384013,200739,2,1
S035,22,1997,999,2,INCHBROOK,384013,200739,1,1
S036,21,1996,999,2,INCHBROOK,384013,200739,2,1
S037,21,1996,999,2,INCHBROOK,384013,200739,2,1
S037,22,1997,999,2,INCHBROOK,384013,200739,2,1
S037,24,1999,999,2,INCHBROOK,384013,200739,1,1
S037,26,2001,999,2,INCHBROOK,384013,200739,1,1
S038,21,1996,999,2,WINDSOREDGE,383635,200531,1,1
S038,22,1997,22,1,WOODFARM,383337,200429,1,1
S038,24,1999,999,2,WINDSOREDGE,383635,200531,1,1
S040,21,1996,5,1,JACKSMIREY,380678,200030,1,1
S041,22,1997,999,2,ATCOMBECORNER,383696,201502,1,1
S042,21,1996,999,2,ATCOMBECORNER,383696,201502,1,1
S042,22,1997,999,2,ATCOMBECORNER,383696,201502,1,1
S042,28,2003,17,1,OLDOAK,382624,201274,1,1
S043,21,1996,9,1,LAURELS,381180,201357,2,1
S043,22,1997,9,1,LAURELS,381180,201357,1,1
S043,23,1998,9,1,LAURELS,381180,201357,2,1
S043,24,1999,10,1,HUNTINGGATE,381247,201345,1,1
S043,25,2000,10,1,HUNTINGGATE,381247,201345,1,1
S044,21,1996,999,2,INCHBROOK,384013,200739,1,1
S044,22,1997,999,2,INCHBROOK,384013,200739,2,1
S044,24,1999,999,2,INCHBROOK,384013,200739,1,1
S044,30,2005,999,2,INCHBROOK,384013,200739,1,1
S045,21,1996,16,1,PEGLARS,382355,200596,1,1
T001,17,1992,999,2,BOUNDARYCOURT,382916,202222,1,1
T001,19,1994,999,2,GULLY,382734,202283,1,1
T002,17,1992,15,1,KENNEL,382464,200922,1,2
T004,17,1992,18,1,NETTLE,383024,201142,1,1
T005,17,1992,999,2,BAMBOO,383699,201850,1,1
T006,17,1992,999,2,ATCOMBEWEST,383375,201417,1,1
T006,18,1993,999,2,ATCOMBEWEST,383375,201417,1,1
T007,17,1992,999,2,GULLY,382734,202283,1,1
T007,18,1993,999,2,BOUNDARYCOURT,382916,202222,1,1
T008,17,1992,999,2,GULLY,382734,202283,2,1
T008,18,1993,999,2,GULLY,382734,202283,2,1
T008,19,1994,999,2,BOUNDARYCOURT,382916,202222,1,1
T009,17,1992,999,2,BUNGALOW,383675,202710,1,1
T010,17,1992,999,2,DARKWOOD,383135,202599,2,1
T011,17,1992,999,2,BOUNDARYCOURT,382916,202222,2,1
T012,17,1992,999,2,BOUNDARYCOURT,382916,202222,1,1
T013,17,1992,999,2,BUNGALOW,383675,202710,2,1
T013,18,1993,999,2,BUNGALOW,383675,202710,3,1
T013,19,1994,999,2,BUNGALOW,383675,202710,3,1
T014,17,1992,5,1,JACKSMIREY,380678,200030,3,1
T015,17,1992,2,1,LARCH,380541,201242,2,1
T015,18,1993,2,1,BOX,380621,201409,2,1
T016,17,1992,999,2,HEDGE,381350,200278,3,1
T016,18,1993,999,2,HEDGE,381350,200278,3,1
T016,21,1996,999,2,HEDGE,381350,200278,2,1
T017,17,1992,4,1,ARTHURS,380534,200550,2,1
T017,18,1993,4,1,ARTHURS,380534,200550,2,1
T017,19,1994,4,1,ARTHURS,380534,200550,1,1
T017,20,1995,4,1,ARTHURS,380534,200550,1,1
T017,22,1997,4,1,BANK,380563,200499,1,1
T018,17,1992,4,1,BRAMBLE,380625,200466,3,1
T018,18,1993,4,1,ARTHURS,380534,200550,2,1
T019,17,1992,4,1,BRAMBLE,380625,200466,2,1
T020,17,1992,5,1,JACKSMIREY,380678,200030,3,1
T020,18,1993,5,1,JACKSMIREY,380678,200030,1,1
T021,17,1992,2,1,BOX,380621,201409,2,1
T021,18,1993,2,1,BOX,380621,201409,4,1
T022,17,1992,2,1,BOX,380621,201409,2,1
T022,18,1993,3,1,BEECH,380931,201164,1,1
T022,20,1995,2,1,BOX,380621,201409,1,1
T023,17,1992,999,2,FIELDFARM,380936,199687,1,1
T024,17,1992,1,1,WEST,380190,201400,2,1
T024,18,1993,1,1,WEST,380190,201400,2,1
T024,19,1994,1,1,WEST,380190,201400,1,1
T024,20,1995,1,1,WEST,380190,201400,1,1
T025,17,1992,4,1,ARTHURS,380534,200550,1,1
T025,18,1993,4,1,ARTHURS,380534,200550,2,1
T025,19,1994,4,1,BRAMBLE,380625,200466,1,1
T025,20,1995,4,1,MEAD,380390,200637,1,1
T025,22,1997,4,1,ARTHURS,380534,200550,1,1
T025,23,1998,4,1,ARTHURS,380534,200550,2,1
T025,24,1999,4,1,ARTHURS,380534,200550,1,1
T026,17,1992,999,2,HEDGE,381350,200278,2,1
T027,17,1992,999,2,HOLLYWOOD,381353,199891,1,1
T028,17,1992,15,1,KENNEL,382464,200922,1,1
T029,17,1992,15,1,KENNEL,382464,200922,1,1
T030,17,1992,12,1,TOP,381795,200962,3,1
T030,18,1993,12,1,TOP,381795,200962,3,1
T030,19,1994,12,1,TOP,381795,200962,2,1
T030,20,1995,12,1,TOP,381795,200962,2,1
T031,17,1992,3,1,BEECH,380931,201164,2,1
T031,18,1993,3,1,BEECH,380931,201164,2,1
T031,19,1994,3,1,CHESNUT,380834,201150,1,1
T032,17,1992,9,1,LAURELS,381180,201357,2,1
T032,18,1993,9,1,LAURELS,381180,201357,3,1
T032,19,1994,9,1,LAURELS,381180,201357,3,1
T032,20,1995,9,1,LAURELS,381180,201357,1,1
T032,21,1996,9,1,LAURELS,381180,201357,1,1
T032,22,1997,9,1,LAURELS,381180,201357,2,1
T032,23,1998,9,1,LAURELS,381180,201357,1,1
T032,24,1999,11,1,TAXUS,381737,201220,1,1
T032,25,2000,11,1,TAXUS,381737,201220,1,1
T033,17,1992,9,1,LAURELS,381180,201357,1,1
T033,18,1993,9,1,LAURELS,381180,201357,2,1
T033,19,1994,9,1,LAURELS,381180,201357,2,1
T033,20,1995,9,1,LAURELS,381180,201357,1,1
T033,21,1996,3,1,BEECH,380931,201164,1,1
T033,22,1997,10,1,SEPTICTANK,381357,201285,1,1
T033,23,1998,9,1,LAURELS,381180,201357,1,1
T033,24,1999,11,1,YEW,381619,201268,2,1
T034,17,1992,11,1,TAXUS,381737,201220,1,1
T035,17,1992,11,1,YEW,381619,201268,1,1
T036,17,1992,11,1,YEW,381619,201268,1,1
T037,17,1992,16,1,PEGLARS,382355,200596,1,1
T038,17,1992,16,1,PEGLARS,382355,200596,1,1
T039,17,1992,12,1,TOP,381795,200962,1,1
T040,17,1992,11,1,TAXUS,381737,201220,1,1
T041,17,1992,3,1,BEECH,380931,201164,2,1
T041,18,1993,3,1,BEECH,380931,201164,2,1
