tattoo,year,n_year_encounters,n_distinct_setts,n_distinct_socg,annual_socg,annual_sett,annual_x,annual_y,annual_sett_n_encounters,annual_sett_latest_date,has_annual_xy,in_infection_model,in_phase2
F017,1986,1,1,1,COLLIERSWOOD,COLLIERSWOOD,382931,200706,1,1986-02-17,TRUE,TRUE,FALSE
F018,1985,1,1,1,ARTHURS,ARTHURS,380534,200550,1,1985-05-20,TRUE,TRUE,FALSE
F019,1985,2,1,1,SEPTICTANK,LAURELS,381180,201357,2,1985-08-13,TRUE,TRUE,FALSE
F019,1986,2,2,1,SEPTICTANK,LAURELS,381180,201357,1,1986-08-12,TRUE,TRUE,FALSE
F020,1985,3,2,1,SEPTICTANK,SEPTICTANK,381357,201285,2,1985-11-05,TRUE,TRUE,TRUE
F020,1986,4,3,1,SEPTICTANK,SEPTICTANK,381357,201285,2,1986-08-12,TRUE,TRUE,TRUE
F020,1987,3,3,1,SEPTICTANK,SEPTICTANK,381357,201285,1,1987-11-11,TRUE,TRUE,TRUE
F020,1988,4,3,2,SEPTICTANK,SEPTICTANK,381357,201285,2,1988-08-02,TRUE,TRUE,TRUE
F021,1985,1,1,1,JUNCTION,THISTLEWOODBANK,381109,200408,1,1985-05-20,TRUE,TRUE,FALSE
F022,1985,1,1,1,BEECH,BEECH,380931,201164,1,1985-05-20,TRUE,TRUE,TRUE
F022,1986,2,1,1,BEECH,BEECH,380931,201164,2,1986-08-13,TRUE,TRUE,TRUE
F022,1987,1,1,1,BEECH,BEECH,380931,201164,1,1987-02-11,TRUE,TRUE,TRUE
F022,1988,1,1,1,BEECH,BEECH,380931,201164,1,1988-02-09,TRUE,TRUE,TRUE
F023,1985,3,1,1,HEDGE,HEDGE,381350,200278,3,1985-11-05,TRUE,TRUE,TRUE
F023,1986,1,1,1,HEDGE,HEDGE,381350,200278,1,1986-08-12,TRUE,TRUE,TRUE
F023,1987,1,1,1,HEDGE,HEDGE,381350,200278,1,1987-08-19,TRUE,TRUE,TRUE
F023,1988,1,1,1,JUNCTION,THISTLEWOODBANK,381109,200408,1,1988-07-20,TRUE,TRUE,TRUE
F023,1989,1,1,1,HEDGE,HEDGE,381350,200278,1,1989-05-23,TRUE,TRUE,TRUE
F023,1990,1,1,1,HEDGE,HEDGE,381350,200278,1,1990-05-22,TRUE,TRUE,TRUE
F023,1991,1,1,1,HEDGE,HEDGE,381350,200278,1,1991-06-04,TRUE,TRUE,TRUE
F023,1993,1,1,1,HEDGE,HEDGE,381350,200278,1,1993-10-13,TRUE,TRUE,TRUE
F024,1985,3,1,1,ARTHURS,ARTHURS,380534,200550,3,1985-11-05,TRUE,TRUE,FALSE
F024,1986,1,1,1,ARTHURS,ARTHURS,380534,200550,1,1986-05-13,TRUE,TRUE,FALSE
F025,1985,3,2,1,LARCH,BOX,380621,201409,2,1985-08-13,TRUE,TRUE,TRUE
F025,1986,2,1,1,LARCH,LARCH,380541,201242,2,1986-08-12,TRUE,TRUE,TRUE
F025,1987,1,1,1,ARTHURS,ARTHURS,380534,200550,1,1987-05-12,TRUE,TRUE,TRUE
F026,1985,3,1,1,PEGLARS,PEGLARS,382355,200596,3,1985-11-05,TRUE,TRUE,FALSE
F026,1986,2,2,1,PEGLARS,PEGLARS,382355,200596,1,1986-03-03,TRUE,TRUE,FALSE
F027,1985,3,1,1,TOP,TOP,381795,200962,3,1985-11-05,TRUE,TRUE,TRUE
F027,1986,3,1,1,TOP,TOP,381795,200962,3,1986-11-11,TRUE,TRUE,TRUE
F027,1987,3,3,1,KENNEL,NEEDLES,382440,200974,1,1987-05-13,TRUE,TRUE,TRUE
F027,1988,4,3,2,KENNEL,DOLINE,382076,201048,2,1988-08-03,TRUE,TRUE,TRUE
F028,1985,2,1,1,PEGLARS,PEGLARS,382355,200596,2,1985-08-13,TRUE,TRUE,TRUE
F028,1986,2,1,1,PEGLARS,PEGLARS,382355,200596,2,1986-05-13,TRUE,TRUE,TRUE
F028,1987,1,1,1,COLLIERSWOOD,COLLIERSWOOD,382931,200706,1,1987-05-12,TRUE,TRUE,TRUE
F029,1985,3,1,1,PEGLARS,PEGLARS,382355,200596,3,1985-11-06,TRUE,TRUE,FALSE
F029,1986,1,1,1,PEGLARS,PEGLARS,382355,200596,1,1986-02-17,TRUE,TRUE,FALSE
F030,1985,4,1,1,BEECH,BEECH,380931,201164,4,1985-11-05,TRUE,TRUE,FALSE
F030,1986,3,2,1,BEECH,BEECH,380931,201164,2,1986-05-13,TRUE,TRUE,FALSE
F030,1988,2,1,1,OUTSIDE,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
F031,1985,2,1,1,LARCH,LARCH,380541,201242,2,1985-06-04,TRUE,TRUE,FALSE
F032,1985,3,1,1,WEST,WEST,380190,201400,3,1985-11-05,TRUE,TRUE,FALSE
F032,1986,1,1,1,WEST,WEST,380190,201400,1,1986-08-20,TRUE,TRUE,FALSE
F033,1985,3,1,1,WEST,WEST,380190,201400,3,1985-11-06,TRUE,TRUE,TRUE
F033,1986,1,1,1,WEST,WEST,380190,201400,1,1986-11-12,TRUE,TRUE,TRUE
F033,1987,1,1,1,WEST,WEST,380190,201400,1,1987-05-12,TRUE,TRUE,TRUE
F033,1988,1,1,1,WEST,WEST,380190,201400,1,1988-07-19,TRUE,TRUE,TRUE
F033,1989,2,1,1,WEST,WEST,380190,201400,2,1989-10-18,TRUE,TRUE,TRUE
F033,1990,1,1,1,LARCH,BOXER,380597,201427,1,1990-05-22,TRUE,TRUE,TRUE
F034,1985,3,2,1,ARTHURS,ARTHURS,380534,200550,2,1985-11-05,TRUE,TRUE,FALSE
F034,1986,1,1,1,ARTHURS,ARTHURS,380534,200550,1,1986-05-13,TRUE,TRUE,FALSE
F035,1985,1,1,1,ARTHURS,MEAD,380390,200637,1,1985-05-29,TRUE,TRUE,FALSE
F036,1985,3,2,1,ARTHURS,ARTHURS,380534,200550,2,1985-11-05,TRUE,TRUE,FALSE
F036,1986,4,2,1,ARTHURS,ARTHURS,380534,200550,3,1986-08-12,TRUE,TRUE,FALSE
F037,1985,3,1,1,YEW,YEW,381619,201268,3,1985-11-05,TRUE,TRUE,FALSE
F037,1986,3,1,1,YEW,YEW,381619,201268,3,1986-08-12,TRUE,TRUE,FALSE
F038,1985,3,1,1,WEST,WEST,380190,201400,3,1985-11-05,TRUE,TRUE,TRUE
F038,1986,1,1,1,WEST,WEST,380190,201400,1,1986-05-14,TRUE,TRUE,TRUE
F038,1987,1,1,1,WEST,WEST,380190,201400,1,1987-08-19,TRUE,TRUE,TRUE
F038,1989,1,1,1,WEST,WEST,380190,201400,1,1989-05-23,TRUE,TRUE,TRUE
F038,1990,2,2,1,WEST,WEST,380190,201400,1,1990-07-31,TRUE,TRUE,TRUE
F038,1991,1,1,1,WEST,WEST,380190,201400,1,1991-07-04,TRUE,TRUE,TRUE
F039,1985,2,2,1,WOODFARM,WOODFARM,383337,200429,1,1985-06-06,TRUE,TRUE,FALSE
F040,1985,2,1,1,NETTLE,NETTLE,383024,201142,2,1985-11-19,TRUE,TRUE,FALSE
F040,1986,1,1,1,NETTLE,NETTLE,383024,201142,1,1986-01-16,TRUE,TRUE,FALSE
F041,1985,3,1,1,BEECH,BEECH,380931,201164,3,1985-11-05,TRUE,TRUE,FALSE
F041,1986,2,2,1,BEECH,BEECH,380931,201164,1,1986-08-12,TRUE,TRUE,FALSE
F041,1988,2,1,1,OUTSIDE,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
F042,1985,2,1,1,BEECH,BEECH,380931,201164,2,1985-11-05,TRUE,TRUE,TRUE
F042,1986,3,2,1,BEECH,BEECH,380931,201164,2,1986-11-12,TRUE,TRUE,TRUE
F042,1987,3,3,3,ARTHURS,BEECH,380931,201164,1,1987-11-11,TRUE,TRUE,TRUE
F042,1988,1,1,1,BEECH,BEECH,380931,201164,1,1988-08-03,TRUE,TRUE,TRUE
F042,1989,3,3,2,LARCH,BOX,380621,201409,1,1989-08-01,TRUE,TRUE,TRUE
F043,1985,3,1,1,NETTLE,NETTLE,383024,201142,3,1985-12-04,TRUE,TRUE,TRUE
F043,1986,2,2,2,NETTLE,TOPOAK,382616,201525,1,1986-06-18,TRUE,TRUE,TRUE
F043,1988,1,1,1,OLDOAK,TOPOAK,382616,201525,1,1988-08-16,TRUE,TRUE,TRUE
F043,1989,2,1,1,OLDOAK,TOPOAK,382616,201525,2,1989-11-14,TRUE,TRUE,TRUE
F043,1990,2,1,1,OLDOAK,TOPOAK,382616,201525,2,1990-11-13,TRUE,TRUE,TRUE
F043,1991,2,2,1,OLDOAK,TOPOAK,382616,201525,1,1991-11-27,TRUE,TRUE,TRUE
F043,1992,1,1,1,OLDOAK,TOPOAK,382616,201525,1,1992-11-03,TRUE,TRUE,TRUE
F043,1993,3,1,1,OLDOAK,TOPOAK,382616,201525,3,1993-11-09,TRUE,TRUE,TRUE
F043,1995,1,1,1,OLDOAK,TOPOAK,382616,201525,1,1995-02-28,TRUE,TRUE,TRUE
F044,1985,3,2,1,BEECH,BEECH,380931,201164,2,1985-08-13,TRUE,TRUE,FALSE
F044,1986,2,2,1,BEECH,BEECH,380931,201164,1,1986-05-12,TRUE,TRUE,FALSE
F045,1985,2,1,1,NETTLE,NETTLE,383024,201142,2,1985-11-19,TRUE,TRUE,TRUE
F045,1986,2,2,1,OLDOAK,TOPOAK,382616,201525,1,1986-06-19,TRUE,TRUE,TRUE
F045,1987,1,1,1,OLDOAK,TOPOAK,382616,201525,1,1987-11-24,TRUE,TRUE,TRUE
F045,1989,1,1,1,OLDOAK,TOPOAK,382616,201525,1,1989-06-20,TRUE,TRUE,TRUE
F045,1991,1,1,1,OLDOAK,OLDOAK,382624,201274,1,1991-07-03,TRUE,TRUE,TRUE
F045,1992,2,1,1,OLDOAK,TOPOAK,382616,201525,2,1992-08-25,TRUE,TRUE,TRUE
F045,1993,2,1,1,OLDOAK,TOPOAK,382616,201525,2,1993-09-07,TRUE,TRUE,TRUE
F046,1985,1,1,1,ATCOMBEWEST,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE
F046,1987,1,1,1,ATCOMBECORNER,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE
F046,1988,1,1,1,ATCOMBEWEST,WALL,382201,200574,1,1988-06-21,TRUE,TRUE,TRUE
F046,1991,1,1,1,ATCOMBEWEST,ATCOMBEWEST,383375,201417,1,1991-07-16,TRUE,TRUE,TRUE
F046,1992,1,1,1,ATCOMBEWEST,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE
F046,1995,1,1,1,ATCOMBEWEST,ATCOMBEWEST,383375,201417,1,1995-07-25,TRUE,TRUE,TRUE
F047,1985,1,1,1,BAMBOO,BAMBOO,383699,201850,1,1985-07-17,TRUE,TRUE,TRUE
F047,1990,1,1,1,BAMBOO,BAMBOO,383699,201850,1,1990-11-27,TRUE,TRUE,TRUE
F048,1985,2,1,1,ARTHURS,ARTHURS,380534,200550,2,1985-11-06,TRUE,TRUE,TRUE
F048,1986,2,2,1,ARTHURS,MEAD,380390,200637,1,1986-08-13,TRUE,TRUE,TRUE
F048,1987,1,1,1,BEECH,BEECH,380931,201164,1,1987-08-18,TRUE,TRUE,TRUE
F048,1988,3,1,1,BEECH,BEECH,380931,201164,3,1988-08-02,TRUE,TRUE,TRUE
F048,1989,1,1,1,BEECH,BEECH,380931,201164,1,1989-06-06,TRUE,TRUE,TRUE
F048,1991,2,1,1,BEECH,BEECH,380931,201164,2,1991-09-03,TRUE,TRUE,TRUE
F048,1992,2,2,1,BEECH,CHESNUT,380834,201150,1,1992-08-12,TRUE,TRUE,TRUE
F048,1993,1,1,1,BEECH,BEECH,380931,201164,1,1993-08-17,TRUE,TRUE,TRUE
F048,1995,1,1,1,BEECH,BEECH,380931,201164,1,1995-07-05,TRUE,TRUE,TRUE
F049,1985,2,1,1,TOP,TOP,381795,200962,2,1985-11-05,TRUE,TRUE,TRUE
F049,1986,3,1,1,TOP,TOP,381795,200962,3,1986-11-11,TRUE,TRUE,TRUE
F049,1987,4,1,1,TOP,TOP,381795,200962,4,1987-11-10,TRUE,TRUE,TRUE
F049,1989,2,1,1,TOP,TOP,381795,200962,2,1989-11-01,TRUE,TRUE,TRUE
F049,1990,1,1,1,TOP,TOP,381795,200962,1,1990-02-07,TRUE,TRUE,TRUE
F050,1985,2,1,1,TOP,TOP,381795,200962,2,1985-11-05,TRUE,TRUE,TRUE
F050,1986,1,1,1,TOP,TOP,381795,200962,1,1986-05-13,TRUE,TRUE,TRUE
F050,1987,2,1,1,TOP,TOP,381795,200962,2,1987-05-12,TRUE,TRUE,TRUE
F050,1988,2,1,1,TOP,TOP,381795,200962,2,1988-05-24,TRUE,TRUE,TRUE
F050,1989,2,1,1,TOP,TOP,381795,200962,2,1989-06-06,TRUE,TRUE,TRUE
F050,1990,3,1,1,TOP,TOP,381795,200962,3,1990-10-30,TRUE,TRUE,TRUE
F050,1991,1,1,1,TOP,TOP,381795,200962,1,1991-09-03,TRUE,TRUE,TRUE
F050,1992,3,1,1,TOP,TOP,381795,200962,3,1992-10-21,TRUE,TRUE,TRUE
F050,1993,1,1,1,TOP,TOP,381795,200962,1,1993-08-17,TRUE,TRUE,TRUE
F051,1985,2,1,1,TOP,TOP,381795,200962,2,1985-11-05,TRUE,TRUE,TRUE
F051,1986,4,1,1,TOP,TOP,381795,200962,4,1986-11-11,TRUE,TRUE,TRUE
F051,1987,4,2,1,KENNEL,KENNEL,382464,200922,2,1987-05-12,TRUE,TRUE,TRUE
F051,1988,2,2,2,KENNEL,TOP,381795,200962,1,1988-10-18,TRUE,TRUE,TRUE
F051,1989,4,2,1,KENNEL,KENNEL,382464,200922,3,1989-10-31,TRUE,TRUE,TRUE
F051,1990,3,1,1,KENNEL,KENNEL,382464,200922,3,1990-10-30,TRUE,TRUE,TRUE
F051,1991,2,1,1,KENNEL,KENNEL,382464,200922,2,1991-11-13,TRUE,TRUE,TRUE
F051,1992,3,1,1,KENNEL,KENNEL,382464,200922,3,1992-10-21,TRUE,TRUE,TRUE
F052,1985,2,1,1,HEDGE,HEDGE,381350,200278,2,1985-11-05,TRUE,TRUE,TRUE
F052,1986,1,1,1,HEDGE,HEDGE,381350,200278,1,1986-05-13,TRUE,TRUE,TRUE
F052,1988,1,1,1,HEDGE,HEDGE,381350,200278,1,1988-07-19,TRUE,TRUE,TRUE
F052,1989,1,1,1,HEDGE,HEDGE,381350,200278,1,1989-05-23,TRUE,TRUE,TRUE
F052,1990,2,1,1,HEDGE,HEDGE,381350,200278,2,1990-08-01,TRUE,TRUE,TRUE
F052,1992,1,1,1,HEDGE,HEDGE,381350,200278,1,1992-07-29,TRUE,TRUE,TRUE
F052,1995,2,1,1,HEDGE,HEDGE,381350,200278,2,1995-08-08,TRUE,TRUE,TRUE
F052,1996,1,1,1,HEDGE,HEDGE,381350,200278,1,1996-09-12,TRUE,TRUE,TRUE
F053,1985,2,1,1,JUNCTION,THISTLEWOODBANK,381109,200408,2,1985-11-06,TRUE,TRUE,TRUE
F053,1987,3,3,2,JUNCTION,JACKSMIREY,380678,200030,1,1987-10-27,TRUE,TRUE,TRUE
F054,1985,1,1,1,HEDGE,HEDGE,381350,200278,1,1985-08-13,TRUE,TRUE,FALSE
F055,1985,2,1,1,KENNEL,KENNEL,382464,200922,2,1985-11-05,TRUE,TRUE,FALSE
F055,1986,3,2,1,KENNEL,KENNEL,382464,200922,2,1986-05-13,TRUE,TRUE,FALSE
F056,1985,2,2,1,KENNEL,KENNEL,382464,200922,1,1985-11-05,TRUE,TRUE,TRUE
F056,1986,3,2,1,KENNEL,KENNEL,382464,200922,2,1986-11-12,TRUE,TRUE,TRUE
F056,1987,1,1,1,KENNEL,DOLINE,382076,201048,1,1987-05-12,TRUE,TRUE,TRUE
F056,1988,3,1,1,KENNEL,KENNEL,382464,200922,3,1988-10-18,TRUE,TRUE,TRUE
F056,1989,3,1,1,KENNEL,DOLINE,382076,201048,3,1989-10-31,TRUE,TRUE,TRUE
F056,1990,3,2,1,WYCHELM,WYCHELM,382074,201085,2,1990-08-14,TRUE,TRUE,TRUE
F056,1991,3,3,3,KENNEL,CHERRIES,381841,201313,1,1991-11-12,TRUE,TRUE,TRUE
F056,1992,3,2,2,WYCHELM,WYCHELM,382074,201085,2,1992-06-02,TRUE,TRUE,TRUE
F056,1993,1,1,1,YEW,TAXUS,381737,201220,1,1993-10-26,TRUE,TRUE,TRUE
F056,1994,2,1,1,WYCHELM,WYCHELM,382074,201085,2,1994-11-02,TRUE,TRUE,TRUE
F057,1985,2,1,1,KENNEL,KENNEL,382464,200922,2,1985-11-05,TRUE,TRUE,TRUE
F057,1986,2,2,1,KENNEL,MAID,382606,200941,1,1986-05-13,TRUE,TRUE,TRUE
F057,1988,1,1,1,TOP,TOP,381795,200962,1,1988-07-19,TRUE,TRUE,TRUE
F058,1985,2,1,1,KENNEL,KENNEL,382464,200922,2,1985-11-05,TRUE,TRUE,TRUE
F058,1986,4,1,1,KENNEL,KENNEL,382464,200922,4,1986-11-11,TRUE,TRUE,TRUE
F058,1987,3,1,1,KENNEL,KENNEL,382464,200922,3,1987-11-10,TRUE,TRUE,TRUE
F058,1988,4,2,1,KENNEL,KENNEL,382464,200922,3,1988-10-18,TRUE,TRUE,TRUE
F059,1985,2,1,1,PEGLARS,PEGLARS,382355,200596,2,1985-11-05,TRUE,TRUE,TRUE
F059,1986,3,2,1,PEGLARS,PEGLARS,382355,200596,2,1986-05-13,TRUE,TRUE,TRUE
F059,1987,3,3,2,COLLIERSWOOD,TOP,381795,200962,1,1987-08-18,TRUE,TRUE,TRUE
F060,1985,2,1,1,PEGLARS,PEGLARS,382355,200596,2,1985-11-05,TRUE,TRUE,TRUE
F060,1986,4,2,1,PEGLARS,PEGLARS,382355,200596,3,1986-11-12,TRUE,TRUE,TRUE
F060,1987,1,1,1,PEGLARS,PEGLARS,382355,200596,1,1987-02-10,TRUE,TRUE,TRUE
F060,1988,1,1,1,OUTSIDE,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE
F061,1985,2,1,1,TOP,TOP,381795,200962,2,1985-11-06,TRUE,TRUE,FALSE
F061,1986,2,1,1,TOP,TOP,381795,200962,2,1986-11-11,TRUE,TRUE,FALSE
F062,1985,2,1,1,KENNEL,KENNEL,382464,200922,2,1985-11-05,TRUE,TRUE,FALSE
F062,1986,2,1,1,KENNEL,KENNEL,382464,200922,2,1986-05-13,TRUE,TRUE,FALSE
F063,1985,2,1,1,KENNEL,KENNEL,382464,200922,2,1985-11-05,TRUE,TRUE,TRUE
F063,1986,3,1,1,KENNEL,KENNEL,382464,200922,3,1986-11-11,TRUE,TRUE,TRUE
F063,1987,3,3,1,KENNEL,NEEDLES,382440,200974,1,1987-08-19,TRUE,TRUE,TRUE
F063,1988,4,3,1,KENNEL,KENNEL,382464,200922,2,1988-08-02,TRUE,TRUE,TRUE
F063,1989,3,2,1,KENNEL,KENNEL,382464,200922,2,1989-08-15,TRUE,TRUE,TRUE
F063,1990,4,2,1,KENNEL,KENNEL,382464,200922,3,1990-10-30,TRUE,TRUE,TRUE
F063,1991,4,1,1,KENNEL,KENNEL,382464,200922,4,1991-11-13,TRUE,TRUE,TRUE
F063,1992,1,1,1,KENNEL,KENNEL,382464,200922,1,1992-06-03,TRUE,TRUE,TRUE
F063,1993,1,1,1,KENNEL,KENNEL,382464,200922,1,1993-06-08,TRUE,TRUE,TRUE
F064,1985,2,1,1,OLDOAK,OLDOAK,382624,201274,2,1985-12-03,TRUE,TRUE,FALSE
F064,1986,2,1,1,OLDOAK,OLDOAK,382624,201274,2,1986-01-16,TRUE,TRUE,FALSE
F065,1985,2,1,1,OLDOAK,OLDOAK,382624,201274,2,1985-11-20,TRUE,TRUE,FALSE
F065,1986,1,1,1,OLDOAK,OLDOAK,382624,201274,1,1986-01-28,TRUE,TRUE,FALSE
F066,1985,2,1,1,OLDOAK,OLDOAK,382624,201274,2,1985-12-17,TRUE,TRUE,FALSE
F066,1986,1,1,1,OLDOAK,OLDOAK,382624,201274,1,1986-03-04,TRUE,TRUE,FALSE
F067,1985,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,1985-09-05,TRUE,TRUE,TRUE
F067,1988,1,1,1,INCHBROOK,INCHBROOK,384013,200739,1,1988-03-08,TRUE,TRUE,TRUE
F068,1985,1,1,1,CEDAR,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
F068,1986,1,1,1,CEDAR,BOXWOOD,381241,201774,1,1986-07-17,TRUE,TRUE,FALSE
F069,1985,1,1,1,OLDOAK,OLDOAK,382624,201274,1,1985-09-11,TRUE,TRUE,TRUE
F069,1986,1,1,1,OLDOAK,OLDOAK,382624,201274,1,1986-03-04,TRUE,TRUE,TRUE
F069,1989,2,2,1,OLDOAK,WOODMANS,382542,201397,1,1989-09-05,TRUE,TRUE,TRUE
F070,1985,2,1,1,COLEPARK,COLEPARK,382049,201493,2,1985-11-13,TRUE,TRUE,FALSE
F071,1985,1,1,1,COLEPARK,COLEPARK,382049,201493,1,1985-09-18,TRUE,TRUE,FALSE
F071,1986,1,1,1,LARCH,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
F072,1985,1,1,1,COLEPARK,COLEPARK,382049,201493,1,1985-09-20,TRUE,TRUE,TRUE
F072,1987,1,1,1,COLEPARK,COLEPARK,382049,201493,1,1987-11-24,TRUE,TRUE,TRUE
F072,1988,1,1,1,COLEPARK,COLEPARK,382049,201493,1,1988-02-24,TRUE,TRUE,TRUE
F073,1985,1,1,1,COLEPARK,COLEPARK,382049,201493,1,1985-09-20,TRUE,TRUE,TRUE
F073,1986,1,1,1,COLEPARK,COLEPARK,382049,201493,1,1986-07-02,TRUE,TRUE,TRUE
F073,1990,1,1,1,HONEYWELL,HONEYWELL,381931,201706,1,1990-11-13,TRUE,TRUE,TRUE
F074,1985,1,1,1,OLDOAK,TOPOAK,382616,201525,1,1985-10-01,TRUE,TRUE,TRUE
F074,1986,1,1,1,OLDOAK,OLDOAK,382624,201274,1,1986-03-04,TRUE,TRUE,TRUE
F074,1988,1,1,1,OLDOAK,OLDOAK,382624,201274,1,1988-08-16,TRUE,TRUE,TRUE
F074,1989,2,1,1,OLDOAK,OLDOAK,382624,201274,2,1989-03-22,TRUE,TRUE,TRUE
F075,1985,1,1,1,BUNGALOW,BUNGALOW,383675,202710,1,1985-10-18,TRUE,TRUE,TRUE
F075,1986,1,1,1,BUNGALOW,BUNGALOW,383675,202710,1,1986-01-17,TRUE,TRUE,TRUE
F075,1987,1,1,1,BUNGALOW,BUNGALOW,383675,202710,1,1987-08-04,TRUE,TRUE,TRUE
F075,1991,1,1,1,BUNGALOW,BUNGALOW,383675,202710,1,1991-07-30,TRUE,TRUE,TRUE
F075,1993,1,1,1,BUNGALOW,BUNGALOW,383675,202710,1,1993-09-15,TRUE,TRUE,TRUE
F075,1994,1,1,1,BUNGALOW,BUNGALOW,383675,202710,1,1994-07-26,TRUE,TRUE,TRUE
F076,1985,1,1,1,BUNGALOW,BUNGALOW,383675,202710,1,1985-10-18,TRUE,TRUE,FALSE
F076,1986,1,1,1,BUNGALOW,BUNGALOW,383675,202710,1,1986-08-05,TRUE,TRUE,FALSE
F077,1985,1,1,1,BUNGALOW,BUNGALOW,383675,202710,1,1985-10-25,TRUE,TRUE,TRUE
F077,1986,1,1,1,DINGLE,DINGLE,383237,202222,1,1986-08-05,TRUE,TRUE,TRUE
F077,1988,1,1,1,DINGLE,DINGLE,383237,202222,1,1988-03-21,TRUE,TRUE,TRUE
F077,1989,2,1,1,DINGLE,DINGLE,383237,202222,2,1989-10-04,TRUE,TRUE,TRUE
F077,1990,1,1,1,DINGLE,DINGLE,383237,202222,1,1990-10-02,TRUE,TRUE,TRUE
F077,1991,2,2,2,DINGLE,DINGLE,383237,202222,1,1991-07-30,TRUE,TRUE,TRUE
F077,1992,1,1,1,DINGLE,DINGLE,383237,202222,1,1992-07-14,TRUE,TRUE,TRUE
F077,1993,2,1,1,DINGLE,DINGLE,383237,202222,2,1993-07-20,TRUE,TRUE,TRUE
F077,1994,2,2,1,DINGLE,DINGLE,383237,202222,1,1994-07-26,TRUE,TRUE,TRUE
F078,1985,1,1,1,CEDAR,CEDAR,381022,201589,1,1985-10-30,TRUE,TRUE,TRUE
F078,1986,1,1,1,CEDAR,BOXWOOD,381241,201774,1,1986-07-17,TRUE,TRUE,TRUE
F078,1987,1,1,1,CEDAR,CEDAR,381022,201589,1,1987-06-04,TRUE,TRUE,TRUE
F079,1985,1,1,1,KENNEL,KENNEL,382464,200922,1,1985-11-05,TRUE,TRUE,TRUE
F079,1986,3,2,1,KENNEL,KENNEL,382464,200922,2,1986-05-13,TRUE,TRUE,TRUE
F079,1987,1,1,1,KENNEL,NEEDLES,382440,200974,1,1987-02-10,TRUE,TRUE,TRUE
F079,1989,2,2,2,KENNEL,KENNEL,382464,200922,1,1989-08-15,TRUE,TRUE,TRUE
F079,1990,3,1,1,WYCHELM,WYCHELM,382074,201085,3,1990-10-31,TRUE,TRUE,TRUE
F079,1991,2,2,2,KENNEL,TAXUS,381737,201220,1,1991-11-12,TRUE,TRUE,TRUE
F079,1992,2,2,2,KENNEL,NEEDLES,382440,200974,1,1992-08-11,TRUE,TRUE,TRUE
F093,1984,1,1,1,FIELDFARM,FIELDFARM,380936,199687,1,1984-07-21,TRUE,TRUE,FALSE
F094,1984,1,1,1,FIELDFARM,FIELDFARM,380936,199687,1,1984-07-21,TRUE,TRUE,TRUE
F094,1985,4,2,2,JACKSMIREY,JACKSMIREY,380678,200030,3,1985-11-05,TRUE,TRUE,TRUE
F094,1986,2,1,1,JACKSMIREY,JACKSMIREY,380678,200030,2,1986-11-12,TRUE,TRUE,TRUE
F094,1987,1,1,1,FIELDFARM,FIELDFARM,380936,199687,1,1987-08-19,TRUE,TRUE,TRUE
F094,1988,4,1,1,FIELDFARM,FIELDFARM,380936,199687,4,1988-10-05,TRUE,TRUE,TRUE
F094,1989,2,1,1,FIELDFARM,FIELDFARM,380936,199687,2,1989-05-25,TRUE,TRUE,TRUE
F095,1984,1,1,1,FIELDFARM,FIELDFARM,380936,199687,1,1984-07-21,TRUE,TRUE,FALSE
F095,1988,3,1,1,OUTSIDE,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
F096,1984,2,1,1,FIELDFARM,FIELDFARM,380936,199687,2,1984-08-31,TRUE,TRUE,FALSE
F097,1984,1,1,1,FIELDFARM,FIELDFARM,380936,199687,1,1984-08-24,TRUE,TRUE,FALSE
F098,1984,1,1,1,FIELDFARM,FIELDFARM,380936,199687,1,1984-08-30,TRUE,TRUE,TRUE
F098,1987,2,1,1,FIELDFARM,FIELDFARM,380936,199687,2,1987-08-19,TRUE,TRUE,TRUE
F098,1988,2,2,2,FIELDFARM,FIELDFARM,380936,199687,1,1988-07-19,TRUE,TRUE,TRUE
F098,1989,1,1,1,FIELDFARM,FIELDFARM,380936,199687,1,1989-10-18,TRUE,TRUE,TRUE
F098,1990,1,1,1,FIELDFARM,FIELDFARM,380936,199687,1,1990-10-17,TRUE,TRUE,TRUE
F098,1991,2,1,1,FIELDFARM,FIELDFARM,380936,199687,2,1991-08-13,TRUE,TRUE,TRUE
F098,1992,2,1,1,FIELDFARM,FIELDFARM,380936,199687,2,1992-10-06,TRUE,TRUE,TRUE
G001,1976,1,1,1,CEDAR,CEDAR,381022,201589,1,1976-11-08,TRUE,TRUE,FALSE
G002,1976,1,1,1,CEDAR,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
G003,1977,1,1,1,BEECH,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
G003,1978,1,1,1,BEECH,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE
