tattoo,date,pm,sample,afno,result,lesions,abscesses,Spoligo,SpolPrime,Sampler1,Sampler2
UN491,01/06/2008,Yes,LUNG,,,NVL,,,,,
UN491,01/06/2008,Yes,LYMPH NODE,,,NVL,,,,,
UN491,01/06/2008,Yes,POOLED,59080507,NEGATIVE,,,,,,
UN491,01/06/2008,Yes,SPLEEN,,,NVL,,,,,
UN492,12/06/2008,Yes,POOLED,59080509,NEGATIVE,,,,,,
UN493,24/06/2008,Yes,KIDNEYS,,,NVL,,,,,
UN493,24/06/2008,Yes,LIVER,,,NVL,,,,,
UN493,24/06/2008,Yes,LUNG,,,NVL,,,,,
UN493,24/06/2008,Yes,LYMPH NODE,,,NVL,,,,,
UN493,24/06/2008,Yes,OTHER,59080518,NEGATIVE,,,,,,
UN493,24/06/2008,Yes,POOLED,59080517,NEGATIVE,,,,,,
UN493,24/06/2008,Yes,SPLEEN,,,NVL,,,,,
UN494,30/06/2008,Yes,KIDNEYS,,,NVL,,,,,
UN494,30/06/2008,Yes,LIVER,,,NVL,,,,,
UN494,30/06/2008,Yes,LUNG,,,NVL,,,,,
UN494,30/06/2008,Yes,LYMPH NODE,,,NVL,,,,,
UN494,30/06/2008,Yes,POOLED,59080515,NEGATIVE,,,,,,
UN494,30/06/2008,Yes,SPLEEN,,,NVL,,,,,
UN495,17/07/2008,Yes,KIDNEYS,,,NVL,,,,,
UN495,17/07/2008,Yes,LIVER,,,NVL,,,,,
UN495,17/07/2008,Yes,LUNG,,,NVL,,,,,
UN495,17/07/2008,Yes,LYMPH NODE,,,NVL,,,,,
UN495,17/07/2008,Yes,POOLED,59080520,NEGATIVE,,,,,,
UN495,17/07/2008,Yes,SPLEEN,,,NVL,,,,,
UN496,20/07/2008,Yes,KIDNEYS,,,NVL,,,,,
UN496,20/07/2008,Yes,LIVER,,,NVL,,,,,
UN496,20/07/2008,Yes,LUNG,,,NVL,,,,,
UN496,20/07/2008,Yes,LYMPH NODE,,,NVL,,,,,
UN496,20/07/2008,Yes,POOLED,59080519,NEGATIVE,,,,,,
UN496,20/07/2008,Yes,SPLEEN,,,NVL,,,,,
UN497,04/08/2008,Yes,LIVER,,,VL,,,,,
UN497,04/08/2008,Yes,LUNG,,,VL,,,,,
UN497,04/08/2008,Yes,LYMPH NODE,,,VL,,,,,
UN497,04/08/2008,Yes,OTHER,59081012,NEGATIVE,,,,,,
UN497,04/08/2008,Yes,POOLED,59081011,NEGATIVE,,,,,,
UN499,08/08/2008,Yes,KIDNEYS,,,NVL,,,,,
UN499,08/08/2008,Yes,LIVER,,,NVL,,,,,
UN499,08/08/2008,Yes,LUNG,,,NVL,,,,,
UN499,08/08/2008,Yes,LYMPH NODE,,,NVL,,,,,
UN499,08/08/2008,Yes,POOLED,59081013,NEGATIVE,,,,,,
UN499,08/08/2008,Yes,SPLEEN,,,NVL,,,,,
UN500,15/08/2008,Yes,KIDNEYS,,,NVL,,,,,
UN500,15/08/2008,Yes,LIVER,,,NVL,,,,,
UN500,15/08/2008,Yes,LUNG,,,NVL,,,,,
UN500,15/08/2008,Yes,LYMPH NODE,,,NVL,,,,,
UN500,15/08/2008,Yes,POOLED,59081010,NEGATIVE,,,,,,
UN500,15/08/2008,Yes,SPLEEN,,,NVL,,,,,
UN501,22/08/2008,Yes,KIDNEYS,,,NVL,,,,,
UN501,22/08/2008,Yes,LIVER,,,NVL,,,,,
UN501,22/08/2008,Yes,LUNG,,,NVL,,,,,
UN501,22/08/2008,Yes,LYMPH NODE,,,NVL,,,,,
UN501,22/08/2008,Yes,POOLED,59081014,NEGATIVE,,,,,,
UN501,22/08/2008,Yes,SPLEEN,,,NVL,,,,,
UN502,16/10/2008,Yes,KIDNEYS,,,NVL,,,,,
UN502,16/10/2008,Yes,LIVER,,,NVL,,,,,
UN502,16/10/2008,Yes,LUNG,,,NVL,,,,,
UN502,16/10/2008,Yes,LYMPH NODE,,,NVL,,,,,
UN502,16/10/2008,Yes,POOLED,59081018,NEGATIVE,,,,,,
UN502,16/10/2008,Yes,SPLEEN,,,NVL,,,,,
UN503,16/02/2009,Yes,POOLED,22099001,NEGATIVE,,,,,,
UN504,12/03/2009,Yes,KIDNEYS,,,NVL,,,,,
UN504,12/03/2009,Yes,LIVER,,,NVL,,,,,
UN504,12/03/2009,Yes,LUNG,,,NVL,,,,,
UN504,12/03/2009,Yes,LYMPH NODE,,,NVL,,,,,
UN504,12/03/2009,Yes,POOLED,22099003,NEGATIVE,,,,,,
UN504,12/03/2009,Yes,SPLEEN,,,NVL,,,,,
UN505,23/03/2009,Yes,KIDNEYS,,,NVL,,,,,
UN505,23/03/2009,Yes,LIVER,,,NVL,,,,,
UN505,23/03/2009,Yes,LUNG,,,NVL,,,,,
UN505,23/03/2009,Yes,LYMPH NODE,,,NVL,,,,,
UN505,23/03/2009,Yes,POOLED,22099004,M.BOVIS,,,17,,,
UN505,23/03/2009,Yes,SPLEEN,,,NVL,,,,,
UN506,24/03/2009,Yes,KIDNEYS,,,NVL,,,,,
UN506,24/03/2009,Yes,LIVER,,,NVL,,,,,
UN506,24/03/2009,Yes,LUNG,,,NVL,,,,,
UN506,24/03/2009,Yes,LYMPH NODE,,,NVL,,,,,
UN506,24/03/2009,Yes,POOLED,22099007,NEGATIVE,,,,,,
UN506,24/03/2009,Yes,SPLEEN,,,NVL,,,,,
UN507,07/04/2009,Yes,POOLED,22099010,NEGATIVE,,,,,,
UN508,22/04/2009,Yes,POOLED,22099012,NEGATIVE,,,,,,
UN509,05/05/2009,Yes,KIDNEYS,,,NVL,,,,,
UN509,05/05/2009,Yes,LIVER,,,NVL,,,,,
UN509,05/05/2009,Yes,LUNG,,,NVL,,,,,
UN509,05/05/2009,Yes,LYMPH NODE,,,NVL,,,,,
UN509,05/05/2009,Yes,POOLED,59090132,NEGATIVE,,,,,,
UN509,05/05/2009,Yes,SPLEEN,,,NVL,,,,,
UN510,05/05/2009,Yes,KIDNEYS,,,NVL,,,,,
UN510,05/05/2009,Yes,LIVER,,,NVL,,,,,
UN510,05/05/2009,Yes,LUNG,,,NVL,,,,,
UN510,05/05/2009,Yes,LYMPH NODE,59090130,NEGATIVE,NVL,,,,,
UN510,05/05/2009,Yes,OTHER,59090131,NEGATIVE,,,,,,
UN510,05/05/2009,Yes,SPLEEN,,,NVL,,,,,
UN511,20/11/2009,Yes,KIDNEYS,,,NVL,,,,,
UN511,20/11/2009,Yes,LIVER,,,NVL,,,,,
UN511,20/11/2009,Yes,LUNG,,,NVL,,,,,
UN511,20/11/2009,Yes,LYMPH NODE,,,NVL,,,,,
UN511,20/11/2009,Yes,POOLED,59090998,NEGATIVE,,,,,,
UN511,20/11/2009,Yes,SPLEEN,,,NVL,,,,,
UN512,04/02/2010,Yes,KIDNEYS,,,NVL,,,,,
UN512,04/02/2010,Yes,LIVER,,,NVL,,,,,
UN512,04/02/2010,Yes,LUNG,,,NVL,,,,,
UN512,04/02/2010,Yes,LYMPH NODE,,,NVL,,,,,
UN512,04/02/2010,Yes,POOLED,59101195,NEGATIVE,,,,,,
UN512,04/02/2010,Yes,SPLEEN,,,NVL,,,,,
UN513,05/02/2010,Yes,KIDNEYS,,,NVL,,,,,
UN513,05/02/2010,Yes,LIVER,,,NVL,,,,,
UN513,05/02/2010,Yes,LUNG,,,NVL,,,,,
UN513,05/02/2010,Yes,LYMPH NODE,,,NVL,,,,,
UN513,05/02/2010,Yes,POOLED,59101194,NEGATIVE,,,,,,
UN513,05/02/2010,Yes,SPLEEN,,,NVL,,,,,
UN514,05/02/2010,Yes,KIDNEYS,,,NVL,,,,,
UN514,05/02/2010,Yes,LIVER,,,NVL,,,,,
UN514,05/02/2010,Yes,LUNG,,,NVL,,,,,
UN514,05/02/2010,Yes,LYMPH NODE,,,NVL,,,,,
UN514,05/02/2010,Yes,POOLED,59101193,NEGATIVE,,,,,,
UN514,05/02/2010,Yes,SPLEEN,,,NVL,,,,,
UN515,15/02/2010,Yes,KIDNEYS,,,NVL,,,,,
UN515,15/02/2010,Yes,LIVER,,,NVL,,,,,
UN515,15/02/2010,Yes,LUNG,,,NVL,,,,,
UN515,15/02/2010,Yes,LYMPH NODE,22109001,M.BOVIS,VL,,17,,,
UN515,15/02/2010,Yes,SPLEEN,,,NVL,,,,,
UN516,16/02/2010,Yes,KIDNEYS,,,NVL,,,,,
UN516,16/02/2010,Yes,LIVER,,,NVL,,,,,
UN516,16/02/2010,Yes,LUNG,,,NVL,,,,,
UN516,16/02/2010,Yes,LYMPH NODE,22109003,M.BOVIS,VL,,17,,,
UN516,16/02/2010,Yes,SPLEEN,,,NVL,,,,,
UN517,27/02/2010,Yes,LUNG,,,VL,,,,,
UN517,27/02/2010,Yes,LYMPH NODE,22109006,M.BOVIS,,,17,,,
UN517,27/02/2010,Yes,OTHER,22109006,M.BOVIS,,,17,,,
UN518,05/03/2010,Yes,OTHER,22109004,NEGATIVE,,,,,,
UN519,23/03/2010,Yes,KIDNEYS,,,NVL,,,,,
UN519,23/03/2010,Yes,LIVER,,,NVL,,,,,
UN519,23/03/2010,Yes,LUNG,,,NVL,,,,,
UN519,23/03/2010,Yes,LYMPH NODE,,,NVL,,,,,
UN519,23/03/2010,Yes,POOLED,22109007,M.BOVIS,,,17,,,
UN519,23/03/2010,Yes,SPLEEN,,,NVL,,,,,
UN520,12/04/2010,Yes,KIDNEYS,,,NVL,,,,,
UN520,12/04/2010,Yes,LIVER,,,NVL,,,,,
UN520,12/04/2010,Yes,LUNG,,,NVL,,,,,
UN520,12/04/2010,Yes,LYMPH NODE,,,NVL,,,,,
