tattoo,date,pm,sample,afno,result,lesions,abscesses,Spoligo,SpolPrime,Sampler1,Sampler2
041E,09/09/2014,No,FAECES,59140523,NEGATIVE,,,,,RD,
041E,09/09/2014,No,OA,59140520,NEGATIVE,,,,,RD,
041E,09/09/2014,No,TA,59140521,NEGATIVE,,,,,RD,
041E,09/09/2014,No,URINE,59140522,NEGATIVE,,,,,RD,
041G,05/08/2003,No,OA,59030762,NEGATIVE,,,,,GW,
041G,05/08/2003,No,URINE,59030763,NEGATIVE,,,,,GW,
041G,29/10/2003,No,OA,59031422,NEGATIVE,,,,,DH,
041G,29/10/2003,No,URINE,59031423,NEGATIVE,,,,,DH,
041G,14/01/2004,No,FAECES,59040009,NEGATIVE,,,,,BT,
041G,14/01/2004,No,OA,59040007,NEGATIVE,,,,,BT,
041G,14/01/2004,No,URINE,59040008,NEGATIVE,,,,,BT,
041G,06/09/2011,No,FAECES,59110650,NEGATIVE,,,,,CH,
041G,06/09/2011,No,OA,59110647,NEGATIVE,,,,,CH,
041G,06/09/2011,No,TA,59110648,NEGATIVE,,,,,CH,
041G,06/09/2011,No,URINE,59110649,NEGATIVE,,,,,CH,
041K,27/06/2012,No,OA,59120353,NEGATIVE,,,,,SC,
041K,27/06/2012,No,TA,59120354,NEGATIVE,,,,,SC,
041L,07/12/2011,No,OA,59110930,NEGATIVE,,,,,RD,
041L,07/12/2011,No,TA,59110931,NEGATIVE,,,,,RD,
041L,07/12/2011,No,URINE,59110932,NEGATIVE,,,,,RD,
041L,29/05/2012,No,OA,59120095,NEGATIVE,,,,,AT,
041L,29/05/2012,No,TA,59120096,NEGATIVE,,,,,AT,
041L,29/05/2012,No,URINE,59120097,NEGATIVE,,,,,AT,
041L,17/07/2012,No,FAECES,59120518,NEGATIVE,,,,,AT,
041L,17/07/2012,No,OA,59120515,NEGATIVE,,,,,AT,
041L,17/07/2012,No,TA,59120516,NEGATIVE,,,,,AT,
041L,17/07/2012,No,URINE,59120517,NEGATIVE,,,,,AT,
041L,18/09/2012,No,FAECES,59120753,NEGATIVE,,,,,JJ,
041L,18/09/2012,No,OA,59120751,NEGATIVE,,,,,JJ,
041L,18/09/2012,No,TA,59120752,NEGATIVE,,,,,JJ,
041L,21/05/2013,No,FAECES,59130042,NEGATIVE,,,,,JJ,
041L,21/05/2013,No,OA,59130040,NEGATIVE,,,,,JJ,
041L,21/05/2013,No,TA,59130041,NEGATIVE,,,,,JJ,
041L,16/07/2013,No,FAECES,59130255,NEGATIVE,,,,,JJ,
041L,16/07/2013,No,OA,59130253,NEGATIVE,,,,,JJ,
041L,16/07/2013,No,TA,59130254,NEGATIVE,,,,,JJ,
041L,24/09/2013,No,FAECES,59130653,NEGATIVE,,,,,RD,
041L,24/09/2013,No,OA,59130650,NEGATIVE,,,,,RD,
041L,24/09/2013,No,TA,59130651,NEGATIVE,,,,,RD,
041L,24/09/2013,No,URINE,59130652,NEGATIVE,,,,,RD,
041L,23/09/2014,No,FAECES,59140607,NEGATIVE,,,,,SC,
041L,23/09/2014,No,NECK,59140608,NEGATIVE,,,,,SC,
041L,23/09/2014,No,OA,59140605,NEGATIVE,,,,,SC,
041L,23/09/2014,No,TA,59140606,NEGATIVE,,,,,SC,
041L,14/06/2017,No,HEAD,59170028,NEGATIVE,,,,,AR,
041L,14/06/2017,No,OA,59170025,NEGATIVE,,,,,AR,
041L,14/06/2017,No,TA,59170026,NEGATIVE,,,,,AR,
041L,14/06/2017,No,URINE,59170027,NEGATIVE,,,,,AR,
041M,21/08/2018,No,FAECES,59180296,NEGATIVE,,,,,PS,
041M,21/08/2018,No,OA,59180293,NEGATIVE,,,,,PS,
041M,21/08/2018,No,TA,59180294,NEGATIVE,,,,,PS,
041M,21/08/2018,No,URINE,59180295,NEGATIVE,,,,,PS,
041M,17/10/2018,No,OA,59180647,NEGATIVE,,,,,RD,
041M,17/10/2018,No,TA,59180648,NEGATIVE,,,,,RD,
041M,17/10/2018,No,URINE,59180649,NEGATIVE,,,,,RD,
041M,13/08/2019,No,FAECES,4610284719,NEGATIVE,,,,,RD,
041M,13/08/2019,No,OA,1610284819,NEGATIVE,,,,,RD,
041M,13/08/2019,No,TA,2610284819,NEGATIVE,,,,,RD,
041M,13/08/2019,No,URINE,3610284719,NEGATIVE,,,,,RD,
041N,13/10/2009,No,FAECES,59090667,NEGATIVE,,,,,CH,
041N,13/10/2009,No,OA,59090664,NEGATIVE,,,,,CH,
041N,13/10/2009,No,TA,59090665,NEGATIVE,,,,,CH,
041N,13/10/2009,No,URINE,59090666,NEGATIVE,,,,,CH,
041N,17/11/2009,No,FAECES,59090952,NEGATIVE,,,,,AT,
041N,17/11/2009,No,OA,59090949,NEGATIVE,,,,,AT,
041N,17/11/2009,No,TA,59090950,NEGATIVE,,,,,AT,
041N,17/11/2009,No,URINE,59090951,NEGATIVE,,,,,AT,
041N,26/01/2010,No,FAECES,59101169,NEGATIVE,,,,,AT,
041N,26/01/2010,No,OA,59101166,NEGATIVE,,,,,AT,
041N,26/01/2010,No,TA,59101167,NEGATIVE,,,,,AT,
041N,26/01/2010,No,URINE,59101168,NEGATIVE,,,,,AT,
041N,15/06/2010,No,FAECES,59100426,NEGATIVE,,,,,RD,
041N,15/06/2010,No,OA,59100423,NEGATIVE,,,,,RD,
041N,15/06/2010,No,TA,59100424,NEGATIVE,,,,,RD,
041N,15/06/2010,No,URINE,59100425,NEGATIVE,,,,,RD,
041N,05/10/2010,No,FAECES,59100805,NEGATIVE,,,,,AT,
041N,05/10/2010,No,OA,59100802,NEGATIVE,,,,,AT,
041N,05/10/2010,No,TA,59100803,NEGATIVE,,,,,AT,
041N,05/10/2010,No,URINE,59100804,NEGATIVE,,,,,AT,
041N,30/11/2010,No,OA,59100957,NEGATIVE,,,,,KP,
041N,30/11/2010,No,TA,59100958,NEGATIVE,,,,,KP,
041N,30/11/2010,No,URINE,59100959,NEGATIVE,,,,,KP,
041P,23/07/2008,No,OA,59080646,NEGATIVE,,,,,GW,
041P,23/07/2008,No,TA,59080647,NEGATIVE,,,,,GW,
041P,23/07/2008,No,URINE,59080648,NEGATIVE,,,,,GW,
041P,22/10/2008,No,OA,59081103,NEGATIVE,,,,,RD,
041P,22/10/2008,No,TA,59081104,NEGATIVE,,,,,RD,
041P,22/10/2008,No,URINE,59081105,NEGATIVE,,,,,RD,
041P,10/12/2008,No,OA,59081351,NEGATIVE,,,,,SC,
041P,10/12/2008,No,TA,59081352,NEGATIVE,,,,,SC,
041P,10/12/2008,No,URINE,59081353,NEGATIVE,,,,,SC,
041R,08/06/2004,No,FAECES,59040346,NEGATIVE,,,,,SB,
041R,08/06/2004,No,OA,59040344,NEGATIVE,,,,,SB,
041R,08/06/2004,No,URINE,59040345,NEGATIVE,,,,,SB,
041R,08/06/2005,No,OA,59050350,NEGATIVE,,,,,PC,
041R,08/06/2005,No,URINE,59050351,NEGATIVE,,,,,PC,
041R,27/09/2005,No,OA,59051021,NEGATIVE,,,,,GW,
041R,27/09/2005,No,URINE,59051022,NEGATIVE,,,,,GW,
041V,15/07/2015,No,OA,59150406,NEGATIVE,,,,,RD,
041V,15/07/2015,No,TA,59150407,NEGATIVE,,,,,RD,
041V,15/07/2015,No,URINE,59150408,NEGATIVE,,,,,RD,
041V,13/10/2015,No,FAECES,59150617,NEGATIVE,,,,,FS,
041V,13/10/2015,No,OA,59150614,NEGATIVE,,,,,FS,
041V,13/10/2015,No,TA,59150615,NEGATIVE,,,,,FS,
041V,13/10/2015,No,URINE,59150616,NEGATIVE,,,,,FS,
041V,04/05/2016,No,OA,59160047,NEGATIVE,,,,,AR,
041V,04/05/2016,No,RUMP,59160049,NEGATIVE,,,,,AR,
041V,04/05/2016,No,TA,59160048,NEGATIVE,,,,,AR,
041W,07/06/2005,No,FAECES,59050372,NEGATIVE,,,,,RD,
041W,07/06/2005,No,OA,59050370,NEGATIVE,,,,,RD,
041W,07/06/2005,No,URINE,59050371,NEGATIVE,,,,,RD,
041W,02/08/2005,No,FAECES,59050728,NEGATIVE,,,,,CH,
041W,02/08/2005,No,OA,59050726,NEGATIVE,,,,,CH,
041W,02/08/2005,No,URINE,59050727,NEGATIVE,,,,,CH,
041W,27/09/2005,No,FAECES,59051032,NEGATIVE,,,,,SB,
041W,27/09/2005,No,OA,59051031,NEGATIVE,,,,,SB,
041W,27/09/2005,No,OTHER,59051033,NEGATIVE,,,,,SB,
041W,11/01/2006,No,OA,59061191,NEGATIVE,,,,,SC,
041W,11/01/2006,No,URINE,59061192,NEGATIVE,,,,,SC,
041W,01/08/2006,No,FAECES,59060517,NEGATIVE,,,,,CH,
041W,01/08/2006,No,TA,59060515,NEGATIVE,,,,,CH,
041W,01/08/2006,No,URINE,59060516,NEGATIVE,,,,,CH,
041W,22/05/2007,No,FAECES,59070204,NEGATIVE,,,,,CH,
041W,22/05/2007,No,TA,59070202,NEGATIVE,,,,,CH,
041W,22/05/2007,No,URINE,59070203,NEGATIVE,,,,,CH,
041W,22/08/2007,No,FAECES,59070532,NEGATIVE,,,,,GW,
041W,22/08/2007,No,OA,59070529,NEGATIVE,,,,,GW,
041W,22/08/2007,No,TA,59070530,NEGATIVE,,,,,GW,
041W,22/08/2007,No,URINE,59070531,NEGATIVE,,,,,GW,
041W,09/10/2007,No,FAECES,59070825,NEGATIVE,,,,,SC,
041W,09/10/2007,No,OA,59070822,NEGATIVE,,,,,SC,
041W,09/10/2007,No,TA,59070823,NEGATIVE,,,,,SC,
041W,09/10/2007,No,URINE,59070824,NEGATIVE,,,,,SC,
041W,20/05/2008,No,OA,59080337,NEGATIVE,,,,,CH,
041W,20/05/2008,No,TA,59080338,NEGATIVE,,,,,CH,
041W,20/05/2008,No,URINE,59080339,NEGATIVE,,,,,CH,
041W,22/10/2008,Yes,LYMPH NODE,,,VL,,,,,
041W,22/10/2008,Yes,OTHER,59081153,NEGATIVE,,,,,,
041W,22/10/2008,Yes,POOLED,59081152,NEGATIVE,,,,,,
041Y,06/06/2007,No,TA,59070401,NEGATIVE,,,,,CH,
041Y,06/06/2007,No,URINE,59070402,NEGATIVE,,,,,CH,
041Y,06/11/2007,No,BODY,59071122,NEGATIVE,,,,,AT,
041Y,06/11/2007,No,OA,59071119,NEGATIVE,,,,,AT,
041Y,06/11/2007,No,TA,59071120,NEGATIVE,,,,,AT,
041Y,06/11/2007,No,URINE,59071121,NEGATIVE,,,,,AT,
041Y,08/01/2008,No,FAECES,59080061,NEGATIVE,,,,,PS,
041Y,08/01/2008,No,OA,59080058,NEGATIVE,,,,,RD,
041Y,08/01/2008,No,TA,59080059,NEGATIVE,,,,,RD,
041Y,08/01/2008,No,URINE,59080060,NEGATIVE,,,,,RD,
041Y,03/06/2008,No,FAECES,59080499,NEGATIVE,,,,,GW,
041Y,03/06/2008,No,OA,59080496,NEGATIVE,,,,,GW,
041Y,03/06/2008,No,TA,59080497,NEGATIVE,,,,,GW,
041Y,03/06/2008,No,URINE,59080498,NEGATIVE,,,,,GW,
041Y,19/08/2008,No,FAECES,59081005,NEGATIVE,,,,,CH,
041Y,19/08/2008,No,OA,59081002,NEGATIVE,,,,,CH,
041Y,19/08/2008,No,TA,59081003,NEGATIVE,,,,,CH,
041Y,19/08/2008,No,URINE,59081004,NEGATIVE,,,,,CH,
041Y,15/06/2010,No,FAECES,59100520,NEGATIVE,,,,,GW,
041Y,15/06/2010,No,OA,59100517,NEGATIVE,,,,,GW,
041Y,15/06/2010,No,TA,59100518,NEGATIVE,,,,,GW,
041Y,15/06/2010,No,URINE,59100519,NEGATIVE,,,,,GW,
041Z,10/09/2019,No,FAECES,4610323719,NEGATIVE,,,,,RD,
041Z,10/09/2019,No,OA,1610323719,NEGATIVE,,,,,RD,
041Z,10/09/2019,No,TA,2610323719,NEGATIVE,,,,,RD,
041Z,10/09/2019,No,URINE,3610323719,NEGATIVE,,,,,RD,
042A,09/09/2014,No,FAECES,59140527,NEGATIVE,,,,,FS,
042A,09/09/2014,No,OA,59140524,NEGATIVE,,,,,FS,
042A,09/09/2014,No,TA,59140525,NEGATIVE,,,,,FS,
042A,09/09/2014,No,URINE,59140526,NEGATIVE,,,,,FS,
042A,04/11/2014,No,FAECES,59140697,NEGATIVE,,,,,SC,
042A,04/11/2014,No,OA,59140695,NEGATIVE,,,,,SC,
042A,04/11/2014,No,TA,59140696,NEGATIVE,,,,,SC,
042A,27/01/2015,No,FAECES,59150850,NEGATIVE,,,,,GW,
042A,27/01/2015,No,OA,59150847,NEGATIVE,,,,,GW,
042A,27/01/2015,No,TA,59150848,NEGATIVE,,,,,GW,
042A,27/01/2015,No,URINE,59150849,NEGATIVE,,,,,GW,
042A,23/06/2015,No,OA,59150212,NEGATIVE,,,,,FS,
042A,23/06/2015,No,TA,59150213,NEGATIVE,,,,,FS,
042A,08/09/2015,No,FAECES,59150496,NEGATIVE,,,,,JJ,
042A,08/09/2015,No,OA,59150493,NEGATIVE,,,,,JJ,
042A,08/09/2015,No,TA,59150494,NEGATIVE,,,,,JJ,
042A,08/09/2015,No,URINE,59150495,NEGATIVE,,,,,JJ,
042A,09/08/2016,No,FAECES,59160318,NEGATIVE,,,,,FS,
042A,09/08/2016,No,OA,59160316,NEGATIVE,,,,,FS,
042A,09/08/2016,No,TA,59160317,NEGATIVE,,,,,FS,
042A,18/10/2016,No,OA,59160496,NEGATIVE,,,,,FS,
042A,18/10/2016,No,TA,59160497,NEGATIVE,,,,,FS,
042A,18/10/2016,No,URINE,59160498,NEGATIVE,,,,,FS,
042A,24/01/2017,No,OA,59170635,NEGATIVE,,,,,PS,
042A,24/01/2017,No,TA,59170636,NEGATIVE,,,,,PS,
042A,11/07/2017,No,OA,59170140,NEGATIVE,,,,,RB,
042A,11/07/2017,No,TA,59170141,NEGATIVE,,,,,RB,
042A,11/07/2017,No,URINE,59170142,NEGATIVE,,,,,RB,
042A,06/09/2017,No,OA,59170323,NEGATIVE,,,,,FS,
042A,06/09/2017,No,TA,59170324,NEGATIVE,,,,,FS,
042A,26/06/2018,No,FAECES,59180159,NEGATIVE,,,,,TG,
042A,26/06/2018,No,OA,59180157,NEGATIVE,,,,,TG,
042A,26/06/2018,No,TA,59180158,NEGATIVE,,,,,TG,
042A,14/08/2019,No,OA,1610283519,NEGATIVE,,,,,RD,
042A,14/08/2019,No,TA,2610283519,NEGATIVE,,,,,RD,
042A,14/08/2019,No,URINE,3610283519,NEGATIVE,,,,,RD,
042B,18/07/2006,No,FAECES,59060389,NEGATIVE,,,,,SC,
042B,18/07/2006,No,TA,59060388,NEGATIVE,,,,,SC,
042B,24/10/2006,No,FAECES,59060774,NEGATIVE,,,,,GW,
042B,24/10/2006,No,TA,59060772,NEGATIVE,,,,,GW,
042B,24/10/2006,No,URINE,59060773,NEGATIVE,,,,,GW,
042E,13/08/2013,No,FAECES,59130518,NEGATIVE,,,,,JJ,
042E,13/08/2013,No,OA,59130516,NEGATIVE,,,,,JJ,
042E,13/08/2013,No,TA,59130517,NEGATIVE,,,,,JJ,
042E,23/10/2013,No,OA,59130766,NEGATIVE,,,,,TG,
042E,23/10/2013,No,TA,59130767,NEGATIVE,,,,,TG,
042E,24/06/2014,No,FAECES,59140216,NEGATIVE,,,,,SP,
042E,24/06/2014,No,OA,59140214,NEGATIVE,,,,,SP,
042E,24/06/2014,No,TA,59140215,NEGATIVE,,,,,SP,
042E,10/09/2014,No,OA,59140528,NEGATIVE,,,,,FS,
042E,10/09/2014,No,TA,59140529,NEGATIVE,,,,,FS,
042E,27/01/2015,No,OA,59150870,NEGATIVE,,,,,GW,
042E,27/01/2015,No,TA,59150871,NEGATIVE,,,,,GW,
042E,24/06/2015,No,OA,59150261,NEGATIVE,,,,,SC,
042E,24/06/2015,No,TA,59150262,NEGATIVE,,,,,SC,
042G,05/08/2003,No,FAECES,59030767,NEGATIVE,,,,,GW,
042G,05/08/2003,No,OA,59030764,NEGATIVE,,,,,GW,
042G,05/08/2003,No,URINE,59030765,NEGATIVE,,,,,GW,
042G,28/10/2003,No,FAECES,59031426,NEGATIVE,,,,,PS,
042G,28/10/2003,No,OA,59031424,NEGATIVE,,,,,PS,
042G,28/10/2003,No,URINE,59031425,NEGATIVE,,,,,PS,
042G,13/01/2004,No,FAECES,59040011,NEGATIVE,,,,,BT,
042G,13/01/2004,No,OA,59040010,NEGATIVE,,,,,BT,
042G,26/05/2004,No,NECK,59040198,NEGATIVE,,,,,SB,
042G,26/05/2004,No,OA,59040197,NEGATIVE,,,,,SB,
042G,08/05/2007,No,FAECES,59070072,NEGATIVE,,,,,GW,
042G,08/05/2007,No,OA,59070069,NEGATIVE,,,,,GW,
042G,08/05/2007,No,TA,59070070,NEGATIVE,,,,,GW,
042G,08/05/2007,No,URINE,59070071,NEGATIVE,,,,,GW,
042G,23/10/2007,No,FAECES,59070906,NEGATIVE,,,,,GW,
042G,23/10/2007,No,OA,59070903,NEGATIVE,,,,,GW,
042G,23/10/2007,No,TA,59070904,NEGATIVE,,,,,GW,
042G,23/10/2007,No,URINE,59070905,NEGATIVE,,,,,GW,
042G,22/07/2008,No,OA,59080556,NEGATIVE,,,,,GW,
042G,22/07/2008,No,TA,59080557,NEGATIVE,,,,,GW,
042G,22/07/2008,No,URINE,59080558,NEGATIVE,,,,,GW,
042G,03/06/2009,No,OA,59090261,NEGATIVE,,,,,RD,
042G,03/06/2009,No,TA,59090262,NEGATIVE,,,,,RD,
042G,03/06/2009,No,URINE,59090263,NEGATIVE,,,,,RD,
042G,03/11/2010,No,OA,59100856,NEGATIVE,,,,,CH,
042G,03/11/2010,No,TA,59100857,NEGATIVE,,,,,CH,
042G,03/11/2010,No,URINE,59100858,NEGATIVE,,,,,CH,
042G,04/05/2011,No,OA,59110020,NEGATIVE,,,,,CH,
042G,04/05/2011,No,TA,59110021,NEGATIVE,,,,,CH,
042G,04/05/2011,No,URINE,59110022,NEGATIVE,,,,,CH,
042K,17/07/2012,No,OA,59120448,NEGATIVE,,,,,CH,
042K,17/07/2012,No,TA,59120449,NEGATIVE,,,,,CH,
042K,17/07/2012,No,URINE,59120450,NEGATIVE,,,,,CH,
042M,21/08/2018,No,FAECES,59180299,NEGATIVE,,,,,TG,
042M,21/08/2018,No,OA,59180297,NEGATIVE,,,,,TG,
042M,21/08/2018,No,TA,59180298,NEGATIVE,,,,,TG,
042M,26/09/2018,No,OA,59180612,NEGATIVE,,,,,RS,
042M,26/09/2018,No,TA,59180613,NEGATIVE,,,,,RS,
042M,26/09/2018,No,URINE,59180614,NEGATIVE,,,,,IV,
042M,13/08/2019,No,OA,1610284919,NEGATIVE,,,,,IV,
042M,13/08/2019,No,TA,2610284919,NEGATIVE,,,,,IV,
042M,13/08/2019,No,URINE,3610284919,NEGATIVE,,,,,IV,
042N,14/10/2009,No,OA,59090668,NEGATIVE,,,,,GW,
042N,14/10/2009,No,TA,59090669,NEGATIVE,,,,,GW,
042N,14/10/2009,No,URINE,59090670,NEGATIVE,,,,,GW,
042P,23/07/2008,No,OA,59080649,NEGATIVE,,,,,GW,
042P,23/07/2008,No,TA,59080650,NEGATIVE,,,,,GW,
042P,23/07/2008,No,URINE,59080651,NEGATIVE,,,,,GW,
042P,22/10/2008,No,OA,59081106,NEGATIVE,,,,,RD,
042P,22/10/2008,No,TA,59081107,NEGATIVE,,,,,RD,
042P,22/10/2008,No,URINE,59081108,NEGATIVE,,,,,RD,
042P,10/12/2008,No,OA,59081354,NEGATIVE,,,,,SC,
042P,10/12/2008,No,TA,59081355,NEGATIVE,,,,,SC,
042R,09/06/2004,No,FAECES,59040349,NEGATIVE,,,,,CH,
042R,09/06/2004,No,OA,59040347,NEGATIVE,,,,,CH,
042R,09/06/2004,No,URINE,59040348,NEGATIVE,,,,,CH,
042R,21/09/2004,No,OA,59040869,NEGATIVE,,,,,CH,
042R,21/09/2004,No,URINE,59040870,NEGATIVE,,,,,CH,
042R,09/11/2004,No,FAECES,59041016,NEGATIVE,,,,,SB,
042R,09/11/2004,No,OA,59041014,NEGATIVE,,,,,SB,
042R,09/11/2004,No,URINE,59041015,NEGATIVE,,,,,SB,
042R,07/06/2005,No,FAECES,59050353,NEGATIVE,,,,,RD,
042R,07/06/2005,No,OA,59050352,NEGATIVE,,,,,RD,
042R,02/08/2005,No,FAECES,59050713,NEGATIVE,,,,,GW,
042R,02/08/2005,No,OA,59050711,NEGATIVE,,,,,GW,
042R,02/08/2005,No,URINE,59050712,NEGATIVE,,,,,GW,
042R,16/05/2006,No,FAECES,59060098,NEGATIVE,,,,,CH,
042R,16/05/2006,No,TA,59060096,NEGATIVE,,,,,CH,
042R,16/05/2006,No,URINE,59060097,NEGATIVE,,,,,CH,
042R,22/05/2007,No,FAECES,59070182,NEGATIVE,,,,,CH,
042R,22/05/2007,No,OA,59070179,NEGATIVE,,,,,CH,
042R,22/05/2007,No,TA,59070180,NEGATIVE,,,,,CH,
042R,22/05/2007,No,URINE,59070181,NEGATIVE,,,,,CH,
042R,05/08/2008,No,FAECES,59080832,NEGATIVE,,,,,GW,
042R,05/08/2008,No,OA,59080830,NEGATIVE,,,,,GW,
042R,05/08/2008,No,TA,59080831,NEGATIVE,,,,,GW,
042V,25/08/2015,No,FAECES,59150455,NEGATIVE,,,,,SB,
042V,25/08/2015,No,OA,59150452,NEGATIVE,,,,,FS,
042V,25/08/2015,No,TA,59150453,NEGATIVE,,,,,FS,
042V,25/08/2015,No,URINE,59150454,NEGATIVE,,,,,FS,
042V,26/07/2016,No,FAECES,59160301,NEGATIVE,,,,,SC,
042V,26/07/2016,No,OA,59160298,NEGATIVE,,,,,SC,
042V,26/07/2016,No,TA,59160299,NEGATIVE,,,,,SC,
042V,26/07/2016,No,URINE,59160300,NEGATIVE,,,,,SC,
042V,27/06/2017,No,OA,59170132,NEGATIVE,,,,,RD,
042V,27/06/2017,No,TA,59170133,NEGATIVE,,,,,RD,
042V,27/06/2017,No,URINE,59170134,NEGATIVE,,,,,RD,
042V,05/06/2018,No,FAECES,59180088,NEGATIVE,,,,,FS,
042V,05/06/2018,No,OA,59180085,NEGATIVE,,,,,FS,
042V,05/06/2018,No,TA,59180086,NEGATIVE,,,,,FS,
042V,05/06/2018,No,URINE,59180087,NEGATIVE,,,,,FS,
042V,20/11/2019,No,OA,1610441919,NEGATIVE,,,,,RC,
042V,20/11/2019,No,TA,2610441919,NEGATIVE,,,,,RC,
042V,20/11/2019,No,URINE,3610441919,NEGATIVE,,,,,RC,
042W,07/06/2005,No,FAECES,59050375,NEGATIVE,,,,,SB,
042W,07/06/2005,No,OA,59050373,NEGATIVE,,,,,SB,
042W,07/06/2005,No,URINE,59050374,NEGATIVE,,,,,SB,
042W,02/08/2005,No,FAECES,59050731,NEGATIVE,,,,,CH,
042W,02/08/2005,No,OA,59050729,NEGATIVE,,,,,CH,
042W,02/08/2005,No,URINE,59050730,NEGATIVE,,,,,CH,
042W,27/09/2005,No,OA,59051034,NEGATIVE,,,,,GW,
042W,27/09/2005,No,URINE,59051035,NEGATIVE,,,,,GW,
042W,10/01/2006,No,OA,59061193,NEGATIVE,,,,,SB,
042W,10/01/2006,No,URINE,59061194,NEGATIVE,,,,,SB,
042W,16/05/2006,No,FAECES,59060113,NEGATIVE,,,,,CH,
042W,16/05/2006,No,TA,59060111,NEGATIVE,,,,,CH,
042W,16/05/2006,No,URINE,59060112,NEGATIVE,,,,,CH,
042W,22/05/2007,No,FAECES,59070207,NEGATIVE,,,,,CH,
042W,22/05/2007,No,TA,59070205,NEGATIVE,,,,,CH,
042W,22/05/2007,No,URINE,59070206,NEGATIVE,,,,,CH,
042Y,06/06/2007,No,TA,59070403,NEGATIVE,,,,,RD,
042Y,06/06/2007,No,URINE,59070404,NEGATIVE,,,,,RD,
042Y,06/11/2007,No,FAECES,59071126,NEGATIVE,,,,,GW,
042Y,06/11/2007,No,OA,59071123,NEGATIVE,,,,,GW,
042Y,06/11/2007,No,TA,59071124,NEGATIVE,,,,,GW,
042Y,06/11/2007,No,URINE,59071125,NEGATIVE,,,,,GW,
042Z,10/09/2019,No,FAECES,4610323819,NEGATIVE,,,,,RD,
042Z,10/09/2019,No,OA,1610323819,NEGATIVE,,,,,RD,
042Z,10/09/2019,No,TA,2610323819,NEGATIVE,,,,,RD,
042Z,10/09/2019,No,URINE,3610323819,NEGATIVE,,,,,RD,
043A,09/09/2014,No,FAECES,59140533,NEGATIVE,,,,,SC,
043A,09/09/2014,No,OA,59140530,NEGATIVE,,,,,SC,
043A,09/09/2014,No,TA,59140531,NEGATIVE,,,,,SC,
043A,09/09/2014,No,URINE,59140532,NEGATIVE,,,,,SC,
043A,05/11/2014,No,OA,59140698,NEGATIVE,,,,,JM,
043A,05/11/2014,No,TA,59140699,NEGATIVE,,,,,JM,
043A,05/11/2014,No,URINE,59140700,NEGATIVE,,,,,JM,
043A,27/01/2015,No,FAECES,59150853,NEGATIVE,,,,,FS,
043A,27/01/2015,No,OA,59150851,NEGATIVE,,,,,FS,
043A,27/01/2015,No,TA,59150852,NEGATIVE,,,,,FS,
043A,23/06/2015,No,FAECES,59150217,NEGATIVE,,,,,SC,
043A,23/06/2015,No,OA,59150214,NEGATIVE,,,,,SC,
043A,23/06/2015,No,TA,59150215,NEGATIVE,,,,,SC,
043A,23/06/2015,No,URINE,59150216,NEGATIVE,,,,,SC,
043A,09/09/2015,No,OA,59150497,NEGATIVE,,,,,TG,
043A,09/09/2015,No,TA,59150498,NEGATIVE,,,,,TG,
043A,09/09/2015,No,URINE,59150499,NEGATIVE,,,,,TG,
043A,26/01/2016,No,FAECES,59160754,NEGATIVE,,,,,JJ,
043A,26/01/2016,No,OA,59160751,NEGATIVE,,,,,JJ,
043A,26/01/2016,No,TA,59160752,NEGATIVE,,,,,JJ,
043A,26/01/2016,No,URINE,59160753,NEGATIVE,,,,,JJ,
043A,28/06/2016,No,FAECES,59160135,NEGATIVE,,,,,RD,
043A,28/06/2016,No,OA,59160132,NEGATIVE,,,,,RD,
043A,28/06/2016,No,TA,59160133,NEGATIVE,,,,,RD,
043A,28/06/2016,No,URINE,59160134,NEGATIVE,,,,,RD,
043A,10/08/2016,No,OA,59160319,NEGATIVE,,,,,SB,
043A,10/08/2016,No,TA,59160320,NEGATIVE,,,,,SB,
043A,10/08/2016,No,URINE,59160321,NEGATIVE,,,,,SB,
043A,24/01/2017,No,HEAD,59170639,NEGATIVE,,,,,TG,
043A,24/01/2017,No,OA,59170637,NEGATIVE,,,,,TG,
043A,24/01/2017,No,TA,59170638,NEGATIVE,,,,,TG,
043A,26/06/2018,No,FAECES,59180162,NEGATIVE,,,,,FS,
043A,26/06/2018,No,OA,59180160,NEGATIVE,,,,,FS,
043A,26/06/2018,No,TA,59180161,NEGATIVE,,,,,FS,
043A,21/08/2018,No,OA,59180392,NEGATIVE,,,,,RD,
043A,21/08/2018,No,TA,59180393,NEGATIVE,,,,,RD,
043A,21/08/2018,No,URINE,59180394,NEGATIVE,,,,,RD,
043A,20/08/2019,No,FAECES,4610290619,NEGATIVE,,,,,IV,
043A,20/08/2019,No,OA,1610290619,NEGATIVE,,,,,IV,
043A,20/08/2019,No,TA,2610290619,NEGATIVE,,,,,IV,
043A,20/08/2019,No,URINE,3610290619,NEGATIVE,,,,,IV,
043B,18/07/2006,No,FAECES,59060392,NEGATIVE,,,,,KP,
043B,18/07/2006,No,TA,59060390,NEGATIVE,,,,,KP,
043B,18/07/2006,No,URINE,59060391,NEGATIVE,,,,,KP,
043B,24/10/2006,No,FAECES,59060777,NEGATIVE,,,,,CH,
043B,24/10/2006,No,TA,59060775,NEGATIVE,,,,,CH,
043B,24/10/2006,No,URINE,59060776,NEGATIVE,,,,,CH,
043B,12/12/2006,No,FAECES,59061004,NEGATIVE,,,,,GW,
043B,12/12/2006,No,OA,59061001,NEGATIVE,,,,,GW,
