tattoo,date,year,quarter,Diagnostic model: fixed prevalence,Diagnostic model: annual prevalence,Diagnostic model: adjusted annual,All tests (fixed),All tests (inferred),Culture only (fixed)
027Y,2008-08-19,2008,3,0.999454863361319,0.999454863361319,0.999591846847381,0.9999984445682484,0.9999936461120481,0.5412951073636864
027Y,2009-05-06,2009,2,0.999993282963808,0.999993282963808,0.999994761027905,0.9999999990825399,0.9999999910990494,0.8795739361296794
027Y,2009-10-13,2009,4,0.99999999925476,0.99999999925476,0.999999999403991,0.9999999999995273,1,0.9596693204857617
027Z,2019-08-13,2019,3,0.0141634159465505,0.0141634159465505,0.0154425535328556,0.2508287936751887,0.019379450574124157,0.02709885500421651
028A,2014-06-25,2014,2,0.0141634159465505,0.0141634159465505,0.0261096707720885,3.2610243285202274e-5,2.4195986211692175e-4,0.19883278260971118
028A,2015-09-08,2015,3,0.00127635802867213,0.0185195260907294,0.0282432226213345,6.869336751775885e-5,3.995928536611268e-4,0.2811151250620603
028A,2016-08-09,2016,3,1.1366896882252e-4,0.0185195260907294,0.0238781584291377,6.214528003856728e-4,0.0023049151592966343,0.3440992394201045
028A,2018-06-26,2018,2,7.69957801365543e-6,0.0141634159465505,0.0164743973261407,0.014101154506426763,0.021053741257057588,0.44242514308703296
028B,2006-05-23,2006,2,0.107280137099415,0.107280137099415,0.0661325505975349,0.05376173601354441,0.017462244522367398,0.06037048157198385
028C,2016-10-18,2016,4,0.0185195260907294,0.0185195260907294,0.0238781584291377,6.48425538255567e-4,0.0014615949822634415,0.08343681524291957
028C,2017-07-11,2017,3,0.0141634159465505,0.0141634159465505,0.0158311408130836,0.007350157462111139,0.010649557098609652,0.1529197209580121
028E,2013-07-16,2013,3,0.217562605061461,0.217562605061461,0.354307498732031,0.9996888479129867,0.9999999999409567,0.9733162591723281
028E,2013-09-24,2013,3,0.99960115189189,0.99960115189189,0.999797850329535,0.9996888479129867,0.9999999999409567,0.9733162591723281
028F,2010-10-06,2010,4,0.0208347673680595,0.0208347673680595,0.0289186368305145,9.167075939757924e-8,2.8522148392363432e-8,0.06150035706292992
028F,2010-11-30,2010,4,0.00212988061239034,0.0208347673680595,0.0289186368305145,9.167075939757924e-8,2.8522148392363432e-8,0.06150035706292992
028F,2011-01-25,2011,1,2.1406064904636e-4,0.0208347673680595,0.0288029520467682,4.1478470188226636e-7,2.9495116019773074e-7,0.10371957339767371
028F,2011-05-24,2011,2,2.14767744851815e-5,0.0208347673680595,0.0288029520467682,8.536171140600199e-6,8.759659392328742e-6,0.1239027946942364
028F,2011-07-19,2011,3,2.15439840869218e-6,0.0208347673680595,0.0288029520467682,4.639630133409754e-5,7.243922680711026e-5,0.1320367001198247
028F,2011-10-04,2011,4,2.16110283187976e-7,0.0208347673680595,0.0288029520467682,1.625284503118715e-4,5.465866331487355e-4,0.14270104129195885
028F,2012-01-24,2012,1,2.16782433864919e-8,0.0208347673680595,0.0351930026149125,0.005299969029743143,0.011820157164706807,0.2040226872036205
028F,2012-06-26,2012,2,2.84167650619969e-8,0.217562605061461,0.322800644941756,0.08583732387838444,0.16956251046851392,0.23324709487326661
028F,2012-08-15,2012,3,3.72499063000868e-8,0.26712525949486,0.384554561294284,0.11445143899001287,0.21540081388633733,0.24501090914742527
028F,2013-01-16,2013,1,3.7365755717002605e-9,0.26712525949486,0.384554561294284,0.14863907675159085,0.2537033077686145,0.34025688624635186
028F,2013-08-13,2013,3,4.8980624885752505e-9,0.323313212203361,0.468014139724644,0.7770572140989306,0.827105986731106,0.39189538336256324
028F,2014-01-28,2014,1,3.97727601995101e-7,0.974872432218656,0.986231248679678,0.9965548180120762,0.9963307691640212,0.4907361259914473
028F,2014-06-25,2014,2,9.50524649490525e-7,0.989329962789047,0.994202540732985,0.9998956151548455,0.9996347188203767,0.52920590845423
028F,2014-09-09,2014,3,1.4069919364235e-4,0.99992715425103,0.999960662787535,0.9999996197101713,0.99998773095043,0.5446786748487527
028F,2015-09-08,2015,3,0.0124345146753491,0.99999918581091,0.999999550483408,0.9999999997547729,0.9999999031001727,0.6894338735777328
028F,2016-01-26,2016,1,0.0648792420601969,0.999999852242194,0.99999991555434,0.9999999998629869,0.9999999412100613,0.7733471650388937
028F,2018-01-30,2018,1,0.999123666777441,0.999999999991008,0.999999999994667,0.9999999999999567,1,0.9899005274299926
028G,2003-06-03,2003,2,0.107280137099415,0.107280137099415,0.0886866371126443,0.23766232367776727,0.011027617205191376,0.6329336697044254
028G,2003-09-02,2003,3,0.107280137099415,0.107280137099415,0.0886866371126443,0.2978064901330067,0.025216443714427057,0.6625132964381238
028G,2003-11-25,2003,4,0.107280137099415,0.107280137099415,0.0886866371126443,0.3305000252396727,0.06408094463452028,0.7012201075883541
028G,2004-07-07,2004,3,0.930260701583751,0.930260701583751,0.899249706189493,0.9975419546377543,0.9999999992511617,0.9994264158580747
028G,2004-10-06,2004,4,0.998809272280164,0.998809272280164,0.998221516080888,0.9982761475855005,0.9999999999999998,0.9997726900964596
028K,2012-06-26,2012,2,0.0208347673680595,0.0208347673680595,0.0351930026149125,0.002617527750319165,0.0016722159175959108,0.2714610958758673
028K,2012-08-15,2012,3,0.0208347673680595,0.0208347673680595,0.0351930026149125,0.005868718027134108,0.004807854446682803,0.2852145314293202
028K,2013-01-15,2013,1,0.0208347673680595,0.0208347673680595,0.0402984922629038,0.056630065488214455,0.07239827659532522,0.39656952031530573
028K,2013-06-19,2013,2,0.217562605061461,0.217562605061461,0.354307498732031,0.693632027109199,0.6904905331898641,0.44089124384317124
028K,2013-10-23,2013,4,0.957588588247148,0.957588588247148,0.978049488335339,0.9888513250546143,0.9830179134477237,0.47968636644478563
028K,2014-11-04,2014,4,0.999700921675758,0.999700921675758,0.99984559483991,0.9999886425631382,0.9998173620034873,0.6651458083680221
028K,2016-01-26,2016,1,0.999945710463515,0.999945710463515,0.999969232804655,0.9999985357497504,0.9999645929476686,0.8759205087250439
028K,2017-01-24,2017,1,0.99999991123504,0.99999991123504,0.999999945355994,0.9999999697059283,0.9999999999998096,0.9894975967247793
028L,2011-07-19,2011,3,0.0208347673680595,0.0208347673680595,0.0288029520467682,0.0012543292761751658,0.0010400638708895692,0.15141720487771868
028L,2015-09-08,2015,3,0.0185195260907294,0.0185195260907294,0.0282432226213345,0.028257842429415137,0.03323026916069651,0.5014403750257057
028M,2018-06-26,2018,2,0.0141634159465505,0.0141634159465505,0.0164743973261407,4.917344299709081e-4,3.574325263326478e-5,0.027580427838044562
028M,2018-08-21,2018,3,0.0141634159465505,0.0141634159465505,0.0164743973261407,0.001566189820722828,1.2717128350976794e-4,0.0323232451914924
028M,2018-10-16,2018,4,0.0141634159465505,0.0141634159465505,0.0164743973261407,0.0017241057801156787,2.1423821666846445e-4,0.038572298201872926
028M,2019-08-13,2019,3,0.0141634159465505,0.0141634159465505,0.0154425535328556,0.03293250747416924,0.0031627980950997042,0.08533892289501455
028M,2020-09-01,2020,3,0.0141634159465505,0.0141634159465505,0.0131486788085586,0.046334095977327794,0.007536901882216416,0.13638466143410377
028M,2021-05-26,2021,2,0.336406364798358,0.336406364798358,0.35546787761483,0.1834735001786234,0.030356824076874848,0.18245984598173537
028N,2009-10-13,2009,4,0.0208347673680595,0.0208347673680595,0.0234124165068221,0.00829825338941915,1.6787224550472956e-4,0.03778765844264334
028N,2009-11-17,2009,4,0.0208347673680595,0.0208347673680595,0.0234124165068221,0.00829825338941915,1.6787224550472956e-4,0.03778765844264334
028N,2010-01-26,2010,1,0.116778265170915,0.116778265170915,0.648473008682998,0.04997536064800873,0.0018401528343582807,0.07382556231949794
028N,2010-06-15,2010,2,0.0130893677672112,0.0208347673680595,0.0289186368305145,0.05146227276902359,0.0019977867724876855,0.0911341810877134
028N,2010-10-05,2010,4,0.00132865431544392,0.0208347673680595,0.0289186368305145,0.052730661234024576,0.002222006845063507,0.10639256123062082
028N,2011-05-24,2011,2,1.3343815517068e-4,0.0208347673680595,0.0288029520467682,0.09868699296492989,0.012318124099846615,0.17944206704862473
028N,2011-07-19,2011,3,8.2858598848503e-4,0.568609593670189,0.647531545748927,0.23006386298154247,0.05371064345130614,0.18830423458824155
028P,2008-07-22,2008,3,0.0208347673680595,0.0208347673680595,0.0323551419465975,0.0053423138960479585,0.0023177364391428696,0.0381534344221077
028P,2008-10-21,2008,4,0.0208347673680595,0.0208347673680595,0.0323551419465975,0.009196338879824519,0.01093774156985923,0.04567018454583532
028P,2008-12-09,2008,4,0.00212988061239034,0.0208347673680595,0.0323551419465975,0.009196338879824519,0.01093774156985923,0.04567018454583532
028R,2004-05-26,2004,2,0.107280137099415,0.107280137099415,0.0744255990744436,0.07299758270906305,0.0137755354860583,0.18202911571833785
028S,2021-08-24,2021,3,0.336406364798358,0.336406364798358,0.35546787761483,3.4709552250134005e-8,7.110574972971488e-8,0.010304262722347
028S,2021-11-09,2021,4,0.033195531009152,0.0141634159465505,0.0153893895396351,3.55165958706963e-8,1.0664959177747635e-7,0.014285989684646712
028S,2022-06-28,2022,2,0.00232012381565603,0.0141634159465505,0.0148278636963324,1.4676919299984695e-7,1.2192891973506678e-6,0.044392980958370604
028S,2022-09-07,2022,3,1.5748185785377e-4,0.0141634159465505,0.0148278636963324,6.205401473297576e-7,4.284865358254459e-6,0.048111035704346154
028S,2022-10-18,2022,4,1.06677609291345e-5,0.0141634159465505,0.0148278636963324,2.7620006810054873e-6,1.9323167209892103e-5,0.053022061230507
028S,2023-06-06,2023,2,7.22531145039433e-7,0.0141634159465505,0.00640910347715674,3.4317366493724806e-4,4.861416013668331e-4,0.0901260903890411
028S,2023-07-18,2023,3,4.89368311442293e-8,0.0141634159465505,0.00640910347715674,0.001789410978377872,0.0017727196716178161,0.09471138760969897
028T,2017-08-15,2017,3,0.470890349937303,0.470890349937303,0.499109834129489,0.37632808700183473,0.1265749778860445,0.0660163355901452
028V,2015-06-10,2015,2,0.0185195260907294,0.0185195260907294,0.0282432226213345,0.006369141383944851,0.006208395511376329,0.13612294385809817
028W,2005-05-25,2005,2,0.107280137099415,0.107280137099415,0.0675029596575904,0.2008262134533624,0.01699968498476094,0.08931245184541226
028W,2005-07-19,2005,3,0.107280137099415,0.107280137099415,0.0675029596575904,0.25691699855395483,0.036924625083245254,0.09707817166750468
028W,2005-09-13,2005,3,0.577081615828524,0.577081615828524,0.45114122681883,0.25691699855395483,0.036924625083245254,0.09707817166750468
028Y,2007-06-05,2007,2,0.0208347673680595,0.0208347673680595,0.0253931911946848,3.407826501429193e-4,8.284354996247341e-5,0.0356901164404812
028Y,2007-09-12,2007,3,0.0208347673680595,0.0208347673680595,0.0253931911946848,0.0011309864254024154,5.787151252472516e-4,0.04145945616193746
028Y,2007-11-07,2007,4,0.0208347673680595,0.0208347673680595,0.0253931911946848,0.004989780024314744,0.008950382374211545,0.04905914375131418
028Y,2008-06-03,2008,2,0.00212988061239034,0.0208347673680595,0.0323551419465975,0.060655812908002774,0.056740527023519276,0.10748914455309524
028Z,2019-08-13,2019,3,0.0141634159465505,0.0141634159465505,0.0154425535328556,0.01077971247951664,0.0038358930309569735,0.02709885500421651
029A,2014-06-25,2014,2,0.0141634159465505,0.0141634159465505,0.0261096707720885,0.2500937163227996,0.010177765545402498,0.22257920799055797
029A,2014-09-09,2014,3,0.0141634159465505,0.0141634159465505,0.0261096707720885,0.2769434054799947,0.017480609415991093,0.2323485870931387
029B,2006-05-24,2006,2,0.107280137099415,0.107280137099415,0.0661325505975349,1.2261517421193131e-6,4.865671478773249e-8,0.04249608461783037
029B,2006-08-16,2006,3,0.0208347673680595,0.0208347673680595,0.0123835989179746,1.6005210410266404e-6,1.0319000110684524e-7,0.04825860297257914
029B,2007-09-11,2007,3,0.0208347673680595,0.0208347673680595,0.0253931911946848,3.559112554824634e-5,6.855022797141493e-6,0.11042775091612571
029B,2008-06-03,2008,2,0.0208347673680595,0.0208347673680595,0.0323551419465975,4.3414904316941015e-4,1.406209193292822e-4,0.16715181321156553
029B,2009-05-06,2009,2,0.0208347673680595,0.0208347673680595,0.0234124165068221,0.007451973950142085,0.004393426897690157,0.23606274529576332
029C,2016-10-18,2016,4,0.0185195260907294,0.0185195260907294,0.0238781584291377,6.092849473968997e-4,0.00140441095549572,0.08320026406239127
029C,2017-01-25,2017,1,0.0185195260907294,0.0185195260907294,0.0206894129725413,0.002486195490569076,0.004341764248128897,0.12671260109512814
029E,2013-07-16,2013,3,0.0208347673680595,0.0208347673680595,0.0402984922629038,0.9628035149295578,0.9253664426995742,0.6776550732841181
029E,2013-09-24,2013,3,0.945128697527066,0.945128697527066,0.971421330560308,0.9628035149295578,0.9253664426995742,0.6776550732841181
029E,2013-12-10,2013,4,0.957588588247148,0.957588588247148,0.978049488335339,0.967310031214563,0.9536338420810064,0.7134062358043377
029E,2014-05-20,2014,2,0.999700921675758,0.999700921675758,0.99984559483991,0.9999899666064703,0.9998445147821823,0.9689546312095438
029E,2014-08-12,2014,3,0.999998872248313,0.999998872248313,0.999999412418584,0.9999999998877364,1,0.9997817735540414
029E,2014-09-24,2014,3,0.999999995748785,0.999999995748785,0.999999997772595,0.9999999998877364,1,0.9997817735540414
029F,2010-11-02,2010,4,0.0208347673680595,0.0208347673680595,0.0289186368305145,1.9075137945615274e-4,7.719111078071482e-5,0.07835299340992702
029F,2011-05-03,2011,2,0.00212988061239034,0.0208347673680595,0.0288029520467682,3.0040640730535874e-4,1.3692923807207173e-4,0.14768095686783245
029F,2011-07-05,2011,3,2.1406064904636e-4,0.0208347673680595,0.0288029520467682,6.138808252542818e-4,3.8184632129591986e-4,0.1560916370013176
029F,2012-09-19,2012,3,2.14767744851815e-5,0.0208347673680595,0.0351930026149125,0.01567722255234811,0.013102477208799522,0.25766398372743254
029G,2003-06-04,2003,2,0.107280137099415,0.107280137099415,0.0886866371126443,0.011353994464365929,4.900180763774603e-5,0.1678068875527056
029G,2003-09-02,2003,3,0.107280137099415,0.107280137099415,0.0886866371126443,0.014227300264079326,1.1205061811727628e-4,0.1756492023713669
029G,2004-02-03,2004,1,0.107280137099415,0.107280137099415,0.0744255990744436,0.021166799274734478,6.072184440674907e-4,0.23082011741735947
029G,2004-07-06,2004,3,0.107280137099415,0.107280137099415,0.0744255990744436,0.043541568619219505,0.0033834186481043007,0.2600335160496845
029G,2006-05-16,2006,2,0.107280137099415,0.107280137099415,0.0661325505975349,0.12863175657261874,0.0396829727117594,0.3861988700552405
029K,2012-06-26,2012,2,0.0208347673680595,0.0208347673680595,0.0351930026149125,0.024103632529853678,0.0169476772313821,0.20575362814598605
029L,2011-07-19,2011,3,0.0208347673680595,0.0208347673680595,0.0288029520467682,0.019466041294377158,0.01352345239761348,0.1592870708731748
029M,2018-06-26,2018,2,0.470890349937303,0.470890349937303,0.509229379316363,0.6318362209975125,0.19286960834083872,0.03277812898465051
029M,2018-08-21,2018,3,0.788758233829208,0.788758233829208,0.813201540827385,0.6541232029508813,0.22142091917272083,0.03841475941963995
029M,2018-12-12,2018,4,0.201849576718728,0.788758233829208,0.813201540827385,0.6557478537018124,0.22949664866245847,0.04584148487904797
029M,2019-08-14,2019,3,0.973985208728206,0.99819423172492,0.99842554091766,0.9768221355067889,0.5029847697968367,0.10142156744230747
029N,2009-10-13,2009,4,0.0208347673680595,0.0208347673680595,0.0234124165068221,4.543721281557603e-25,2.072079760682344e-23,0.008963954418144078
029N,2009-11-17,2009,4,0.0208347673680595,0.0208347673680595,0.0234124165068221,4.543721281557603e-25,2.072079760682344e-23,0.008963954418144078
029N,2010-01-26,2010,1,0.0208347673680595,0.0208347673680595,0.0289186368305145,2.636626335075497e-23,4.062706331081508e-21,0.017512833628744482
029N,2010-06-15,2010,2,0.00212988061239034,0.0208347673680595,0.0289186368305145,8.363239865730853e-23,1.0646229581894382e-20,0.02161876863699113
029N,2010-10-05,2010,4,2.1406064904636e-4,0.0208347673680595,0.0289186368305145,6.383109977863027e-22,1.94021671750479e-19,0.025238347878804798
029N,2010-11-30,2010,4,2.14767744851815e-5,0.0208347673680595,0.0289186368305145,6.383109977863027e-22,1.94021671750479e-19,0.025238347878804798
029N,2011-01-25,2011,1,2.15439840869218e-6,0.0208347673680595,0.0288029520467682,1.2386321516244727e-19,9.985749911889887e-17,0.03868290873434103
029N,2011-05-24,2011,2,2.82407535298869e-6,0.0271353632793402,0.279307051974878,3.966330958287684e-19,2.6155692520262185e-16,0.04511018452342488
029N,2011-07-19,2011,3,2.83286549753536e-7,0.0208347673680595,0.0288029520467682,4.939406059544191e-19,3.087128145576266e-16,0.0477003980797458
029N,2011-10-04,2011,4,2.84167650619969e-8,0.0208347673680595,0.0288029520467682,7.924216255603486e-19,6.59827678227667e-16,0.051096419993941454
029N,2012-01-24,2012,1,2.85051426594659e-9,0.0208347673680595,0.0351930026149125,1.3996590460901537e-17,9.008113732988055e-15,0.0706240823191778
029N,2012-06-26,2012,2,2.8593794458092703e-10,0.0208347673680595,0.0351930026149125,2.2099243100276308e-16,1.258192238107514e-13,0.07993049208922881
029N,2012-08-14,2012,3,3.74819643023327e-10,0.217562605061461,0.322800644941756,1.1820437026380277e-15,1.0014580706617797e-12,0.08367663734327978
029N,2012-10-16,2012,4,4.91329561028201e-10,0.26712525949486,0.384554561294284,1.40734076939307e-15,1.2536127088929894e-12,0.08858135990650089
029N,2013-01-15,2013,1,6.44055726600215e-10,0.323313212203361,0.46215069218001,2.1114298448973224e-15,1.4719376037092155e-12,0.11680424614173535
029N,2013-08-13,2013,3,6.46058756814902e-11,0.0208347673680595,0.0402984922629038,3.3435765396855072e-15,1.6652606547059619e-12,0.13505719455564436
029N,2014-01-28,2014,1,6.4806801616827895e-12,0.0208347673680595,0.0381900477337024,8.967578582256738e-15,3.137059768538689e-12,0.16999498471513155
029N,2015-01-28,2015,1,4.38934348124553e-13,0.0141634159465505,0.021650384984387,1.501153172578249e-13,3.738310670500692e-11,0.21681966111144638
029N,2015-09-09,2015,3,3.90448422174454e-14,0.0185195260907294,0.0282432226213345,2.016733462479865e-12,3.897668314066178e-10,0.2315042225764916
029N,2016-10-18,2016,4,3.4731838834176904e-15,0.0185195260907294,0.0238781584291377,6.386935297081222e-11,1.1728025421429057e-8,0.27500350623971787
029N,2017-01-24,2017,1,3.0895261967897497e-16,0.0185195260907294,0.0206894129725413,2.904288272038953e-10,2.8485476138312228e-8,0.2944968462987755
029N,2017-07-11,2017,3,2.0925259901135402e-17,0.0141634159465505,0.0158311408130836,8.110277224436229e-9,2.85296809315298e-7,0.3073134083323434
029N,2017-09-05,2017,3,1.86137966802885e-18,0.0185195260907294,0.0206894129725413,8.110277224436229e-9,2.85296809315298e-7,0.3073134083323434
029N,2017-11-14,2017,4,1.26070636231098e-19,0.0141634159465505,0.0158311408130836,1.7362547714427243e-7,4.048018083134543e-6,0.3123108716830561
029N,2018-01-30,2018,1,8.538722965930421e-21,0.0141634159465505,0.0164743973261407,9.962015082616183e-6,4.8967587359237704e-5,0.33605934851302477
029N,2018-06-27,2018,2,5.78324914258842e-22,0.0141634159465505,0.0164743973261407,2.3941128296577752e-4,4.685422922830495e-4,0.3475385092911371
029N,2018-12-11,2018,4,3.91697573263583e-23,0.0141634159465505,0.0164743973261407,0.0023053442355752017,0.003881771481320248,0.3576977572224662
029P,2008-07-22,2008,3,0.0208347673680595,0.0208347673680595,0.0323551419465975,0.0053423138960479585,0.0023177364391428696,0.0381534344221077
029P,2008-10-21,2008,4,0.0208347673680595,0.0208347673680595,0.0323551419465975,0.009196338879824519,0.01093774156985923,0.04567018454583532
029P,2008-12-09,2008,4,0.00212988061239034,0.0208347673680595,0.0323551419465975,0.009196338879824519,0.01093774156985923,0.04567018454583532
029R,2004-05-26,2004,2,0.107280137099415,0.107280137099415,0.0744255990744436,0.07299758270906305,0.0137755354860583,0.18202911571833785
029S,2021-08-24,2021,3,0.336406364798358,0.336406364798358,0.35546787761483,0.0014197669321587962,2.2942164770637941e-4,0.01510126758323221
029S,2021-11-09,2021,4,0.033195531009152,0.0141634159465505,0.0153893895396351,0.00145277841663508,3.441033273090766e-4,0.02093663163801853
029S,2022-06-28,2022,2,0.00232012381565603,0.0141634159465505,0.0148278636963324,0.006003478390592332,0.00393401852522596,0.06505951006235525
029T,2017-09-05,2017,3,0.0185195260907294,0.0185195260907294,0.0206894129725413,0.001223279011132045,5.77708936188043e-4,0.0522701937052034
029T,2017-11-14,2017,4,0.0141634159465505,0.0141634159465505,0.0158311408130836,0.0020827885527735196,0.0013962039161423078,0.06019667118432259
029T,2022-10-19,2022,4,0.336406364798358,0.336406364798358,0.346869097777132,0.7247036336849952,0.1196100948743574,0.3060143058479604
029T,2023-07-18,2023,3,0.547827614647489,0.547827614647489,0.469981988628026,0.7702173070037991,0.14104463452921664,0.33941312395059436
029V,2015-06-10,2015,2,0.0185195260907294,0.0185195260907294,0.0282432226213345,1.7898162509604315e-5,4.0447095742334566e-5,0.11455307573412958
029V,2015-08-25,2015,3,0.0185195260907294,0.0185195260907294,0.0282432226213345,8.62210074862334e-5,2.1383627681984902e-4,0.12279936675598377
029V,2016-05-10,2016,2,0.0185195260907294,0.0185195260907294,0.0238781584291377,0.005383677352694487,0.010140221323879376,0.19881092976400264
029W,2005-05-25,2005,2,0.577081615828524,0.577081615828524,0.45114122681883,0.4381054682492227,0.009915225214712265,0.07611202490266283
029W,2005-07-20,2005,3,0.435996212851397,0.577081615828524,0.45114122681883,0.4488818567560714,0.010508697847508613,0.0827299672866571
029W,2005-12-14,2005,4,0.832573142583201,0.89772572264006,0.840953689227271,0.45474694775864294,0.012132453089490252,0.09142236229160848
029W,2007-05-09,2007,2,0.332809490643816,0.89772572264006,0.840953689227271,0.47551560266157356,0.01610641675016769,0.2075856800790984
029W,2007-07-31,2007,3,0.756073674310344,0.981995842670472,0.978512058240917,0.5201972386753948,0.030994534834892798,0.2133697923786992
029Y,2007-06-05,2007,2,0.0208347673680595,0.0208347673680595,0.0253931911946848,0.0021376760015592708,7.407592796702348e-4,0.03075235161287569
029Y,2007-09-11,2007,3,0.217562605061461,0.217562605061461,0.253997789301325,0.00709450008284784,0.0051746768397372125,0.035723497167534486
029Y,2007-11-06,2007,4,0.26712525949486,0.26712525949486,0.308587141758807,0.00725763142958267,0.005322864373732554,0.04227176005387909
029Y,2008-06-03,2008,2,0.0352726716717696,0.0208347673680595,0.0323551419465975,0.009302430862866962,0.005965012833584632,0.0926179093132552
029Y,2010-01-27,2010,1,0.00365420106330605,0.0208347673680595,0.0289186368305145,0.0707038212685675,0.0469095866498368,0.2170539369655245
029Y,2011-05-24,2011,2,0.229473079219622,0.945128697527066,0.960011618075846,0.9462795224645069,0.8770168804991313,0.3194126768038423
029Z,2019-08-13,2019,3,0.0141634159465505,0.0141634159465505,0.0154425535328556,0.049941042617390935,0.0018088256331363361,0.022268425718449336
029Z,2019-11-19,2019,4,0.0141634159465505,0.0141634159465505,0.0154425535328556,0.051038590793415335,0.0025437426330629912,0.02878344165657106
029Z,2020-08-18,2020,3,0.0141634159465505,0.0141634159465505,0.0131486788085586,0.05734777706011196,0.007887374350687204,0.08146420327793799
030A,2014-08-12,2014,3,0.96913878961583,0.96913878961583,0.983221615868138,0.9477582918524047,0.42790975418642063,0.24090576823363533
030B,2006-05-24,2006,2,0.577081615828524,0.577081615828524,0.445705024311183,7.890251899128925e-5,7.163125382236596e-6,0.026700709141239887
030B,2006-08-15,2006,3,0.120397068848112,0.0208347673680595,0.0123835989179746,8.102415228583846e-5,7.573106073446692e-6,0.030321356264260853
030B,2006-11-28,2006,4,0.0135442642807466,0.0208347673680595,0.0123835989179746,9.140445810393577e-5,1.45091050752912e-5,0.03508712330335409
030B,2007-01-30,2007,1,0.0013753988240838,0.0208347673680595,0.0253931911946848,1.6744371736144485e-4,3.438275644612317e-5,0.0589715321205123
030B,2007-09-11,2007,3,1.3813857195017e-4,0.0208347673680595,0.0253931911946848,4.1653304479709867e-4,8.78810532048842e-5,0.07471559721528395
030B,2007-11-06,2007,4,1.38585410092212e-5,0.0208347673680595,0.0253931911946848,8.050395129383049e-4,4.41813664124558e-4,0.08025550814307407
030B,2008-01-08,2008,1,1.39018147605245e-6,0.0208347673680595,0.0323551419465975,0.025328149052854337,0.01837336497872402,0.10993129804791943
030B,2008-08-19,2008,3,1.8223083341881e-6,0.217562605061461,0.304080369478423,0.936227330250618,0.9615759087124868,0.12949654056346246
030B,2009-01-14,2009,1,2.38875806935585e-6,0.26712525949486,0.328293111358775,0.9806679767879422,0.9965756700270044,0.17336369091228426
030B,2009-05-05,2009,2,3.1312835496266e-6,0.323313212203361,0.377228910675719,0.9866286560304228,0.9980110101987171,0.1911900945967227
030E,2013-07-16,2013,3,0.217562605061461,0.217562605061461,0.354307498732031,0.9465559245095899,0.9295332583317464,0.21296204505976815
030E,2013-09-24,2013,3,0.26712525949486,0.26712525949486,0.418365190888116,0.9465559245095899,0.9295332583317464,0.21296204505976815
030E,2013-12-10,2013,4,0.693709836898515,0.693709836898515,0.817169930519829,0.9675578253758415,0.9485527731524679,0.22419731944009877
030E,2014-05-20,2014,2,0.997026465637033,0.997026465637033,0.998469966170185,0.9996862773165924,0.9949715270466711,0.30450677338322246
030F,2010-12-15,2010,4,0.0208347673680595,0.0208347673680595,0.0289186368305145,0.020347420720008627,0.011257499746167193,0.10038997428063293
030G,2003-06-04,2003,2,0.107280137099415,0.107280137099415,0.0886866371126443,0.08695616227675618,0.013312603444763288,0.2250496607241108
030K,2012-06-26,2012,2,0.0208347673680595,0.0208347673680595,0.0351930026149125,0.024103632529853678,0.0169476772313821,0.20575362814598605
030L,2011-09-06,2011,3,0.0208347673680595,0.0208347673680595,0.0288029520467682,1.3830539564811355e-8,7.684980647657736e-11,0.06943227093038569
030L,2011-12-06,2011,4,0.0208347673680595,0.0208347673680595,0.0288029520467682,1.9716910953989394e-8,1.8251455025013045e-10,0.0746780519594446
030L,2012-05-30,2012,2,0.0208347673680595,0.0208347673680595,0.0351930026149125,6.896054810960912e-7,5.687919451651071e-9,0.11779298900515689
030L,2012-07-17,2012,3,0.0208347673680595,0.0208347673680595,0.0351930026149125,2.590797877591275e-6,2.8124526027277336e-8,0.12300615205253491
030L,2012-09-18,2012,3,0.0208347673680595,0.0208347673680595,0.0351930026149125,2.590797877591275e-6,2.8124526027277336e-8,0.12300615205253491
030L,2013-05-21,2013,2,0.0208347673680595,0.0208347673680595,0.0402984922629038,6.710050983405838e-4,1.013101294812209e-5,0.186657475355939
030L,2013-09-24,2013,3,0.0208347673680595,0.0208347673680595,0.0402984922629038,0.0023969304717701865,4.3222277570532e-5,0.19341052007691203
030L,2013-12-11,2013,4,0.0208347673680595,0.0208347673680595,0.0402984922629038,0.007680792373138445,2.8874124664501167e-4,0.2022372735449139
030L,2014-08-12,2014,3,0.470890349937303,0.470890349937303,0.624165097895716,0.6507487200304632,0.014243208229638954,0.2721874758460093
030L,2014-09-23,2014,3,0.788758233829208,0.788758233829208,0.874494008517782,0.6507487200304632,0.014243208229638954,0.2721874758460093
030L,2014-12-10,2014,4,0.899230517280693,0.899230517280693,0.943349671675438,0.6589706670930604,0.0179832631095004,0.2821426901977955
030L,2015-05-20,2015,2,0.980068531263488,0.980068531263488,0.988713232697271,0.7148538846729383,0.07328484799607714,0.34342033072829753
030M,2018-06-26,2018,2,0.0141634159465505,0.0141634159465505,0.0164743973261407,7.318861468735429e-4,2.0184404696511077e-4,0.030402842623642904
030M,2018-08-21,2018,3,0.0141634159465505,0.0141634159465505,0.0164743973261407,0.002331080687657382,7.181429956788587e-4,0.0356310113248787
030M,2018-10-16,2018,4,0.0141634159465505,0.0141634159465505,0.0164743973261407,0.0025661191474551036,0.0012098145938376887,0.04251955476361859
