tattoo,primary,origin_year,origin_SG,origin_zone,origin_sett,origin_x,origin_y,n_loc_obs,entry_group,next_primary,next_year,dest_x,dest_y,dest_SG,dest_zone,dest_sett,observed_category,observed_distance_m
016N,34,2009,4,1,JUNCTION,380841,200432,2,1,35,2010,380841,200432,4,1,JUNCTION,same_SG,0
016N,35,2010,4,1,JUNCTION,380841,200432,1,1,36,2011,380534,200550,4,1,ARTHURS,same_SG,328.89664029904594
016P,33,2008,3,1,BEECH,380931,201164,1,1,34,2009,380931,201164,3,1,BEECH,same_SG,0
016P,34,2009,3,1,BEECH,380931,201164,2,1,35,2010,380931,201164,3,1,BEECH,same_SG,0
016P,35,2010,3,1,BEECH,380931,201164,2,1,36,2011,381022,201589,6,1,CEDAR,neighbour_SG,434.6331786690933
016P,36,2011,6,1,CEDAR,381022,201589,1,1,37,2012,381016,201635,6,1,FOX,same_SG,46.389654018972806
016P,37,2012,6,1,FOX,381016,201635,1,1,38,2013,381022,201589,6,1,CEDAR,same_SG,46.389654018972806
016P,38,2013,6,1,CEDAR,381022,201589,2,1,39,2014,381180,201357,9,1,LAURELS,neighbour_SG,280.6920020235703
016P,39,2014,9,1,LAURELS,381180,201357,1,1,40,2015,381022,201589,6,1,CEDAR,neighbour_SG,280.6920020235703
016R,29,2004,1,1,WEST,380190,201400,1,1,30,2005,380190,201400,1,1,WEST,same_SG,0
016V,40,2015,15,1,KENNEL,382464,200922,3,1,41,2016,382464,200922,15,1,KENNEL,same_SG,0
016V,41,2016,15,1,KENNEL,382464,200922,4,1,42,2017,382464,200922,15,1,KENNEL,same_SG,0
016V,42,2017,15,1,KENNEL,382464,200922,2,1,43,2018,382399,200920,15,1,CULDESAC,same_SG,65.03076195155643
016V,43,2018,15,1,CULDESAC,382399,200920,1,1,44,2019,382464,200922,15,1,KENNEL,same_SG,65.03076195155643
017A,39,2014,17,1,OLDOAK,382624,201274,2,1,40,2015,382624,201274,17,1,OLDOAK,same_SG,0
017A,40,2015,17,1,OLDOAK,382624,201274,2,1,41,2016,383024,201142,18,1,NETTLE,neighbour_SG,421.2172835960082
017B,31,2006,8,1,HONEYWELL,381931,201706,3,1,32,2007,381946,201669,8,1,CHAIN,same_SG,39.92492955535426
017B,32,2007,8,1,CHAIN,381946,201669,1,1,33,2008,382049,201493,14,1,COLEPARK,neighbour_SG,203.92400545301183
017B,33,2008,14,1,COLEPARK,382049,201493,1,1,34,2009,381946,201669,8,1,CHAIN,neighbour_SG,203.92400545301183
017B,34,2009,8,1,CHAIN,381946,201669,1,1,35,2010,381931,201706,8,1,HONEYWELL,same_SG,39.92492955535426
017B,35,2010,8,1,HONEYWELL,381931,201706,1,1,36,2011,381946,201669,8,1,CHAIN,same_SG,39.92492955535426
017L,36,2011,3,1,BEECH,380931,201164,1,1,37,2012,380834,201150,3,1,CHESNUT,same_SG,98.00510190801293
017M,43,2018,21,1,COLLIERSWOOD,382931,200706,2,1,44,2019,382931,200706,21,1,COLLIERSWOOD,same_SG,0
017R,29,2004,2,1,BOX,380621,201409,2,1,30,2005,380541,201242,2,1,LARCH,same_SG,185.17289218457435
017R,30,2005,2,1,LARCH,380541,201242,2,1,31,2006,380621,201409,2,1,BOX,same_SG,185.17289218457435
017R,31,2006,2,1,BOX,380621,201409,1,1,32,2007,380621,201409,2,1,BOX,same_SG,0
017R,32,2007,2,1,BOX,380621,201409,2,1,33,2008,380621,201409,2,1,BOX,same_SG,0
017R,33,2008,2,1,BOX,380621,201409,3,1,34,2009,380621,201409,2,1,BOX,same_SG,0
017V,40,2015,15,1,KENNEL,382464,200922,2,1,41,2016,382464,200922,15,1,KENNEL,same_SG,0
017V,41,2016,15,1,KENNEL,382464,200922,2,1,42,2017,382464,200922,15,1,KENNEL,same_SG,0
017V,42,2017,15,1,KENNEL,382464,200922,1,1,43,2018,382464,200922,15,1,KENNEL,same_SG,0
017Z,44,2019,3,1,BEECH,380931,201164,1,1,45,2020,381247,201345,10,1,HUNTINGGATE,nonneighbour_SG,364.16617086159994
018B,31,2006,8,1,HONEYWELL,381931,201706,3,1,32,2007,381946,201669,8,1,CHAIN,same_SG,39.92492955535426
018B,34,2009,8,1,HONEYWELL,381931,201706,2,1,35,2010,381931,201706,8,1,HONEYWELL,same_SG,0
018B,35,2010,8,1,HONEYWELL,381931,201706,1,1,36,2011,382183,201478,14,1,OAKPILE,neighbour_SG,339.8352542041511
018G,28,2003,3,1,CHESNUT,380834,201150,2,1,29,2004,380931,201164,3,1,BEECH,same_SG,98.00510190801293
018L,36,2011,21,1,COLLIERSWOOD,382931,200706,1,1,37,2012,382931,200706,21,1,COLLIERSWOOD,same_SG,0
018L,37,2012,21,1,COLLIERSWOOD,382931,200706,3,1,38,2013,382931,200706,21,1,COLLIERSWOOD,same_SG,0
018M,43,2018,8,1,HONEYWELL,381931,201706,2,1,44,2019,381931,201706,8,1,HONEYWELL,same_SG,0
018N,34,2009,2,1,BOX,380621,201409,2,1,35,2010,380621,201409,2,1,BOX,same_SG,0
018N,35,2010,2,1,BOX,380621,201409,3,1,36,2011,380621,201409,2,1,BOX,same_SG,0
018N,36,2011,2,1,BOX,380621,201409,3,1,37,2012,380541,201242,2,1,LARCH,same_SG,185.17289218457435
018P,33,2008,11,1,YEW,381619,201268,2,1,34,2009,381795,200962,12,1,TOP,neighbour_SG,353.0042492662093
018P,34,2009,12,1,TOP,381795,200962,2,1,35,2010,381795,200962,12,1,TOP,same_SG,0
018P,35,2010,12,1,TOP,381795,200962,4,1,36,2011,381795,200962,12,1,TOP,same_SG,0
018R,29,2004,1,1,WEST,380190,201400,2,1,30,2005,380190,201400,1,1,WEST,same_SG,0
018V,40,2015,16,1,WOODRUSH,382713,200607,1,1,41,2016,382713,200607,16,1,WOODRUSH,same_SG,0
018Y,32,2007,12,1,TOP,381795,200962,2,1,33,2008,381795,200962,12,1,TOP,same_SG,0
019A,39,2014,20,1,SCOTLANDBANK,383412,200931,3,1,40,2015,383412,200931,20,1,SCOTLANDBANK,same_SG,0
019A,40,2015,20,1,SCOTLANDBANK,383412,200931,2,1,41,2016,383730,200924,20,1,PARKMILL,same_SG,318.0770346944274
019A,41,2016,20,1,PARKMILL,383730,200924,2,1,42,2017,383730,200924,20,1,PARKMILL,same_SG,0
019A,42,2017,20,1,PARKMILL,383730,200924,1,1,43,2018,383730,200924,20,1,PARKMILL,same_SG,0
019A,43,2018,20,1,PARKMILL,383730,200924,2,1,44,2019,383412,200931,20,1,SCOTLANDBANK,same_SG,318.0770346944274
019B,31,2006,22,1,WOODFARM,383337,200429,3,1,32,2007,383337,200429,22,1,WOODFARM,same_SG,0
019C,41,2016,15,1,KENNEL,382464,200922,2,1,42,2017,382464,200922,15,1,KENNEL,same_SG,0
019G,28,2003,10,1,HUNTINGGATE,381247,201345,1,1,29,2004,381247,201345,10,1,HUNTINGGATE,same_SG,0
019G,29,2004,10,1,HUNTINGGATE,381247,201345,1,1,30,2005,381314,201301,10,1,FERN,same_SG,80.15609770940699
019L,36,2011,21,1,COLLIERSWOOD,382931,200706,1,1,37,2012,382931,200706,21,1,COLLIERSWOOD,same_SG,0
019M,43,2018,8,1,HONEYWELL,381931,201706,2,1,44,2019,381946,201669,8,1,CHAIN,same_SG,39.92492955535426
019N,34,2009,2,1,BOX,380621,201409,1,1,35,2010,380621,201409,2,1,BOX,same_SG,0
019P,33,2008,11,1,TAXUS,381737,201220,1,1,34,2009,381619,201268,11,1,YEW,same_SG,127.38916751435343
019P,34,2009,11,1,YEW,381619,201268,1,1,35,2010,381737,201220,11,1,TAXUS,same_SG,127.38916751435343
019P,35,2010,11,1,TAXUS,381737,201220,1,1,36,2011,381737,201220,11,1,TAXUS,same_SG,0
019P,39,2014,11,1,TAXUS,381737,201220,1,1,40,2015,381737,201220,11,1,TAXUS,same_SG,0
019R,32,2007,5,1,JACKSMIREY,380678,200030,1,1,33,2008,380678,200030,5,1,JACKSMIREY,same_SG,0
019V,40,2015,16,1,WOODRUSH,382713,200607,1,1,41,2016,382931,200706,21,1,COLLIERSWOOD,neighbour_SG,239.42639787625757
020A,39,2014,20,1,PARKMILL,383730,200924,3,1,40,2015,383730,200924,20,1,PARKMILL,same_SG,0
020B,31,2006,22,1,WOODFARM,383337,200429,3,1,32,2007,383337,200429,22,1,WOODFARM,same_SG,0
020B,32,2007,22,1,WOODFARM,383337,200429,3,1,33,2008,383337,200429,22,1,WOODFARM,same_SG,0
020C,41,2016,11,1,YEW,381619,201268,2,1,42,2017,381619,201268,11,1,YEW,same_SG,0
020C,42,2017,11,1,YEW,381619,201268,2,1,43,2018,381737,201220,11,1,TAXUS,same_SG,127.38916751435343
020F,35,2010,8,1,HONEYWELL,381931,201706,1,1,36,2011,381931,201706,8,1,HONEYWELL,same_SG,0
020F,36,2011,8,1,HONEYWELL,381931,201706,4,1,37,2012,381931,201706,8,1,HONEYWELL,same_SG,0
020G,28,2003,22,1,WOODFARM,383337,200429,2,1,29,2004,383337,200429,22,1,WOODFARM,same_SG,0
020L,36,2011,22,1,WOODFARM,383337,200429,1,1,37,2012,383337,200429,22,1,WOODFARM,same_SG,0
020L,37,2012,22,1,WOODFARM,383337,200429,3,1,38,2013,383337,200429,22,1,WOODFARM,same_SG,0
020L,38,2013,22,1,WOODFARM,383337,200429,1,1,39,2014,383337,200429,22,1,WOODFARM,same_SG,0
020L,39,2014,22,1,WOODFARM,383337,200429,2,1,40,2015,383337,200429,22,1,WOODFARM,same_SG,0
020L,40,2015,22,1,WOODFARM,383337,200429,1,1,41,2016,383337,200429,22,1,WOODFARM,same_SG,0
020L,41,2016,22,1,WOODFARM,383337,200429,2,1,42,2017,383337,200429,22,1,WOODFARM,same_SG,0
020M,43,2018,6,1,CEDAR,381022,201589,1,1,44,2019,381022,201589,6,1,CEDAR,same_SG,0
020N,34,2009,2,1,BOX,380621,201409,2,1,35,2010,380621,201409,2,1,BOX,same_SG,0
020N,35,2010,2,1,BOX,380621,201409,1,1,36,2011,380621,201409,2,1,BOX,same_SG,0
020N,36,2011,2,1,BOX,380621,201409,1,1,37,2012,380541,201242,2,1,LARCH,same_SG,185.17289218457435
020P,33,2008,11,1,YEW,381619,201268,1,1,34,2009,381737,201220,11,1,TAXUS,same_SG,127.38916751435343
020P,34,2009,11,1,TAXUS,381737,201220,1,1,35,2010,381795,200962,12,1,TOP,neighbour_SG,264.43902888945877
020T,42,2017,7,1,BOXWOOD,381241,201774,2,1,43,2018,381241,201774,7,1,BOXWOOD,same_SG,0
020T,43,2018,7,1,BOXWOOD,381241,201774,1,1,44,2019,381022,201589,6,1,CEDAR,neighbour_SG,286.6810073932349
020T,44,2019,6,1,CEDAR,381022,201589,2,1,45,2020,381022,201589,6,1,CEDAR,same_SG,0
020V,40,2015,12,1,TOP,381795,200962,1,1,41,2016,381795,200962,12,1,TOP,same_SG,0
020Y,32,2007,15,1,POPLAR,382132,201047,2,1,33,2008,382074,201085,15,1,WYCHELM,same_SG,69.33974329343886
020Y,33,2008,15,1,WYCHELM,382074,201085,2,1,34,2009,382464,200922,15,1,KENNEL,same_SG,422.6925596695546
020Y,34,2009,15,1,KENNEL,382464,200922,1,1,35,2010,382464,200922,15,1,KENNEL,same_SG,0
020Y,35,2010,15,1,KENNEL,382464,200922,2,1,36,2011,382464,200922,15,1,KENNEL,same_SG,0
021B,31,2006,17,1,OLDOAK,382624,201274,2,1,32,2007,382624,201274,17,1,OLDOAK,same_SG,0
021B,34,2009,14,1,TRACKSIDE,382281,201327,1,1,35,2010,382281,201327,14,1,TRACKSIDE,same_SG,0
021B,35,2010,14,1,TRACKSIDE,382281,201327,1,1,36,2011,382281,201327,14,1,TRACKSIDE,same_SG,0
021C,41,2016,7,1,BOXWOOD,381241,201774,2,1,42,2017,381241,201774,7,1,BOXWOOD,same_SG,0
021C,42,2017,7,1,BOXWOOD,381241,201774,2,1,43,2018,381022,201589,6,1,CEDAR,neighbour_SG,286.6810073932349
021C,43,2018,6,1,CEDAR,381022,201589,2,1,44,2019,381022,201589,6,1,CEDAR,same_SG,0
021E,38,2013,14,1,OLDCOLEPARK,382142,201424,2,1,39,2014,382281,201327,14,1,TRACKSIDE,same_SG,169.49926253526885
021E,39,2014,14,1,TRACKSIDE,382281,201327,2,1,40,2015,381931,201706,8,1,HONEYWELL,neighbour_SG,515.8885538563537
021F,35,2010,3,1,BEECH,380931,201164,1,1,36,2011,380834,201150,3,1,CHESNUT,same_SG,98.00510190801293
021F,36,2011,3,1,CHESNUT,380834,201150,1,1,37,2012,380901,201150,3,1,MANSION,same_SG,67
021L,36,2011,22,1,WOODFARM,383337,200429,1,1,37,2012,383337,200429,22,1,WOODFARM,same_SG,0
021L,37,2012,22,1,WOODFARM,383337,200429,4,1,38,2013,383337,200429,22,1,WOODFARM,same_SG,0
021L,38,2013,22,1,WOODFARM,383337,200429,1,1,39,2014,383337,200429,22,1,WOODFARM,same_SG,0
021L,39,2014,22,1,WOODFARM,383337,200429,1,1,40,2015,383337,200429,22,1,WOODFARM,same_SG,0
021L,40,2015,22,1,WOODFARM,383337,200429,1,1,41,2016,383337,200429,22,1,WOODFARM,same_SG,0
021L,41,2016,22,1,WOODFARM,383337,200429,1,1,42,2017,382931,200706,21,1,COLLIERSWOOD,neighbour_SG,491.49262456317695
021L,42,2017,21,1,COLLIERSWOOD,382931,200706,2,1,43,2018,382931,200706,21,1,COLLIERSWOOD,same_SG,0
021P,33,2008,8,1,CHAIN,381946,201669,2,1,34,2009,381946,201669,8,1,CHAIN,same_SG,0
021T,42,2017,7,1,BOXWOOD,381241,201774,2,1,43,2018,381022,201589,6,1,CEDAR,neighbour_SG,286.6810073932349
021T,43,2018,6,1,CEDAR,381022,201589,2,1,44,2019,381022,201589,6,1,CEDAR,same_SG,0
021V,40,2015,11,1,YEW,381619,201268,3,2,41,2016,381619,201268,11,1,YEW,same_SG,0
021V,41,2016,11,1,YEW,381619,201268,3,2,42,2017,381737,201220,11,1,TAXUS,same_SG,127.38916751435343
021V,42,2017,11,1,TAXUS,381737,201220,2,2,43,2018,381931,201706,8,1,HONEYWELL,nonneighbour_SG,523.2895947752066
022A,39,2014,20,1,SCOTLANDBANK,383412,200931,2,1,40,2015,383412,200931,20,1,SCOTLANDBANK,same_SG,0
022A,40,2015,20,1,SCOTLANDBANK,383412,200931,3,1,41,2016,382931,200706,21,1,COLLIERSWOOD,neighbour_SG,531.0235399678625
022B,31,2006,18,1,HOLLOWTREE,382930,201326,2,1,32,2007,383024,201142,18,1,NETTLE,same_SG,206.6204249342257
022B,37,2012,18,1,NETTLE,383024,201142,2,1,38,2013,383024,201142,18,1,NETTLE,same_SG,0
022C,41,2016,8,1,HONEYWELL,381931,201706,2,1,42,2017,383635,200531,999,2,WINDSOREDGE,peripheral,2069.8408151353087
022E,38,2013,14,1,TRACKSIDE,382281,201327,2,1,39,2014,382281,201327,14,1,TRACKSIDE,same_SG,0
022E,39,2014,14,1,TRACKSIDE,382281,201327,2,1,40,2015,381931,201706,8,1,HONEYWELL,neighbour_SG,515.8885538563537
022E,40,2015,8,1,HONEYWELL,381931,201706,1,1,41,2016,381942,201770,8,1,BEND,same_SG,64.93843238021688
022E,41,2016,8,1,BEND,381942,201770,1,1,42,2017,381946,201669,8,1,CHAIN,same_SG,101.07917688624102
022F,35,2010,9,1,LAURELS,381180,201357,2,1,36,2011,381180,201357,9,1,LAURELS,same_SG,0
022F,36,2011,9,1,LAURELS,381180,201357,2,1,37,2012,381247,201345,10,1,HUNTINGGATE,neighbour_SG,68.06614430096654
022F,37,2012,10,1,HUNTINGGATE,381247,201345,1,1,38,2013,381180,201357,9,1,LAURELS,neighbour_SG,68.06614430096654
022G,28,2003,20,1,PARKMILL,383730,200924,3,1,29,2004,383730,200924,20,1,PARKMILL,same_SG,0
022G,29,2004,20,1,PARKMILL,383730,200924,2,1,30,2005,383730,200924,20,1,PARKMILL,same_SG,0
022G,30,2005,20,1,PARKMILL,383730,200924,2,1,31,2006,382930,201326,18,1,HOLLOWTREE,neighbour_SG,895.323405256447
022G,33,2008,20,1,PARKMILL,383730,200924,1,1,34,2009,383730,200924,20,1,PARKMILL,same_SG,0
022L,36,2011,11,1,YEW,381619,201268,1,1,37,2012,381619,201268,11,1,YEW,same_SG,0
022N,34,2009,5,1,JACKSMIREY,380678,200030,1,1,35,2010,380678,200030,5,1,JACKSMIREY,same_SG,0
022N,35,2010,5,1,JACKSMIREY,380678,200030,2,1,36,2011,380678,200030,5,1,JACKSMIREY,same_SG,0
022N,36,2011,5,1,JACKSMIREY,380678,200030,2,1,37,2012,380678,200030,5,1,JACKSMIREY,same_SG,0
022P,33,2008,17,1,OLDOAK,382624,201274,1,1,34,2009,383024,201142,18,1,NETTLE,neighbour_SG,421.2172835960082
022P,34,2009,18,1,NETTLE,383024,201142,1,1,35,2010,382930,201326,18,1,HOLLOWTREE,same_SG,206.6204249342257
022P,35,2010,18,1,HOLLOWTREE,382930,201326,1,1,36,2011,383024,201142,18,1,NETTLE,same_SG,206.6204249342257
022P,36,2011,18,1,NETTLE,383024,201142,1,1,37,2012,383024,201142,18,1,NETTLE,same_SG,0
023A,39,2014,20,1,PARKMILL,383730,200924,1,1,40,2015,383730,200924,20,1,PARKMILL,same_SG,0
023A,40,2015,20,1,PARKMILL,383730,200924,4,1,41,2016,383730,200924,20,1,PARKMILL,same_SG,0
023B,31,2006,8,1,HONEYWELL,381931,201706,2,1,32,2007,381931,201706,8,1,HONEYWELL,same_SG,0
023B,32,2007,8,1,HONEYWELL,381931,201706,3,1,33,2008,382281,201327,14,1,TRACKSIDE,neighbour_SG,515.8885538563537
023B,33,2008,14,1,TRACKSIDE,382281,201327,3,1,34,2009,382281,201327,14,1,TRACKSIDE,same_SG,0
023C,41,2016,7,1,BOXWOOD,381241,201774,1,1,42,2017,381241,201774,7,1,BOXWOOD,same_SG,0
023E,38,2013,17,1,OLDOAK,382624,201274,1,1,39,2014,382624,201274,17,1,OLDOAK,same_SG,0
023F,35,2010,12,1,TOP,381795,200962,2,1,36,2011,381795,200962,12,1,TOP,same_SG,0
023L,36,2011,12,1,TOP,381795,200962,1,1,37,2012,381795,200962,12,1,TOP,same_SG,0
023M,43,2018,7,1,BOXWOOD,381241,201774,2,1,44,2019,381022,201589,6,1,CEDAR,neighbour_SG,286.6810073932349
023N,34,2009,6,1,CEDAR,381022,201589,1,1,35,2010,381022,201589,6,1,CEDAR,same_SG,0
023N,35,2010,6,1,CEDAR,381022,201589,3,1,36,2011,381022,201589,6,1,CEDAR,same_SG,0
023N,36,2011,6,1,CEDAR,381022,201589,1,1,37,2012,381022,201589,6,1,CEDAR,same_SG,0
023P,33,2008,17,1,OLDOAK,382624,201274,2,1,34,2009,382624,201274,17,1,OLDOAK,same_SG,0
023P,34,2009,17,1,OLDOAK,382624,201274,3,1,35,2010,382624,201274,17,1,OLDOAK,same_SG,0
023P,35,2010,17,1,OLDOAK,382624,201274,1,1,36,2011,382624,201274,17,1,OLDOAK,same_SG,0
023R,29,2004,4,1,THISTLEWOODBANK,381109,200408,2,1,30,2005,381109,200408,4,1,THISTLEWOODBANK,same_SG,0
023T,42,2017,18,1,HOLLOWTREE,382930,201326,1,2,43,2018,383024,201142,18,1,NETTLE,same_SG,206.6204249342257
023V,40,2015,11,1,YEW,381619,201268,2,2,41,2016,381737,201220,11,1,TAXUS,same_SG,127.38916751435343
023Y,32,2007,16,1,FORK,382786,200771,1,2,33,2008,382713,200607,16,1,WOODRUSH,same_SG,179.51323071016242
024B,31,2006,18,1,NETTLE,383024,201142,3,1,32,2007,383024,201142,18,1,NETTLE,same_SG,0
024B,32,2007,18,1,NETTLE,383024,201142,4,1,33,2008,383730,200924,20,1,PARKMILL,neighbour_SG,738.8910609826052
024B,37,2012,20,1,SCOTLANDBANK,383412,200931,1,1,38,2013,383412,200931,20,1,SCOTLANDBANK,same_SG,0
024B,38,2013,20,1,SCOTLANDBANK,383412,200931,1,1,39,2014,383412,200931,20,1,SCOTLANDBANK,same_SG,0
024E,38,2013,14,1,TRACKSIDE,382281,201327,2,1,39,2014,382281,201327,14,1,TRACKSIDE,same_SG,0
024E,39,2014,14,1,TRACKSIDE,382281,201327,1,1,40,2015,382049,201493,14,1,COLEPARK,same_SG,285.27180021866866
024E,40,2015,14,1,COLEPARK,382049,201493,2,1,41,2016,382281,201327,14,1,TRACKSIDE,same_SG,285.27180021866866
024F,35,2010,22,1,WOODFARM,383337,200429,2,1,36,2011,383337,200429,22,1,WOODFARM,same_SG,0
024G,28,2003,17,1,OLDOAK,382624,201274,1,2,29,2004,382624,201274,17,1,OLDOAK,same_SG,0
024G,31,2006,17,1,OLDOAK,382624,201274,1,2,32,2007,382930,201326,18,1,HOLLOWTREE,neighbour_SG,310.3868553917836
024L,36,2011,11,1,TAXUS,381737,201220,1,1,37,2012,381619,201268,11,1,YEW,same_SG,127.38916751435343
024M,43,2018,6,1,CEDAR,381022,201589,1,1,44,2019,380856,201662,6,1,RABBIT,same_SG,181.34221791960084
024P,37,2012,20,1,SCOTLANDBANK,383412,200931,2,2,38,2013,383412,200931,20,1,SCOTLANDBANK,same_SG,0
024T,42,2017,3,1,MANSION,380901,201150,1,1,43,2018,380931,201164,3,1,BEECH,same_SG,33.1058907144937
024T,43,2018,3,1,BEECH,380931,201164,1,1,44,2019,380931,201164,3,1,BEECH,same_SG,0
024V,40,2015,11,1,TAXUS,381737,201220,1,1,41,2016,381795,200962,12,1,TOP,neighbour_SG,264.43902888945877
024V,41,2016,12,1,TOP,381795,200962,3,1,42,2017,382713,200607,16,1,WOODRUSH,nonneighbour_SG,984.2504762508373
024Y,32,2007,11,1,YEW,381619,201268,2,1,33,2008,381795,200962,12,1,TOP,neighbour_SG,353.0042492662093
024Y,33,2008,12,1,TOP,381795,200962,2,1,34,2009,381795,200962,12,1,TOP,same_SG,0
024Y,34,2009,12,1,TOP,381795,200962,2,1,35,2010,381795,200962,12,1,TOP,same_SG,0
024Y,35,2010,12,1,TOP,381795,200962,1,1,36,2011,382132,201047,15,1,POPLAR,neighbour_SG,347.55431230240833
025A,39,2014,17,1,OLDOAK,382624,201274,2,1,40,2015,382624,201274,17,1,OLDOAK,same_SG,0
025B,31,2006,22,1,WOODFARM,383337,200429,3,1,32,2007,383337,200429,22,1,WOODFARM,same_SG,0
025B,32,2007,22,1,WOODFARM,383337,200429,3,1,33,2008,383337,200429,22,1,WOODFARM,same_SG,0
025B,33,2008,22,1,WOODFARM,383337,200429,2,1,34,2009,383337,200429,22,1,WOODFARM,same_SG,0
025E,38,2013,6,1,CEDAR,381022,201589,2,1,39,2014,381022,201589,6,1,CEDAR,same_SG,0
025E,39,2014,6,1,CEDAR,381022,201589,2,1,40,2015,381022,201589,6,1,CEDAR,same_SG,0
025E,40,2015,6,1,CEDAR,381022,201589,1,1,41,2016,381022,201589,6,1,CEDAR,same_SG,0
025E,41,2016,6,1,CEDAR,381022,201589,1,1,42,2017,381022,201589,6,1,CEDAR,same_SG,0
025G,28,2003,6,1,RABBIT,380856,201662,2,1,29,2004,381022,201589,6,1,CEDAR,same_SG,181.34221791960084
025L,36,2011,21,1,COLLIERSWOOD,382931,200706,1,1,37,2012,382931,200706,21,1,COLLIERSWOOD,same_SG,0
025P,33,2008,5,1,JACKSMIREY,380678,200030,2,1,34,2009,380534,200550,4,1,ARTHURS,neighbour_SG,539.570199325352
025T,42,2017,4,1,ARTHURS,380534,200550,1,2,43,2018,380390,200637,4,1,MEAD,same_SG,168.24089871371942
025V,40,2015,11,1,TAXUS,381737,201220,1,1,41,2016,381619,201268,11,1,YEW,same_SG,127.38916751435343
025W,30,2005,4,1,THISTLEWOODBANK,381109,200408,1,1,31,2006,380812,200417,4,1,OPEN,same_SG,297.1363323459452
025W,31,2006,4,1,OPEN,380812,200417,1,1,32,2007,381109,200408,4,1,THISTLEWOODBANK,same_SG,297.1363323459452
025W,32,2007,4,1,THISTLEWOODBANK,381109,200408,1,1,33,2008,380841,200432,4,1,JUNCTION,same_SG,269.0724809414742
026C,41,2016,5,1,JACKSMIREY,380678,200030,2,2,42,2017,380678,200030,5,1,JACKSMIREY,same_SG,0
026C,42,2017,5,1,JACKSMIREY,380678,200030,3,2,43,2018,380678,200030,5,1,JACKSMIREY,same_SG,0
026N,34,2009,8,1,HONEYWELL,381931,201706,1,1,35,2010,381931,201706,8,1,HONEYWELL,same_SG,0
026N,35,2010,8,1,HONEYWELL,381931,201706,2,1,36,2011,381931,201706,8,1,HONEYWELL,same_SG,0
026N,36,2011,8,1,HONEYWELL,381931,201706,2,1,37,2012,381931,201706,8,1,HONEYWELL,same_SG,0
026P,33,2008,5,1,JACKSMIREY,380678,200030,2,1,34,2009,380678,200030,5,1,JACKSMIREY,same_SG,0
026T,42,2017,3,1,CHESNUT,380834,201150,1,1,43,2018,380931,201164,3,1,BEECH,same_SG,98.00510190801293
026V,40,2015,11,1,TAXUS,381737,201220,1,1,41,2016,381619,201268,11,1,YEW,same_SG,127.38916751435343
027A,39,2014,17,1,OLDOAK,382624,201274,2,1,40,2015,382624,201274,17,1,OLDOAK,same_SG,0
027A,40,2015,17,1,OLDOAK,382624,201274,3,1,41,2016,382624,201274,17,1,OLDOAK,same_SG,0
027A,41,2016,17,1,OLDOAK,382624,201274,3,1,42,2017,382624,201274,17,1,OLDOAK,same_SG,0
027E,38,2013,14,1,OLDCOLEPARK,382142,201424,1,1,39,2014,382142,201424,14,1,OLDCOLEPARK,same_SG,0
027E,39,2014,14,1,OLDCOLEPARK,382142,201424,2,1,40,2015,382049,201493,14,1,COLEPARK,same_SG,115.80155439371269
027E,40,2015,14,1,COLEPARK,382049,201493,1,1,41,2016,382049,201493,14,1,COLEPARK,same_SG,0
027N,34,2009,6,1,RABBIT,380856,201662,1,1,35,2010,381022,201589,6,1,CEDAR,same_SG,181.34221791960084
027P,33,2008,5,1,JACKSMIREY,380678,200030,2,1,34,2009,380534,200550,4,1,ARTHURS,neighbour_SG,539.570199325352
027T,42,2017,22,1,WOODFARM,383337,200429,2,1,43,2018,383337,200429,22,1,WOODFARM,same_SG,0
027T,43,2018,22,1,WOODFARM,383337,200429,3,1,44,2019,383337,200429,22,1,WOODFARM,same_SG,0
027V,40,2015,11,1,TAXUS,381737,201220,1,1,41,2016,381619,201268,11,1,YEW,same_SG,127.38916751435343
028F,35,2010,17,1,OLDOAK,382624,201274,1,1,36,2011,382624,201274,17,1,OLDOAK,same_SG,0
028F,36,2011,17,1,OLDOAK,382624,201274,4,1,37,2012,382142,201424,14,1,OLDCOLEPARK,neighbour_SG,504.80095087073676
028F,37,2012,14,1,OLDCOLEPARK,382142,201424,1,1,38,2013,382281,201327,14,1,TRACKSIDE,same_SG,169.49926253526885
028F,38,2013,14,1,TRACKSIDE,382281,201327,2,1,39,2014,382281,201327,14,1,TRACKSIDE,same_SG,0
028F,39,2014,14,1,TRACKSIDE,382281,201327,2,1,40,2015,382049,201493,14,1,COLEPARK,same_SG,285.27180021866866
028F,40,2015,14,1,COLEPARK,382049,201493,1,1,41,2016,382281,201327,14,1,TRACKSIDE,same_SG,285.27180021866866
028K,37,2012,20,1,SCOTLANDBANK,383412,200931,2,2,38,2013,383412,200931,20,1,SCOTLANDBANK,same_SG,0
028K,38,2013,20,1,SCOTLANDBANK,383412,200931,2,2,39,2014,383412,200931,20,1,SCOTLANDBANK,same_SG,0
028K,41,2016,20,1,SCOTLANDBANK,383412,200931,1,2,42,2017,383412,200931,20,1,SCOTLANDBANK,same_SG,0
028N,34,2009,7,1,BOXWOOD,381241,201774,1,1,35,2010,381241,201774,7,1,BOXWOOD,same_SG,0
028N,35,2010,7,1,BOXWOOD,381241,201774,3,1,36,2011,381241,201774,7,1,BOXWOOD,same_SG,0
