tattoo,primary,origin_year,origin_SG,origin_zone,origin_sett,origin_x,origin_y,n_loc_obs,entry_group,next_primary,next_year,dest_x,dest_y,dest_SG,dest_zone,dest_sett,observed_category,observed_distance_m
042R,29,2004,16,1,FORK,382786,200771,3,1,30,2005,382713,200607,16,1,WOODRUSH,same_SG,179.51323071016242
042R,30,2005,16,1,WOODRUSH,382713,200607,2,1,31,2006,382931,200706,21,1,COLLIERSWOOD,neighbour_SG,239.42639787625757
042R,31,2006,21,1,COLLIERSWOOD,382931,200706,1,1,32,2007,382931,200706,21,1,COLLIERSWOOD,same_SG,0
042R,32,2007,21,1,COLLIERSWOOD,382931,200706,1,1,33,2008,382931,200706,21,1,COLLIERSWOOD,same_SG,0
042V,40,2015,16,1,WOODRUSH,382713,200607,1,1,41,2016,382713,200607,16,1,WOODRUSH,same_SG,0
042V,41,2016,16,1,WOODRUSH,382713,200607,1,1,42,2017,382713,200607,16,1,WOODRUSH,same_SG,0
042V,42,2017,16,1,WOODRUSH,382713,200607,1,1,43,2018,382713,200607,16,1,WOODRUSH,same_SG,0
042V,43,2018,16,1,WOODRUSH,382713,200607,1,1,44,2019,382713,200607,16,1,WOODRUSH,same_SG,0
042W,30,2005,15,1,KENNEL,382464,200922,2,1,31,2006,382464,200922,15,1,KENNEL,same_SG,0
042W,31,2006,15,1,KENNEL,382464,200922,2,1,32,2007,382355,200596,16,1,PEGLARS,neighbour_SG,343.7397271192261
043A,39,2014,14,1,COLEPARK,382049,201493,1,1,40,2015,382049,201493,14,1,COLEPARK,same_SG,0
043A,40,2015,14,1,COLEPARK,382049,201493,2,1,41,2016,382049,201493,14,1,COLEPARK,same_SG,0
043A,41,2016,14,1,COLEPARK,382049,201493,2,1,42,2017,382281,201327,14,1,TRACKSIDE,same_SG,285.27180021866866
043A,42,2017,14,1,TRACKSIDE,382281,201327,1,1,43,2018,382142,201424,14,1,OLDCOLEPARK,same_SG,169.49926253526885
043A,43,2018,14,1,OLDCOLEPARK,382142,201424,1,1,44,2019,382049,201493,14,1,COLEPARK,same_SG,115.80155439371269
043P,33,2008,3,1,BEECH,380931,201164,2,1,34,2009,380931,201164,3,1,BEECH,same_SG,0
043P,34,2009,3,1,BEECH,380931,201164,1,1,35,2010,380931,201164,3,1,BEECH,same_SG,0
043P,35,2010,3,1,BEECH,380931,201164,2,1,36,2011,380834,201150,3,1,CHESNUT,same_SG,98.00510190801293
043P,36,2011,3,1,CHESNUT,380834,201150,1,1,37,2012,380534,200550,4,1,ARTHURS,nonneighbour_SG,670.820393249937
043V,40,2015,22,1,WOODFARM,383337,200429,1,1,41,2016,383337,200429,22,1,WOODFARM,same_SG,0
043V,41,2016,22,1,WOODFARM,383337,200429,4,1,42,2017,383337,200429,22,1,WOODFARM,same_SG,0
043V,42,2017,22,1,WOODFARM,383337,200429,2,1,43,2018,382931,200706,21,1,COLLIERSWOOD,neighbour_SG,491.49262456317695
043W,30,2005,3,1,CHESNUT,380834,201150,1,1,31,2006,380931,201164,3,1,BEECH,same_SG,98.00510190801293
043W,31,2006,3,1,BEECH,380931,201164,1,1,32,2007,380834,201150,3,1,CHESNUT,same_SG,98.00510190801293
043W,32,2007,3,1,CHESNUT,380834,201150,1,1,33,2008,380621,201409,2,1,BOX,neighbour_SG,335.3356527421443
043W,33,2008,2,1,BOX,380621,201409,2,1,34,2009,380621,201409,2,1,BOX,same_SG,0
043W,34,2009,2,1,BOX,380621,201409,1,1,35,2010,380621,201409,2,1,BOX,same_SG,0
043W,35,2010,2,1,BOX,380621,201409,1,1,36,2011,380621,201409,2,1,BOX,same_SG,0
043W,36,2011,2,1,BOX,380621,201409,2,1,37,2012,380621,201409,2,1,BOX,same_SG,0
043Y,32,2007,5,1,JACKSMIREY,380678,200030,2,1,33,2008,380678,200030,5,1,JACKSMIREY,same_SG,0
044A,39,2014,18,1,NETTLE,383024,201142,2,1,40,2015,383024,201142,18,1,NETTLE,same_SG,0
044E,38,2013,7,1,BULLPEN,381230,201693,1,2,39,2014,381157,201365,9,1,BRACKEN,nonneighbour_SG,336.02529666678373
044E,39,2014,9,1,BRACKEN,381157,201365,1,2,40,2015,381370,201620,7,1,BREAKHEART,nonneighbour_SG,332.2559254550624
044G,30,2005,4,1,MEAD,380390,200637,1,1,31,2006,380534,200550,4,1,ARTHURS,same_SG,168.24089871371942
044M,43,2018,14,1,TRACKSIDE,382281,201327,1,2,44,2019,382281,201327,14,1,TRACKSIDE,same_SG,0
044N,34,2009,14,1,TRACKSIDE,382281,201327,1,1,35,2010,382281,201327,14,1,TRACKSIDE,same_SG,0
044P,33,2008,3,1,BEECH,380931,201164,2,1,34,2009,380931,201164,3,1,BEECH,same_SG,0
044P,34,2009,3,1,BEECH,380931,201164,1,1,35,2010,380931,201164,3,1,BEECH,same_SG,0
044P,35,2010,3,1,BEECH,380931,201164,1,1,36,2011,380834,201150,3,1,CHESNUT,same_SG,98.00510190801293
044R,29,2004,11,1,TAXUS,381737,201220,1,1,30,2005,381619,201268,11,1,YEW,same_SG,127.38916751435343
044Y,32,2007,5,1,JACKSMIREY,380678,200030,2,1,33,2008,380678,200030,5,1,JACKSMIREY,same_SG,0
044Y,33,2008,5,1,JACKSMIREY,380678,200030,1,1,34,2009,380390,200637,4,1,MEAD,neighbour_SG,671.8578718746994
044Y,34,2009,4,1,MEAD,380390,200637,1,1,35,2010,380390,200637,4,1,MEAD,same_SG,0
045A,39,2014,7,1,BREAKHEART,381370,201620,2,1,40,2015,381931,201706,8,1,HONEYWELL,neighbour_SG,567.5535217052221
045A,40,2015,8,1,HONEYWELL,381931,201706,2,1,41,2016,381946,201669,8,1,CHAIN,same_SG,39.92492955535426
045A,41,2016,8,1,CHAIN,381946,201669,2,1,42,2017,381946,201669,8,1,CHAIN,same_SG,0
045A,42,2017,8,1,CHAIN,381946,201669,1,1,43,2018,381946,201669,8,1,CHAIN,same_SG,0
045A,43,2018,8,1,CHAIN,381946,201669,1,1,44,2019,381942,201770,8,1,BEND,same_SG,101.07917688624102
045B,31,2006,1,1,WEST,380190,201400,2,1,32,2007,380190,201400,1,1,WEST,same_SG,0
045B,32,2007,1,1,WEST,380190,201400,1,1,33,2008,380279,201409,1,1,CORRAL,same_SG,89.45389874119518
045B,38,2013,1,1,WEST,380190,201400,1,1,39,2014,380190,201400,1,1,WEST,same_SG,0
045B,39,2014,1,1,WEST,380190,201400,1,1,40,2015,380190,201400,1,1,WEST,same_SG,0
045G,28,2003,4,1,ARTHURS,380534,200550,2,1,29,2004,380534,200550,4,1,ARTHURS,same_SG,0
045M,43,2018,8,1,CHAIN,381946,201669,1,1,44,2019,381931,201706,8,1,HONEYWELL,same_SG,39.92492955535426
045P,33,2008,15,1,KENNEL,382464,200922,2,1,34,2009,382464,200922,15,1,KENNEL,same_SG,0
045P,34,2009,15,1,KENNEL,382464,200922,2,1,35,2010,382464,200922,15,1,KENNEL,same_SG,0
045R,34,2009,21,1,COLLIERSWOOD,382931,200706,1,1,35,2010,383337,200429,22,1,WOODFARM,neighbour_SG,491.49262456317695
045R,35,2010,22,1,WOODFARM,383337,200429,1,1,36,2011,382931,200706,21,1,COLLIERSWOOD,neighbour_SG,491.49262456317695
045R,36,2011,21,1,COLLIERSWOOD,382931,200706,1,1,37,2012,382931,200706,21,1,COLLIERSWOOD,same_SG,0
045Y,32,2007,4,1,THISTLEWOODBANK,381109,200408,1,1,33,2008,380841,200432,4,1,JUNCTION,same_SG,269.0724809414742
045Y,33,2008,4,1,JUNCTION,380841,200432,1,1,34,2009,380841,200432,4,1,JUNCTION,same_SG,0
045Y,34,2009,4,1,JUNCTION,380841,200432,1,1,35,2010,380841,200432,4,1,JUNCTION,same_SG,0
045Y,35,2010,4,1,JUNCTION,380841,200432,1,1,36,2011,380678,200030,5,1,JACKSMIREY,neighbour_SG,433.78911927340914
046A,39,2014,7,1,BREAKHEART,381370,201620,2,1,40,2015,381370,201620,7,1,BREAKHEART,same_SG,0
046A,40,2015,7,1,BREAKHEART,381370,201620,1,1,41,2016,381931,201706,8,1,HONEYWELL,neighbour_SG,567.5535217052221
046A,41,2016,8,1,HONEYWELL,381931,201706,2,1,42,2017,381946,201669,8,1,CHAIN,same_SG,39.92492955535426
046A,42,2017,8,1,CHAIN,381946,201669,1,1,43,2018,381931,201706,8,1,HONEYWELL,same_SG,39.92492955535426
046M,43,2018,6,1,SYCAMORE,381103,201676,1,1,44,2019,381022,201589,6,1,CEDAR,same_SG,118.86967653695369
046M,44,2019,6,1,CEDAR,381022,201589,3,1,45,2020,381022,201589,6,1,CEDAR,same_SG,0
046P,33,2008,9,1,LAURELS,381180,201357,1,1,34,2009,381180,201357,9,1,LAURELS,same_SG,0
046P,34,2009,9,1,LAURELS,381180,201357,2,1,35,2010,381022,201589,6,1,CEDAR,neighbour_SG,280.6920020235703
046P,35,2010,6,1,CEDAR,381022,201589,1,1,36,2011,381022,201589,6,1,CEDAR,same_SG,0
046P,36,2011,6,1,CEDAR,381022,201589,1,1,37,2012,381370,201620,7,1,BREAKHEART,neighbour_SG,349.3780187705002
046P,37,2012,7,1,BREAKHEART,381370,201620,1,1,38,2013,381180,201357,9,1,LAURELS,nonneighbour_SG,324.45184542548066
046R,29,2004,14,1,OAKPILE,382183,201478,2,1,30,2005,381931,201706,8,1,HONEYWELL,neighbour_SG,339.8352542041511
046Z,44,2019,7,1,BULLPEN,381230,201693,1,1,45,2020,381022,201589,6,1,CEDAR,neighbour_SG,232.55106965997814
047G,28,2003,2,1,BOX,380621,201409,2,1,29,2004,380621,201409,2,1,BOX,same_SG,0
047G,29,2004,2,1,BOX,380621,201409,1,1,30,2005,380621,201409,2,1,BOX,same_SG,0
047P,33,2008,9,1,LAURELS,381180,201357,1,1,34,2009,380856,201662,6,1,RABBIT,neighbour_SG,444.9730328907585
047P,34,2009,6,1,RABBIT,380856,201662,1,1,35,2010,381357,201285,10,1,SEPTICTANK,neighbour_SG,627.0007974476588
047R,29,2004,7,1,BOXWOOD,381241,201774,2,1,30,2005,381241,201774,7,1,BOXWOOD,same_SG,0
047V,40,2015,17,1,OLDOAK,382624,201274,2,1,41,2016,382624,201274,17,1,OLDOAK,same_SG,0
048A,39,2014,2,1,BOX,380621,201409,2,1,40,2015,380541,201242,2,1,LARCH,same_SG,185.17289218457435
048A,40,2015,2,1,LARCH,380541,201242,2,1,41,2016,380541,201242,2,1,LARCH,same_SG,0
048A,43,2018,2,1,BOX,380621,201409,1,1,44,2019,380541,201242,2,1,LARCH,same_SG,185.17289218457435
048B,31,2006,1,1,WEST,380190,201400,2,1,32,2007,380190,201400,1,1,WEST,same_SG,0
048P,33,2008,11,1,YEW,381619,201268,2,1,34,2009,381619,201268,11,1,YEW,same_SG,0
048R,29,2004,14,1,COLEPARK,382049,201493,1,1,30,2005,382049,201493,14,1,COLEPARK,same_SG,0
048V,40,2015,2,1,LARCH,380541,201242,1,2,41,2016,380621,201409,2,1,BOX,same_SG,185.17289218457435
048V,41,2016,2,1,BOX,380621,201409,1,2,42,2017,380541,201242,2,1,LARCH,same_SG,185.17289218457435
048V,42,2017,2,1,LARCH,380541,201242,2,2,43,2018,380621,201409,2,1,BOX,same_SG,185.17289218457435
048V,43,2018,2,1,BOX,380621,201409,1,2,44,2019,380621,201409,2,1,BOX,same_SG,0
048W,30,2005,16,1,PEGLARS,382355,200596,2,1,31,2006,382355,200596,16,1,PEGLARS,same_SG,0
048W,31,2006,16,1,PEGLARS,382355,200596,2,1,32,2007,382464,200922,15,1,KENNEL,neighbour_SG,343.7397271192261
048W,32,2007,15,1,KENNEL,382464,200922,1,1,33,2008,382464,200922,15,1,KENNEL,same_SG,0
049A,39,2014,4,1,ARTHURS,380534,200550,1,1,40,2015,380390,200637,4,1,MEAD,same_SG,168.24089871371942
049A,40,2015,4,1,MEAD,380390,200637,2,1,41,2016,380390,200637,4,1,MEAD,same_SG,0
049A,41,2016,4,1,MEAD,380390,200637,1,1,42,2017,380390,200637,4,1,MEAD,same_SG,0
049B,31,2006,2,1,BOX,380621,201409,1,1,32,2007,380621,201409,2,1,BOX,same_SG,0
049B,32,2007,2,1,BOX,380621,201409,2,1,33,2008,380621,201409,2,1,BOX,same_SG,0
049B,33,2008,2,1,BOX,380621,201409,3,1,34,2009,380621,201409,2,1,BOX,same_SG,0
049B,34,2009,2,1,BOX,380621,201409,1,1,35,2010,380621,201409,2,1,BOX,same_SG,0
049B,35,2010,2,1,BOX,380621,201409,1,1,36,2011,380621,201409,2,1,BOX,same_SG,0
049B,36,2011,2,1,BOX,380621,201409,1,1,37,2012,380621,201409,2,1,BOX,same_SG,0
049B,39,2014,2,1,BOX,380621,201409,1,1,40,2015,380541,201242,2,1,LARCH,same_SG,185.17289218457435
049E,38,2013,22,1,WOODFARM,383337,200429,1,1,39,2014,383337,200429,22,1,WOODFARM,same_SG,0
049E,39,2014,22,1,WOODFARM,383337,200429,2,1,40,2015,383337,200429,22,1,WOODFARM,same_SG,0
049E,40,2015,22,1,WOODFARM,383337,200429,1,1,41,2016,383337,200429,22,1,WOODFARM,same_SG,0
049M,43,2018,2,1,BOX,380621,201409,1,1,44,2019,380621,201409,2,1,BOX,same_SG,0
049P,33,2008,11,1,YEW,381619,201268,1,1,34,2009,381737,201220,11,1,TAXUS,same_SG,127.38916751435343
049P,34,2009,11,1,TAXUS,381737,201220,2,1,35,2010,381737,201220,11,1,TAXUS,same_SG,0
049P,35,2010,11,1,TAXUS,381737,201220,2,1,36,2011,381619,201268,11,1,YEW,same_SG,127.38916751435343
049P,36,2011,11,1,YEW,381619,201268,2,1,37,2012,381795,200962,12,1,TOP,neighbour_SG,353.0042492662093
049P,37,2012,12,1,TOP,381795,200962,1,1,38,2013,380931,201164,3,1,BEECH,nonneighbour_SG,887.2992730753249
049R,29,2004,7,1,BOXWOOD,381241,201774,2,1,30,2005,381241,201774,7,1,BOXWOOD,same_SG,0
049V,40,2015,2,1,LARCH,380541,201242,1,1,41,2016,380541,201242,2,1,LARCH,same_SG,0
049V,41,2016,2,1,LARCH,380541,201242,2,1,42,2017,380621,201409,2,1,BOX,same_SG,185.17289218457435
049V,42,2017,2,1,BOX,380621,201409,1,1,43,2018,380621,201409,2,1,BOX,same_SG,0
049W,34,2009,6,1,RABBIT,380856,201662,1,1,35,2010,380856,201662,6,1,RABBIT,same_SG,0
049Y,32,2007,1,1,WEST,380190,201400,1,1,33,2008,380190,201400,1,1,WEST,same_SG,0
049Y,33,2008,1,1,WEST,380190,201400,1,1,34,2009,380190,201400,1,1,WEST,same_SG,0
050A,39,2014,2,1,BOX,380621,201409,2,1,40,2015,380931,201164,3,1,BEECH,neighbour_SG,395.12656200260693
050A,40,2015,3,1,BEECH,380931,201164,1,1,41,2016,380541,201242,2,1,LARCH,neighbour_SG,397.7235220602372
050A,41,2016,2,1,LARCH,380541,201242,1,1,42,2017,380834,201150,3,1,CHESNUT,neighbour_SG,307.1042168385188
050G,28,2003,2,1,LARCH,380541,201242,2,1,29,2004,380621,201409,2,1,BOX,same_SG,185.17289218457435
050G,31,2006,2,1,LARCH,380541,201242,1,1,32,2007,380621,201409,2,1,BOX,same_SG,185.17289218457435
050G,32,2007,2,1,BOX,380621,201409,1,1,33,2008,380621,201409,2,1,BOX,same_SG,0
050G,33,2008,2,1,BOX,380621,201409,2,1,34,2009,380621,201409,2,1,BOX,same_SG,0
050G,34,2009,2,1,BOX,380621,201409,1,1,35,2010,380621,201409,2,1,BOX,same_SG,0
050G,35,2010,2,1,BOX,380621,201409,1,1,36,2011,380621,201409,2,1,BOX,same_SG,0
050K,37,2012,22,1,WOODFARM,383337,200429,2,2,38,2013,383337,200429,22,1,WOODFARM,same_SG,0
050K,38,2013,22,1,WOODFARM,383337,200429,2,2,39,2014,383337,200429,22,1,WOODFARM,same_SG,0
050K,39,2014,22,1,WOODFARM,383337,200429,1,2,40,2015,383337,200429,22,1,WOODFARM,same_SG,0
050M,43,2018,2,1,BOX,380621,201409,1,1,44,2019,380621,201409,2,1,BOX,same_SG,0
050N,34,2009,5,1,JACKSMIREY,380678,200030,1,1,35,2010,380678,200030,5,1,JACKSMIREY,same_SG,0
050R,29,2004,7,1,BOXWOOD,381241,201774,1,1,30,2005,381241,201774,7,1,BOXWOOD,same_SG,0
050W,30,2005,10,1,SEPTICTANK,381357,201285,2,1,31,2006,381157,201365,9,1,BRACKEN,neighbour_SG,215.40659228538016
050W,31,2006,9,1,BRACKEN,381157,201365,1,1,32,2007,381180,201357,9,1,LAURELS,same_SG,24.351591323771842
050Y,32,2007,1,1,WEST,380190,201400,1,1,33,2008,380190,201400,1,1,WEST,same_SG,0
050Y,33,2008,1,1,WEST,380190,201400,1,1,34,2009,380190,201400,1,1,WEST,same_SG,0
051A,39,2014,16,1,WOODRUSH,382713,200607,1,1,40,2015,382713,200607,16,1,WOODRUSH,same_SG,0
051B,31,2006,2,1,BOX,380621,201409,1,1,32,2007,380621,201409,2,1,BOX,same_SG,0
051B,32,2007,2,1,BOX,380621,201409,2,1,33,2008,380621,201409,2,1,BOX,same_SG,0
051B,33,2008,2,1,BOX,380621,201409,2,1,34,2009,380621,201409,2,1,BOX,same_SG,0
051E,38,2013,7,1,BREAKHEART,381370,201620,1,1,39,2014,381241,201774,7,1,BOXWOOD,same_SG,200.89051744669283
051K,37,2012,16,1,WOODRUSH,382713,200607,2,2,38,2013,382464,200922,15,1,KENNEL,neighbour_SG,401.529575498493
051K,38,2013,15,1,KENNEL,382464,200922,2,2,39,2014,382464,200922,15,1,KENNEL,same_SG,0
051K,39,2014,15,1,KENNEL,382464,200922,1,2,40,2015,382074,201085,15,1,WYCHELM,same_SG,422.6925596695546
051M,43,2018,3,1,CHESNUT,380834,201150,1,1,44,2019,380834,201150,3,1,CHESNUT,same_SG,0
051N,34,2009,1,1,WEST,380190,201400,1,1,35,2010,380190,201400,1,1,WEST,same_SG,0
051N,35,2010,1,1,WEST,380190,201400,2,1,36,2011,380190,201400,1,1,WEST,same_SG,0
051P,33,2008,16,1,PEGLARS,382355,200596,1,1,34,2009,382464,200922,15,1,KENNEL,neighbour_SG,343.7397271192261
051R,32,2007,20,1,PARKMILL,383730,200924,1,1,33,2008,383730,200924,20,1,PARKMILL,same_SG,0
051R,33,2008,20,1,PARKMILL,383730,200924,2,1,34,2009,383730,200924,20,1,PARKMILL,same_SG,0
052K,37,2012,15,1,KENNEL,382464,200922,1,2,38,2013,382713,200607,16,1,WOODRUSH,neighbour_SG,401.529575498493
052K,38,2013,16,1,WOODRUSH,382713,200607,2,2,39,2014,382713,200607,16,1,WOODRUSH,same_SG,0
052M,43,2018,3,1,BEECH,380931,201164,1,1,44,2019,380931,201164,3,1,BEECH,same_SG,0
052N,34,2009,6,1,CEDAR,381022,201589,1,1,35,2010,381314,201301,10,1,FERN,neighbour_SG,410.13168616921075
052N,35,2010,10,1,FERN,381314,201301,1,1,36,2011,381180,201357,9,1,LAURELS,neighbour_SG,145.23085071705668
052W,30,2005,11,1,TAXUS,381737,201220,1,1,31,2006,382132,201047,15,1,POPLAR,neighbour_SG,431.223839786253
052W,31,2006,15,1,POPLAR,382132,201047,2,1,32,2007,382132,201047,15,1,POPLAR,same_SG,0
052W,32,2007,15,1,POPLAR,382132,201047,3,1,33,2008,382074,201085,15,1,WYCHELM,same_SG,69.33974329343886
052W,33,2008,15,1,WYCHELM,382074,201085,2,1,34,2009,382074,201085,15,1,WYCHELM,same_SG,0
052W,34,2009,15,1,WYCHELM,382074,201085,2,1,35,2010,381737,201220,11,1,TAXUS,neighbour_SG,363.03443362854716
052Y,33,2008,4,1,THISTLEWOODBANK,381109,200408,1,1,34,2009,380841,200432,4,1,JUNCTION,same_SG,269.0724809414742
052Y,34,2009,4,1,JUNCTION,380841,200432,1,1,35,2010,380841,200432,4,1,JUNCTION,same_SG,0
053B,31,2006,5,1,JACKSMIREY,380678,200030,2,1,32,2007,380678,200030,5,1,JACKSMIREY,same_SG,0
053K,37,2012,17,1,OLDOAK,382624,201274,1,1,38,2013,382624,201274,17,1,OLDOAK,same_SG,0
053K,38,2013,17,1,OLDOAK,382624,201274,2,1,39,2014,382132,201047,15,1,POPLAR,neighbour_SG,541.8422279593941
053K,39,2014,15,1,POPLAR,382132,201047,1,1,40,2015,382616,201525,17,1,TOPOAK,neighbour_SG,680.2499540610054
053K,40,2015,17,1,TOPOAK,382616,201525,1,1,41,2016,382132,201047,15,1,POPLAR,neighbour_SG,680.2499540610054
053K,41,2016,15,1,POPLAR,382132,201047,2,1,42,2017,382132,201047,15,1,POPLAR,same_SG,0
053M,43,2018,3,1,BEECH,380931,201164,1,1,44,2019,380834,201150,3,1,CHESNUT,same_SG,98.00510190801293
053N,34,2009,17,1,OLDOAK,382624,201274,1,1,35,2010,382624,201274,17,1,OLDOAK,same_SG,0
053W,30,2005,11,1,TAXUS,381737,201220,1,1,31,2006,382132,201047,15,1,POPLAR,neighbour_SG,431.223839786253
054A,39,2014,14,1,OLDCOLEPARK,382142,201424,1,1,40,2015,382049,201493,14,1,COLEPARK,same_SG,115.80155439371269
054A,40,2015,14,1,COLEPARK,382049,201493,2,1,41,2016,382049,201493,14,1,COLEPARK,same_SG,0
054A,41,2016,14,1,COLEPARK,382049,201493,2,1,42,2017,382049,201493,14,1,COLEPARK,same_SG,0
054B,31,2006,16,1,PEGLARS,382355,200596,1,1,32,2007,382355,200596,16,1,PEGLARS,same_SG,0
054G,28,2003,11,1,TAXUS,381737,201220,2,1,29,2004,381795,200962,12,1,TOP,neighbour_SG,264.43902888945877
054G,31,2006,15,1,WYCHELM,382074,201085,2,1,32,2007,382132,201047,15,1,POPLAR,same_SG,69.33974329343886
054G,32,2007,15,1,POPLAR,382132,201047,2,1,33,2008,381737,201220,11,1,TAXUS,neighbour_SG,431.223839786253
054K,37,2012,17,1,OLDOAK,382624,201274,2,1,38,2013,382624,201274,17,1,OLDOAK,same_SG,0
054K,38,2013,17,1,OLDOAK,382624,201274,3,1,39,2014,382624,201274,17,1,OLDOAK,same_SG,0
054K,39,2014,17,1,OLDOAK,382624,201274,3,1,40,2015,382624,201274,17,1,OLDOAK,same_SG,0
054K,40,2015,17,1,OLDOAK,382624,201274,4,1,41,2016,382624,201274,17,1,OLDOAK,same_SG,0
054N,34,2009,20,1,PARKMILL,383730,200924,1,1,35,2010,383730,200924,20,1,PARKMILL,same_SG,0
054R,29,2004,6,1,CEDAR,381022,201589,1,1,30,2005,380856,201662,6,1,RABBIT,same_SG,181.34221791960084
054W,30,2005,11,1,TAXUS,381737,201220,1,1,31,2006,381737,201220,11,1,TAXUS,same_SG,0
054W,31,2006,11,1,TAXUS,381737,201220,1,1,32,2007,381619,201268,11,1,YEW,same_SG,127.38916751435343
054W,32,2007,11,1,YEW,381619,201268,2,1,33,2008,381737,201220,11,1,TAXUS,same_SG,127.38916751435343
054W,33,2008,11,1,TAXUS,381737,201220,1,1,34,2009,381619,201268,11,1,YEW,same_SG,127.38916751435343
054Y,32,2007,5,1,JACKSMIREY,380678,200030,1,1,33,2008,380678,200030,5,1,JACKSMIREY,same_SG,0
055B,31,2006,11,1,YEW,381619,201268,1,1,32,2007,381619,201268,11,1,YEW,same_SG,0
055B,32,2007,11,1,YEW,381619,201268,2,1,33,2008,381737,201220,11,1,TAXUS,same_SG,127.38916751435343
055B,33,2008,11,1,TAXUS,381737,201220,1,1,34,2009,381795,200962,12,1,TOP,neighbour_SG,264.43902888945877
055G,28,2003,15,1,KENNEL,382464,200922,1,1,29,2004,382464,200922,15,1,KENNEL,same_SG,0
055G,29,2004,15,1,KENNEL,382464,200922,2,1,30,2005,382132,201047,15,1,POPLAR,same_SG,354.7520260689148
055G,30,2005,15,1,POPLAR,382132,201047,1,1,31,2006,381931,201706,8,1,HONEYWELL,nonneighbour_SG,688.9716975319088
055G,31,2006,8,1,HONEYWELL,381931,201706,1,1,32,2007,381942,201770,8,1,BEND,same_SG,64.93843238021688
055M,43,2018,8,1,HONEYWELL,381931,201706,1,1,44,2019,381931,201706,8,1,HONEYWELL,same_SG,0
055N,34,2009,20,1,PARKMILL,383730,200924,1,1,35,2010,383730,200924,20,1,PARKMILL,same_SG,0
055P,33,2008,8,1,HONEYWELL,381931,201706,1,1,34,2009,381942,201770,8,1,BEND,same_SG,64.93843238021688
055R,29,2004,6,1,RABBIT,380856,201662,2,1,30,2005,381016,201635,6,1,FOX,same_SG,162.2621335986927
055R,30,2005,6,1,FOX,381016,201635,1,1,31,2006,381022,201589,6,1,CEDAR,same_SG,46.389654018972806
055R,31,2006,6,1,CEDAR,381022,201589,1,1,32,2007,380856,201662,6,1,RABBIT,same_SG,181.34221791960084
055R,34,2009,6,1,CEDAR,381022,201589,1,1,35,2010,381016,201635,6,1,FOX,same_SG,46.389654018972806
055Y,32,2007,11,1,TAXUS,381737,201220,1,1,33,2008,381619,201268,11,1,YEW,same_SG,127.38916751435343
055Y,35,2010,12,1,TOP,381795,200962,1,1,36,2011,381795,200962,12,1,TOP,same_SG,0
055Y,36,2011,12,1,TOP,381795,200962,1,1,37,2012,381795,200962,12,1,TOP,same_SG,0
056B,31,2006,11,1,TAXUS,381737,201220,2,1,32,2007,381737,201220,11,1,TAXUS,same_SG,0
056B,32,2007,11,1,TAXUS,381737,201220,2,1,33,2008,381795,200962,12,1,TOP,neighbour_SG,264.43902888945877
056B,33,2008,12,1,TOP,381795,200962,2,1,34,2009,381619,201268,11,1,YEW,neighbour_SG,353.0042492662093
056B,34,2009,11,1,YEW,381619,201268,1,1,35,2010,381795,200962,12,1,TOP,neighbour_SG,353.0042492662093
056B,35,2010,12,1,TOP,381795,200962,1,1,36,2011,381795,200962,12,1,TOP,same_SG,0
056M,43,2018,18,1,NETTLE,383024,201142,1,1,44,2019,383024,201142,18,1,NETTLE,same_SG,0
056P,33,2008,17,1,OLDOAK,382624,201274,2,1,34,2009,382624,201274,17,1,OLDOAK,same_SG,0
056P,34,2009,17,1,OLDOAK,382624,201274,2,1,35,2010,382624,201274,17,1,OLDOAK,same_SG,0
056W,30,2005,10,1,FERN,381314,201301,2,1,31,2006,381022,201589,6,1,CEDAR,neighbour_SG,410.13168616921075
056W,31,2006,6,1,CEDAR,381022,201589,1,1,32,2007,381503,201484,13,1,OLDPONDDRAIN,nonneighbour_SG,492.3271270202364
056W,32,2007,13,1,OLDPONDDRAIN,381503,201484,1,1,33,2008,381357,201285,10,1,SEPTICTANK,neighbour_SG,246.81369491987272
056Y,32,2007,22,1,WOODFARM,383337,200429,2,1,33,2008,383337,200429,22,1,WOODFARM,same_SG,0
056Y,33,2008,22,1,WOODFARM,383337,200429,1,1,34,2009,383337,200429,22,1,WOODFARM,same_SG,0
057G,28,2003,16,1,PEGLARS,382355,200596,1,1,29,2004,382355,200596,16,1,PEGLARS,same_SG,0
057P,33,2008,8,1,HONEYWELL,381931,201706,2,1,34,2009,381942,201770,8,1,BEND,same_SG,64.93843238021688
057P,34,2009,8,1,BEND,381942,201770,2,1,35,2010,381946,201669,8,1,CHAIN,same_SG,101.07917688624102
057R,29,2004,22,1,WOODFARM,383337,200429,1,1,30,2005,383337,200429,22,1,WOODFARM,same_SG,0
057Y,32,2007,21,1,COLLIERSWOOD,382931,200706,2,1,33,2008,382931,200706,21,1,COLLIERSWOOD,same_SG,0
057Y,35,2010,22,1,WOODFARM,383337,200429,2,1,36,2011,383337,200429,22,1,WOODFARM,same_SG,0
057Y,36,2011,22,1,WOODFARM,383337,200429,3,1,37,2012,383337,200429,22,1,WOODFARM,same_SG,0
057Y,37,2012,22,1,WOODFARM,383337,200429,1,1,38,2013,383337,200429,22,1,WOODFARM,same_SG,0
058P,33,2008,6,1,CEDAR,381022,201589,2,1,34,2009,380856,201662,6,1,RABBIT,same_SG,181.34221791960084
